# hl_pos_x,hl_pos_y,hl_pos_z,hl_rot_w,hl_rot_x,hl_rot_y,hl_rot_z,rb_pos_x,rb_pos_y,rb_pos_z,rb_rot_w,rb_rot_x,rb_rot_y,rb_rot_z,timestamp
0.248226,-0.696660,-0.194166,0.93325990,0.12993250,-0.33315270,0.03395130,0.031786,1.119924,0.149999,-0.98704740,-0.14467880,0.06834871,-0.01158103,2027
0.248078,-0.698460,-0.190793,0.93291860,0.13695990,-0.33143260,0.03251530,0.030985,1.115581,0.153417,-0.98515890,-0.15668980,0.06776289,-0.01784362,4041
0.188576,-0.692622,-0.213274,0.94139970,0.15839680,-0.29612920,0.03137888,0.077977,1.119524,0.185299,-0.97938270,-0.17237060,0.10362110,-0.01899167,6040
0.170098,-0.696844,-0.253352,0.96792270,0.14799510,-0.20302330,0.00217449,0.107733,1.118645,0.163485,-0.96741730,-0.15011200,0.19812460,-0.04813347,8043
0.180985,-0.693658,-0.253525,0.98513040,0.12718570,-0.11311420,0.02338796,0.101465,1.122573,0.153551,-0.95533180,-0.14107300,0.25814260,-0.02832163,10036
0.174458,-0.696759,-0.259850,0.95809480,0.14709060,-0.24467740,0.02348983,0.113790,1.119586,0.155423,-0.97393490,-0.15492190,0.16309010,-0.02918305,12053
0.181087,-0.693561,-0.260734,0.96240540,0.13432310,-0.23599260,0.00638032,0.108025,1.123920,0.147540,-0.97523450,-0.14021270,0.16615010,-0.04064829,14051
0.180967,-0.693229,-0.260599,0.96281290,0.13309090,-0.23504600,0.00561890,0.107762,1.124341,0.147758,-0.97539480,-0.13613050,0.16854210,-0.04083037,16048
0.181188,-0.693514,-0.259432,0.96232630,0.13511530,-0.23591780,0.00383921,0.106970,1.124231,0.148088,-0.97497520,-0.14009640,0.16720120,-0.04289810,18098
0.177289,-0.694034,-0.261609,0.96110990,0.13480180,-0.24081250,0.01028076,0.112778,1.123827,0.150616,-0.97585680,-0.14076060,0.16280310,-0.03721949,20128
0.177093,-0.694200,-0.257803,0.94888280,0.14442090,-0.28064630,-0.00129162,0.112534,1.122314,0.154906,-0.98086020,-0.14384850,0.12074970,-0.05138535,22097
0.177960,-0.694459,-0.258173,0.95399430,0.14226630,-0.26389210,-0.00401729,0.109054,1.123169,0.152434,-0.97855430,-0.14280790,0.13848070,-0.05348516,24128
0.179047,-0.694384,-0.257719,0.95455490,0.14213880,-0.26192780,-0.00393181,0.108301,1.123145,0.151997,-0.97885610,-0.14012400,0.13932960,-0.05285236,26124
0.180540,-0.693557,-0.258551,0.95592120,0.13893810,-0.25864940,-0.00336088,0.107722,1.123781,0.150352,-0.97842840,-0.13915930,0.14354200,-0.05204321,28239
0.179850,-0.693498,-0.258997,0.95650970,0.13827570,-0.25684380,-0.00053423,0.109083,1.124447,0.150532,-0.97866070,-0.13817710,0.14406650,-0.04873560,30121
0.181374,-0.693163,-0.256857,0.95839970,0.13689790,-0.25038740,-0.00594054,0.104330,1.125236,0.149291,-0.97796620,-0.13326490,0.15220910,-0.05152607,32235
0.179896,-0.693601,-0.258844,0.95824370,0.13729190,-0.25082660,-0.00242818,0.107433,1.124147,0.149982,-0.97741410,-0.13795200,0.15198970,-0.05030136,34182
0.187303,-0.692658,-0.254466,0.96373980,0.13530650,-0.22991140,-0.00621760,0.098360,1.125568,0.147117,-0.97457630,-0.13401970,0.17219280,-0.05088681,36231
0.192668,-0.693020,-0.249940,0.96533730,0.13984490,-0.21970100,-0.01728500,0.090268,1.124619,0.146007,-0.97251360,-0.13430900,0.18001720,-0.06142047,38079
0.191185,-0.691832,-0.253221,0.96555340,0.13588640,-0.22117220,-0.01801259,0.091009,1.126035,0.143663,-0.97210040,-0.13064950,0.18406170,-0.06381947,40111
0.192093,-0.692862,-0.250880,0.96341540,0.14239000,-0.22563280,-0.02541053,0.088064,1.124410,0.145176,-0.97265580,-0.13356610,0.17557050,-0.07263473,42161
0.190781,-0.689624,-0.251544,0.96468620,0.12865160,-0.22916760,-0.01765210,0.092362,1.129843,0.142936,-0.97537920,-0.12012050,0.17438680,-0.06161059,44225
0.190555,-0.691034,-0.252214,0.96354410,0.13427710,-0.23081150,-0.01668803,0.092264,1.127000,0.145241,-0.97475770,-0.12888640,0.17165060,-0.06141442,46073
0.185064,-0.690704,-0.255017,0.96172200,0.13254240,-0.23974000,-0.00694145,0.098600,1.127194,0.147437,-0.97600200,-0.13112630,0.16510290,-0.05447067,48087
0.182883,-0.692023,-0.255862,0.96161400,0.13488250,-0.23889320,-0.00594089,0.102944,1.125926,0.149299,-0.97591310,-0.13531090,0.16321090,-0.05144797,50169
0.183367,-0.691722,-0.257561,0.96213820,0.13252620,-0.23812000,-0.00508245,0.103199,1.126009,0.147773,-0.97568630,-0.13442270,0.16526180,-0.05153022,52084
0.335051,-0.669172,-0.235107,0.97539260,-0.01557952,0.20267670,-0.08537403,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.00000000,54100
0.321499,-0.667959,-0.236702,0.97878630,-0.01871071,0.18813910,-0.07893695,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.00000000,56097
0.214313,-0.681661,-0.164707,0.91103160,0.14536930,-0.38427340,0.03497382,0.045493,1.130087,0.215082,-0.98397030,-0.17766240,0.01207099,-0.00963868,58097
0.224848,-0.694442,-0.190796,0.92565550,0.14667840,-0.34762920,0.02830877,0.043204,1.121771,0.170467,-0.98639600,-0.15547300,0.04843585,-0.02247405,60095
0.225070,-0.693247,-0.194150,0.92758120,0.14228890,-0.34425810,0.02886913,0.044849,1.123080,0.166637,-0.98653250,-0.15313630,0.05366140,-0.02057815,62109
0.233002,-0.694572,-0.184055,0.93434670,0.15306250,-0.32156950,0.01269488,0.026980,1.121487,0.168547,-0.98394610,-0.15427290,0.07943168,-0.04172031,64106
0.233311,-0.692491,-0.184934,0.93501590,0.14687150,-0.32259570,0.01030443,0.028997,1.124251,0.166918,-0.98483260,-0.15105180,0.07596354,-0.03895793,66122
0.233549,-0.689730,-0.189956,0.93530120,0.13524090,-0.32666480,0.01454799,0.033654,1.127465,0.162458,-0.98636730,-0.14239380,0.07480376,-0.03475709,68120
