# hl_pos_x,hl_pos_y,hl_pos_z,hl_rot_w,hl_rot_x,hl_rot_y,hl_rot_z,rb_pos_x,rb_pos_y,rb_pos_z,rb_rot_w,rb_rot_x,rb_rot_y,rb_rot_z,timestamp
-0.750345,-0.028239,0.041118,0.92202800,0.20688270,-0.32307040,0.05185986,0.041168,1.210791,0.261073,-0.96903920,-0.23212420,-0.08387545,-0.00680661,2687
-0.750979,-0.029252,0.042369,0.92339100,0.20881320,-0.31811290,0.05050082,0.040224,1.209503,0.262670,-0.96908660,-0.23371860,-0.07856367,-0.00863114,4068
-0.749271,-0.026127,0.034636,0.92892310,0.20068110,-0.30811880,0.04349590,0.040291,1.213904,0.255441,-0.97199580,-0.22503300,-0.06648670,-0.01280460,6050
-0.764400,-0.026388,0.035759,0.92388090,0.19798280,-0.32563160,0.03480075,0.053427,1.214684,0.263063,-0.97156140,-0.22060300,-0.08360678,-0.02031308,8065
-0.758586,-0.026364,0.037543,0.92763860,0.19748790,-0.31590840,0.02621114,0.044763,1.214940,0.261834,-0.97292420,-0.21829290,-0.07081681,-0.02741928,10079
-0.759578,-0.030467,0.042743,0.93239550,0.20243730,-0.29838610,0.02497095,0.041909,1.211143,0.266663,-0.97272630,-0.22179540,-0.05951995,-0.03267720,12081
-0.757919,-0.026744,0.043757,0.92848000,0.18873850,-0.31925990,0.01938779,0.035053,1.207945,0.162756,-0.97776170,-0.20573270,-0.03582285,-0.01930610,16070
-0.680642,-0.035906,-0.041940,0.95498490,0.17323040,-0.23970960,0.02311590,-0.134147,1.235548,0.000661,-0.86274330,-0.11072140,0.49216020,-0.03454368,18070
-0.519098,-0.014206,-0.077195,0.96273500,0.08034328,0.25814790,-0.00678463,0.029526,1.210450,0.099954,-0.97940190,-0.17488980,-0.10087310,-0.00320840,20070
-0.655981,-0.034323,-0.077818,0.92653680,0.14862970,-0.34373690,0.03582842,0.047001,1.192844,0.293202,-0.96538680,-0.22354020,-0.13287740,-0.02004439,22071
-0.765858,-0.044335,0.063542,0.90889660,0.20056210,-0.36432470,0.03081124,0.041638,1.202003,0.266191,-0.97031020,-0.22906120,-0.07197663,-0.02912956,24071
-0.757488,-0.036971,0.043296,0.92588170,0.20940320,-0.31313330,0.02900100,0.043313,1.202349,0.278916,-0.97137460,-0.21691110,-0.09447401,-0.02134325,26072
