# hl_pos_x,hl_pos_y,hl_pos_z,hl_rot_w,hl_rot_x,hl_rot_y,hl_rot_z,rb_pos_x,rb_pos_y,rb_pos_z,rb_rot_w,rb_rot_x,rb_rot_y,rb_rot_z,timestamp
0.304376,-1.689955,-1.074341,0.09359062,-0.00180915,0.99307360,-0.07100953,-0.157639,0.760913,0.590009,0.99595400,0.08842346,-0.01177266,0.01088098,2031
0.303858,-1.690351,-1.071881,0.09526270,-0.00153548,0.99316560,-0.06741598,-0.156651,0.761913,0.587493,0.99521450,0.09333784,-0.01758401,0.02296030,4042
0.374757,-1.249394,-0.835538,0.07978705,-0.01491402,0.97176410,-0.22155370,-0.055415,1.124391,0.422337,0.97294550,0.22492220,-0.03287600,0.04130727,6039
0.351293,-1.102614,-0.562581,0.09444335,0.04966938,0.98522530,-0.13395710,0.009241,1.338617,0.115689,0.98851900,0.14653670,-0.00979943,-0.03551445,8054
0.354958,-1.144593,-0.446212,0.08029200,0.01797744,0.97010450,-0.22831440,0.031003,1.284729,0.011061,0.97352970,0.22811830,-0.01201533,0.00760054,10052
0.323530,-1.124645,-0.463129,-0.01139026,-0.02571884,0.98965800,-0.14066240,-0.015526,1.313107,0.009302,0.98225560,0.14410990,-0.11328420,0.03966092,12054
0.325697,-1.126091,-0.459163,-0.02297947,-0.04993014,0.99069950,-0.12447310,-0.017336,1.314876,-0.003647,0.98282350,0.12386460,-0.12395040,0.05789689,14050
0.331288,-1.129489,-0.494112,-0.01833065,-0.04905380,0.98963800,-0.13369500,-0.021364,1.308640,0.038780,0.98164640,0.13509240,-0.11926890,0.06241378,16049
0.347648,-1.127978,-0.492825,-0.01384138,-0.03778627,0.99009210,-0.13453030,-0.001983,1.310422,0.041028,0.98272760,0.13763380,-0.11327050,0.04973314,18047
0.324182,-1.128635,-0.483108,-0.03654040,-0.04997279,0.98995050,-0.12714420,-0.021288,1.311886,0.023191,0.98179050,0.12679150,-0.12958220,0.05674294,22030
0.327191,-1.128222,-0.480489,-0.02904229,-0.04538555,0.99073260,-0.12468290,-0.013638,1.313044,0.022103,0.98284420,0.12428360,-0.12650840,0.05065981,24030
0.333727,-1.127596,-0.477857,-0.02620340,-0.03835780,0.99152710,-0.12131020,-0.017926,1.311883,0.076817,0.98740990,0.13691000,-0.07827341,0.01227097,26030
0.330742,-1.125063,-0.530628,0.02962516,-0.00191682,0.99167410,-0.12530490,0.088093,0.973112,0.475681,0.98847410,0.15055560,0.01413710,-0.00722040,28031
0.529922,-1.512924,-0.921166,0.10679110,0.02754812,0.98613690,-0.12397910,0.093479,0.762382,0.605397,0.99556670,0.09319379,-0.01214745,0.00377338,30031
0.559040,-1.690689,-1.028160,0.09148724,-0.00177358,0.99191730,-0.08790345,0.093254,0.762427,0.605294,0.99552540,0.09380396,-0.01089514,0.00336018,32032
0.558955,-1.690506,-1.028484,0.08876092,-0.00221552,0.99224490,-0.08698677,0.093345,0.762716,0.605441,0.99554440,0.09362298,-0.01084036,0.00295871,34032
