0.073129,-0.161824,-0.176894,2086
0.066102,-0.155350,-0.168256,2192
0.034974,-0.121982,-0.140761,2306
-0.014518,-0.081976,-0.100566,2414
-0.059110,-0.048928,-0.064492,2521
-0.086062,-0.027650,-0.037659,2633
-0.101741,-0.015384,-0.016148,2741
-0.114678,-0.007828,0.000631,2848
-0.118903,-0.002598,0.005183,2960
-0.115261,-0.003884,0.003308,3067
-0.107516,-0.010041,0.001628,3180
-0.105026,-0.018096,0.003101,3288
-0.104915,-0.024233,0.005357,3394
-0.102866,-0.027325,0.005305,3508
-0.095153,-0.027568,0.004358,3614
-0.071409,-0.026215,0.003716,3726
-0.032669,-0.024907,0.004435,3833
0.013235,-0.023823,0.006349,3946
0.049772,-0.023928,0.010044,4058
0.070988,-0.025594,0.014368,4167
0.067312,-0.021858,0.014247,4273
0.041706,-0.016987,0.012398,4380
0.002781,-0.011950,0.009687,4488
-0.024920,-0.006925,0.005263,4600
-0.025559,-0.005394,0.004362,4707
-0.017290,-0.007038,0.005246,4820
0.000582,-0.015214,0.007735,4927
0.013856,-0.025263,0.010981,5041
0.009219,-0.026133,0.011802,5148
-0.011098,-0.018248,0.010627,5255
-0.032538,-0.007563,0.008041,5369
-0.043757,-0.004248,0.007958,5476
