# hl_pos_x,hl_pos_y,hl_pos_z,hl_rot_w,hl_rot_x,hl_rot_y,hl_rot_z,rb_pos_x,rb_pos_y,rb_pos_z,rb_rot_w,rb_rot_x,rb_rot_y,rb_rot_z,timestamp
0.224596,-0.617392,-0.155055,0.94360440,0.20727730,-0.25483330,0.04131527,0.005375,1.185926,0.195556,0.96477690,0.22032120,-0.13951050,0.03465688,2043
0.212962,-0.615019,-0.162832,0.92618450,0.20114320,-0.31726900,0.03262058,0.028626,1.191505,0.195537,0.97534750,0.20753100,-0.06425198,0.03872730,4044
0.203816,-0.619437,-0.162237,0.91153750,0.21121040,-0.35043270,0.04106632,0.035138,1.186026,0.203503,0.97437470,0.21827690,-0.03983907,0.03690830,6056
0.200845,-0.623345,-0.161875,0.91170110,0.21886130,-0.34420150,0.04925639,0.037412,1.179541,0.209375,0.97143050,0.23039310,-0.04799431,0.03063562,8055
0.187213,-0.625621,-0.170417,0.90513310,0.21695250,-0.36146420,0.05485702,0.060096,1.177816,0.213941,0.97228990,0.23114520,-0.02626252,0.02312066,10068
0.211554,-0.622723,-0.156261,0.92517260,0.21747660,-0.30836700,0.04085850,0.021948,1.180175,0.205323,0.96962560,0.22724820,-0.08254866,0.03701828,12082
0.205824,-0.624517,-0.163399,0.92253160,0.21873280,-0.31318270,0.05484612,0.031888,1.178644,0.204459,0.96869960,0.23381760,-0.07932811,0.02564546,14098
0.179176,-0.627923,-0.183564,0.91163510,0.21742590,-0.34025260,0.07665273,0.071717,1.173846,0.211172,0.96947130,0.24003090,-0.04979740,0.00556477,16113
0.198199,-0.624476,-0.171057,0.92037710,0.21287520,-0.32373400,0.05278594,0.049832,1.178790,0.205440,0.97110770,0.22823230,-0.06576086,0.02314025,18144
0.204512,-0.627732,-0.166045,0.91195890,0.22923210,-0.33738220,0.04423566,0.034113,1.173555,0.204767,0.96778950,0.24243590,-0.05894202,0.03367835,20177
0.202189,-0.635133,-0.168853,0.90994270,0.25221230,-0.32245760,0.06644014,0.039134,1.163024,0.207076,0.96073690,0.26772080,-0.06707577,0.02848010,22192
0.202924,-0.637468,-0.167858,0.91157720,0.25444650,-0.31541000,0.06928632,0.041541,1.159517,0.208823,0.95950500,0.27227110,-0.06835380,0.02337910,24210
0.205413,-0.636987,-0.156601,0.91106850,0.25408650,-0.31863790,0.06216237,0.025665,1.160614,0.212128,0.96022350,0.26808970,-0.07052950,0.03353250,26156
0.203585,-0.634849,-0.162021,0.91185850,0.24668020,-0.32243030,0.06084249,0.033895,1.163555,0.210622,0.96236930,0.26186580,-0.06600685,0.03024734,28202
0.203503,-0.629277,-0.159870,0.92106130,0.22258950,-0.31611590,0.04659126,0.031234,1.173323,0.209257,0.96866230,0.23456490,-0.07386228,0.03488777,30118
0.202925,-0.630839,-0.160212,0.91974260,0.22744030,-0.31634560,0.04764404,0.032043,1.171335,0.209312,0.96780960,0.23794210,-0.07399588,0.03539386,32302
0.234865,-0.607985,-0.165301,0.94393620,0.18800200,-0.27132160,0.00492935,0.020940,1.193616,0.184318,0.97401340,0.20113940,-0.08999449,0.05236247,34349
