# hl_pos_x,hl_pos_y,hl_pos_z,hl_rot_w,hl_rot_x,hl_rot_y,hl_rot_z,rb_pos_x,rb_pos_y,rb_pos_z,rb_rot_w,rb_rot_x,rb_rot_y,rb_rot_z,timestamp
0.236937,-0.679780,-0.165525,0.92041460,0.16510650,-0.35179680,0.04261259,0.020211,1.134141,0.179907,-0.98287060,-0.17817270,0.04487160,-0.01437257,2202
0.234400,-0.680568,-0.170385,0.92245050,0.17186120,-0.34341640,0.04017430,0.024492,1.132051,0.179961,-0.98107220,-0.18615910,0.05032363,-0.01759764,4251
0.235169,-0.677440,-0.171958,0.92551330,0.16194920,-0.34079380,0.03251553,0.022923,1.137022,0.176302,-0.98307480,-0.17304700,0.05533681,-0.02358933,6083
0.233307,-0.676992,-0.172693,0.92537980,0.16176300,-0.34114950,0.03349729,0.024436,1.137281,0.177242,-0.98293870,-0.17368270,0.05582736,-0.02343397,8130
0.230011,-0.677208,-0.175487,0.92378600,0.16189860,-0.34488100,0.03828138,0.029120,1.136831,0.178114,-0.98313420,-0.17391200,0.05282027,-0.02029591,10178
0.228214,-0.677269,-0.177188,0.92408750,0.16120120,-0.34418310,0.04018132,0.031244,1.136650,0.178299,-0.98315730,-0.17425710,0.05242895,-0.01695501,12445
0.228559,-0.677881,-0.176705,0.92430640,0.16248080,-0.34296180,0.04043340,0.030491,1.135741,0.178503,-0.98289510,-0.17505450,0.05428980,-0.01805134,14076
0.229928,-0.677669,-0.174809,0.92628870,0.16210220,-0.33844130,0.03419806,0.026939,1.136259,0.178867,-0.98289390,-0.17335270,0.05799825,-0.02246274,16340
0.232793,-0.675767,-0.176267,0.92750600,0.15754320,-0.33770700,0.02944224,0.025414,1.139675,0.174507,-0.98380770,-0.16641630,0.06106679,-0.02643760,18173
0.236339,-0.676363,-0.172124,0.93011820,0.16199850,-0.32887520,0.02185635,0.018057,1.138383,0.175059,-0.98268120,-0.16825070,0.06910015,-0.03541917,20220
0.235520,-0.676680,-0.171999,0.93020960,0.16208610,-0.32847110,0.02334327,0.018759,1.138242,0.175725,-0.98237270,-0.17011250,0.06954384,-0.03419514,22054
0.238019,-0.674199,-0.173054,0.93193600,0.15642170,-0.32658910,0.01916209,0.017885,1.140910,0.172655,-0.98330060,-0.16332030,0.07219674,-0.03512802,24141
0.234267,-0.675154,-0.175467,0.92950080,0.15773890,-0.33253240,0.02385123,0.022085,1.139789,0.173387,-0.98357500,-0.16454500,0.06678275,-0.03232777,26149
0.237127,-0.675229,-0.172920,0.93048410,0.15943210,-0.32923390,0.01964215,0.016942,1.139261,0.173705,-0.98305540,-0.16574060,0.06955059,-0.03598359,28213
0.236187,-0.675678,-0.173259,0.93045520,0.15914730,-0.32930030,0.02205849,0.018103,1.139647,0.173824,-0.98297840,-0.16636730,0.06955951,-0.03516862,30262
0.239819,-0.674940,-0.169250,0.93241520,0.16186970,-0.32276490,0.01493066,0.012206,1.139413,0.174315,-0.98233500,-0.16623570,0.07570908,-0.04064367,32095
0.242237,-0.674919,-0.169588,0.93222090,0.15936710,-0.32469390,0.01183981,0.011281,1.139951,0.172262,-0.98244890,-0.16550280,0.07437442,-0.04326167,34575
0.242229,-0.675245,-0.168830,0.93308070,0.16049180,-0.32165090,0.01197477,0.011273,1.140089,0.172373,-0.98242840,-0.16538560,0.07519218,-0.04275759,36191
0.240393,-0.675776,-0.168808,0.93133130,0.16264260,-0.32551550,0.01445734,0.010180,1.138776,0.174127,-0.98219030,-0.16717780,0.07384819,-0.04359427,38238
0.238210,-0.676694,-0.169815,0.92930430,0.16521500,-0.32971100,0.01970096,0.014782,1.139060,0.175261,-0.98276380,-0.16763570,0.06738556,-0.03915352,40306
0.244338,-0.673915,-0.168394,0.93230570,0.16114150,-0.32372920,0.00623975,0.008390,1.140490,0.171918,-0.98267340,-0.16353010,0.07306511,-0.04767061,42135
0.239760,-0.676914,-0.167538,0.92922350,0.16514510,-0.33003210,0.01869758,0.011245,1.137360,0.175636,-0.98193810,-0.17050510,0.07167421,-0.03985736,44183
0.241488,-0.676565,-0.168649,0.93073960,0.16480210,-0.32602520,0.01648401,0.010669,1.137656,0.173653,-0.98168060,-0.17155370,0.07182851,-0.04139229,46648
0.242852,-0.676643,-0.167325,0.93600690,0.16416910,-0.31107750,0.01305319,0.006251,1.138370,0.172574,-0.98055320,-0.16913880,0.08877322,-0.04502157,48497
0.242082,-0.677848,-0.166509,0.93489890,0.16906920,-0.31174280,0.01401090,0.006015,1.136546,0.174505,-0.97992060,-0.17329650,0.08706629,-0.04629652,50112
0.242093,-0.676829,-0.166989,0.93551190,0.16566740,-0.31170870,0.01448024,0.007164,1.137320,0.173821,-0.98050340,-0.17041700,0.08725087,-0.04425613,52115
0.242347,-0.676849,-0.167278,0.93489160,0.16514710,-0.31376710,0.01595273,0.007855,1.137248,0.173929,-0.98084430,-0.16996670,0.08476898,-0.04324280,54109
0.225545,-0.678393,-0.185170,0.92174350,0.15926650,-0.35172570,0.03622524,0.040386,1.135852,0.173464,-0.98406730,-0.17123330,0.04408336,-0.01864289,56107
0.226686,-0.677804,-0.185540,0.92403590,0.15651200,-0.34677220,0.03755932,0.039925,1.136261,0.172583,-0.98411380,-0.16932170,0.05007840,-0.01850429,58107
0.226057,-0.676447,-0.187286,0.92687930,0.14981620,-0.34203640,0.03822167,0.041013,1.138093,0.171231,-0.98475610,-0.16362600,0.05671790,-0.01628524,60152
0.226202,-0.676300,-0.187802,0.92596370,0.14942220,-0.34492340,0.03594615,0.040967,1.138044,0.170446,-0.98496560,-0.16333310,0.05370790,-0.01675663,62184
0.227609,-0.677783,-0.189535,0.92550030,0.15131610,-0.34475390,0.04120099,0.041932,1.136460,0.169114,-0.98442610,-0.16680110,0.05395325,-0.01310404,64234
0.227900,-0.677480,-0.189695,0.92853960,0.14320130,-0.33991220,0.04203979,0.040301,1.139870,0.167887,-0.98563190,-0.15675150,0.06204172,-0.01046333,66248
0.231546,-0.676354,-0.191456,0.92965210,0.14360270,-0.33763050,0.03362962,0.038868,1.139679,0.163768,-0.98594610,-0.15419400,0.06229778,-0.01592568,68148
0.227406,-0.676513,-0.190704,0.92824670,0.14014890,-0.34223630,0.03988449,0.042952,1.138990,0.166882,-0.98605950,-0.15599560,0.05694764,-0.01044621,70194
0.224638,-0.682436,-0.193051,0.92295180,0.16591500,-0.34452550,0.04397988,0.046488,1.130755,0.170453,-0.98233750,-0.17944240,0.05119077,-0.01390050,72242
0.227715,-0.679707,-0.191817,0.92603400,0.15615890,-0.34152770,0.03787303,0.041603,1.134680,0.167594,-0.98384740,-0.16917610,0.05594893,-0.01713019,74291
0.224815,-0.678995,-0.197618,0.92655020,0.14863370,-0.34241800,0.04650473,0.049258,1.136051,0.165403,-0.98450060,-0.16610020,0.05590764,-0.00662475,76124
0.225796,-0.678419,-0.195090,0.92778220,0.15098280,-0.33890520,0.03959419,0.045787,1.136494,0.166327,-0.98423790,-0.16602740,0.05939231,-0.01353762,78172
0.228472,-0.677496,-0.194862,0.92943760,0.14848320,-0.33555110,0.03878172,0.042938,1.137405,0.163593,-0.98471550,-0.16166180,0.06345814,-0.01319371,80434
0.228202,-0.677929,-0.193012,0.92853190,0.14927160,-0.33767660,0.03900057,0.042298,1.136868,0.165475,-0.98451690,-0.16382650,0.06072663,-0.01413128,82284
0.222197,-0.677859,-0.197074,0.92519100,0.14856140,-0.34607150,0.04675128,0.050186,1.136816,0.167937,-0.98473280,-0.16560680,0.05310971,-0.00742139,84332
0.225561,-0.678162,-0.196821,0.92687040,0.14627020,-0.34257460,0.04646460,0.048365,1.137068,0.164575,-0.98498270,-0.16358440,0.05502176,-0.00468139,86163
0.218074,-0.677827,-0.202107,0.92245220,0.13971370,-0.35471130,0.06117213,0.060975,1.137058,0.166678,-0.98534150,-0.16445760,0.04416511,0.01026844,88211
0.215063,-0.675034,-0.199741,0.92317930,0.12143810,-0.35913030,0.06339046,0.063837,1.141835,0.168694,-0.98778210,-0.14921660,0.04083192,0.01880839,90260
0.795788,-0.638523,-0.483873,0.98752710,-0.02192313,0.14336400,-0.06129030,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.00000000,92324
