0.011628,-0.018236,0.022596,4665
0.010243,-0.014403,0.023177,4687
0.010310,-0.014472,0.023227,4716
0.010523,-0.014781,0.023447,4750
0.010255,-0.014537,0.023517,4781
0.011574,-0.018195,0.022570,4811
0.011575,-0.018150,0.022445,4840
0.011662,-0.018099,0.022323,4874
0.011646,-0.018187,0.022531,4905
0.010490,-0.014642,0.023439,4936
0.010553,-0.014571,0.023392,4965
0.010686,-0.014441,0.023280,4998
0.010709,-0.014536,0.023482,5029
0.010824,-0.014609,0.023697,5060
0.010883,-0.014703,0.023791,5094
0.010729,-0.014742,0.023695,5122
0.010663,-0.014805,0.023760,5154
0.010730,-0.014799,0.023797,5185
0.010633,-0.015047,0.023878,5219
0.010739,-0.014979,0.023925,5248
0.010769,-0.015100,0.024084,5279
0.010648,-0.015050,0.024028,5310
0.010384,-0.014902,0.024029,5345
0.010350,-0.014758,0.023874,5372
0.011847,-0.018191,0.022689,5403
0.011910,-0.017921,0.022479,5434
0.010693,-0.014320,0.023025,5467
0.010733,-0.014432,0.023225,5497
0.010634,-0.014752,0.023552,5528
0.010245,-0.014796,0.023738,5559
0.011237,-0.018598,0.023078,5593
0.009566,-0.014837,0.024047,5621
0.009450,-0.014943,0.024303,5653
0.009397,-0.015072,0.024859,5689
0.009467,-0.015148,0.024964,5718
0.009617,-0.015187,0.025185,5747
0.011413,-0.018879,0.024483,5778
0.010577,-0.015298,0.025225,5809
0.012790,-0.019108,0.024750,5843
0.012099,-0.015252,0.025503,5871
0.012736,-0.014943,0.025502,5907
0.013699,-0.014704,0.025195,5938
0.014478,-0.014323,0.025036,5967
0.015941,-0.014321,0.025030,6000
0.017620,-0.014248,0.024898,6031
0.019510,-0.014045,0.024984,6062
0.022512,-0.017955,0.024351,6091
0.023141,-0.014312,0.025431,6124
0.026376,-0.018054,0.024768,6155
0.026649,-0.014122,0.025582,6186
0.028404,-0.014125,0.025596,6220
0.029664,-0.013855,0.025580,6248
0.031075,-0.013735,0.025398,6280
0.032227,-0.013526,0.025304,6311
0.034155,-0.013312,0.025270,6344
0.035419,-0.013309,0.025286,6374
0.037073,-0.012983,0.025241,6405
0.039162,-0.012941,0.025229,6436
0.040833,-0.012539,0.025137,6465
0.043242,-0.012308,0.024911,6498
0.045970,-0.011838,0.024706,6531
0.048881,-0.011747,0.024709,6561
0.051009,-0.011651,0.024657,6590
0.053805,-0.011587,0.024629,6623
0.056744,-0.011662,0.024618,6654
0.058971,-0.011738,0.024577,6685
0.062203,-0.013119,0.024598,6719
0.064808,-0.013211,0.024568,6750
0.066612,-0.011805,0.024562,6781
0.068965,-0.011614,0.024441,6812
0.071433,-0.013174,0.024401,6841
0.072979,-0.011682,0.024316,6875
0.075103,-0.011826,0.024053,6906
0.077954,-0.013063,0.023624,6938
0.079664,-0.012833,0.023434,6966
0.081823,-0.013230,0.023246,7001
0.083452,-0.013359,0.023190,7031
0.084215,-0.012454,0.023097,7061
0.085871,-0.013723,0.022981,7090
0.086982,-0.013799,0.022824,7124
0.088219,-0.013930,0.022819,7155
0.088782,-0.012984,0.022738,7186
0.089577,-0.012985,0.022738,7215
0.091231,-0.014308,0.022765,7249
0.091864,-0.013368,0.022816,7281
0.093605,-0.014638,0.023147,7312
0.093965,-0.014376,0.023394,7340
0.093844,-0.013024,0.023382,7373
0.094993,-0.014189,0.023597,7404
0.094670,-0.012970,0.023840,7435
0.095481,-0.013461,0.023960,7468
0.095133,-0.011781,0.024069,7498
0.095676,-0.011069,0.024144,7529
0.096237,-0.010480,0.024182,7560
0.097259,-0.010340,0.024030,7594
0.097060,-0.007827,0.023771,7623
0.097613,-0.006743,0.023735,7654
0.098890,-0.006764,0.023590,7686
0.099300,-0.004026,0.023287,7716
0.100729,-0.002578,0.022664,7749
0.101934,-0.001257,0.022142,7780
0.103881,-0.001584,0.021932,7811
0.104956,-0.001030,0.022095,7841
0.106375,-0.000723,0.022208,7874
0.107115,-0.000226,0.022297,7905
0.107535,0.000296,0.022307,7936
0.107857,0.000767,0.022486,7966
