# hl_pos_x,hl_pos_y,hl_pos_z,hl_rot_w,hl_rot_x,hl_rot_y,hl_rot_z,rb_pos_x,rb_pos_y,rb_pos_z,rb_rot_w,rb_rot_x,rb_rot_y,rb_rot_z,timestamp
0.558938,-1.691288,-1.028284,0.08879805,-0.00207360,0.99226620,-0.08670942,0.093954,0.762216,0.605308,0.99569930,0.09131698,-0.01316503,0.00840614,2165
0.454507,-1.069386,-0.703847,0.10145230,0.05461466,0.96884380,-0.21924040,0.073404,1.320100,0.314343,0.97204760,0.23247710,0.00458024,-0.03251053,4192
0.398080,-1.105727,-0.505095,0.11761510,0.05112996,0.98319730,-0.12990560,0.069856,1.336672,0.069018,0.98936670,0.14016520,0.01443044,-0.03604332,6057
0.348851,-1.125471,-0.464022,0.00816236,-0.06039096,0.98697350,-0.14889540,0.004115,1.313224,0.012874,0.98209060,0.14681250,-0.09323393,0.07246883,8058
0.312655,-1.108553,-0.483355,-0.01300849,-0.06026255,0.98598310,-0.15503700,-0.036395,1.327472,0.017845,0.97926650,0.15179230,-0.11156230,0.07449829,10054
0.349787,-1.104166,-0.492304,-0.00656346,-0.03807436,0.98851540,-0.14609790,-0.000986,1.334589,0.044539,0.98166210,0.14911240,-0.10666490,0.05222692,12292
0.350996,-1.103936,-0.495974,0.00117027,-0.04570491,0.98795550,-0.14782980,-0.001702,1.334987,0.047680,0.98233750,0.14769760,-0.09800613,0.05994486,14068
0.335290,-1.104167,-0.486423,-0.03077544,-0.05932435,0.98734970,-0.14378500,-0.018517,1.334393,0.032664,0.97867130,0.14177870,-0.12973940,0.07258909,16334
0.345971,-1.103604,-0.483871,-0.02695242,-0.04766446,0.98810200,-0.14372260,-0.006586,1.334879,0.032679,0.97937410,0.14571810,-0.12577700,0.06142361,18165
0.366500,-1.102862,-0.481306,-0.00486449,-0.03441602,0.98892530,-0.14428640,0.017982,1.336375,0.035401,0.98274750,0.14589520,-0.10326630,0.04751837,20214
0.355042,-1.103105,-0.477818,-0.02140914,-0.04349158,0.98858890,-0.14262650,0.004499,1.335761,0.028734,0.98042630,0.14444180,-0.12101730,0.05705882,22281
0.363125,-1.102947,-0.479268,-0.00923003,-0.03864531,0.98912600,-0.14160250,0.013879,1.336323,0.033465,0.98233850,0.14363270,-0.10854250,0.05098466,24095
0.361826,-1.102995,-0.477115,-0.01221934,-0.03823842,0.98921110,-0.14088950,0.013462,1.336130,0.031140,0.98194350,0.14452410,-0.11084140,0.05112702,26093
0.357618,-1.103235,-0.476104,-0.02253744,-0.04214654,0.98859130,-0.14283890,0.007577,1.335584,0.027436,0.98058690,0.14396910,-0.12112220,0.05524386,28089
0.366164,-1.102387,-0.478498,-0.00739728,-0.03451838,0.98954240,-0.13985600,0.017121,1.336759,0.032859,0.98253320,0.14473150,-0.10671350,0.04789362,30105
0.366993,-1.104518,-0.484681,-0.00704140,-0.03480178,0.98783220,-0.15141590,0.016959,1.333766,0.039867,0.98155240,0.15184390,-0.10516170,0.04939102,32104
0.346490,-1.105282,-0.481514,-0.02649458,-0.05362849,0.98684440,-0.15020050,-0.006757,1.332547,0.030785,0.97850080,0.14981160,-0.12434890,0.06804451,34121
0.352732,-1.104270,-0.480192,-0.02400045,-0.04771385,0.98750610,-0.14825390,-0.000063,1.333555,0.030833,0.97904340,0.14951460,-0.12322770,0.06272353,36117
0.368878,-1.104596,-0.481437,-0.01028931,-0.03294845,0.98813890,-0.14963320,0.017597,1.334826,0.035417,0.98140440,0.14924540,-0.11080270,0.04789708,40104
0.367908,-1.103848,-0.480087,-0.01178261,-0.03362701,0.98848910,-0.14703660,0.039635,1.323546,0.052988,0.98288170,0.17196990,-0.06585781,0.00573698,42105
0.379973,-1.113679,-0.480647,0.03772162,0.01434458,0.98609420,-0.16121280,0.076007,1.383145,0.079046,0.98278830,0.18459170,0.00080727,-0.00724489,44105
0.423742,-1.052331,-0.529697,0.10451340,0.02394278,0.97899360,-0.17342240,0.174414,0.770521,0.608879,0.99533140,0.09413675,0.02066936,0.00513920,46106
0.636592,-1.688850,-1.010867,0.11838950,0.00868890,0.98877050,-0.09078252,0.173065,0.762643,0.606552,0.99582880,0.08910343,0.01886092,0.00547683,48106
0.634447,-1.691422,-1.010647,0.12034070,0.00017092,0.98912530,-0.08455400,0.173204,0.762767,0.606558,0.99576140,0.08987276,0.01884220,0.00520891,50107
0.635288,-1.691612,-1.010803,0.11990700,0.00037343,0.98908440,-0.08564109,0.173184,0.762792,0.606564,0.99576840,0.08979259,0.01882582,0.00533046,52107
