# hl_pos_x,hl_pos_y,hl_pos_z,hl_rot_w,hl_rot_x,hl_rot_y,hl_rot_z,rb_pos_x,rb_pos_y,rb_pos_z,rb_rot_w,rb_rot_x,rb_rot_y,rb_rot_z,timestamp
0.460617,-0.624977,-0.395195,0.98010190,-0.00233231,0.17703250,-0.08974519,-0.031227,1.200493,-0.147129,-0.04044991,0.94519400,0.27800420,-0.16639070,2208
0.414508,-0.623202,-0.381511,0.98791610,-0.00022255,0.15070260,-0.03620083,0.000000,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0.00000000,4273
0.139166,-0.646396,-0.208117,0.95148490,0.18865190,-0.24225400,0.02000020,0.098180,1.166753,0.221157,-0.96624120,-0.19078790,0.16566100,-0.05034407,6086
0.140849,-0.651245,-0.222058,0.95488810,0.19295510,-0.22406480,0.02742237,0.108180,1.159731,0.208981,-0.96369140,-0.19724480,0.17416250,-0.04539657,8151
0.138930,-0.653126,-0.217182,0.95247160,0.20397130,-0.22543450,0.01930819,0.104879,1.155998,0.215103,-0.96160380,-0.20638330,0.17221520,-0.05537130,10202
0.142742,-0.651581,-0.216813,0.95476370,0.20114110,-0.21854070,0.01444563,0.102261,1.157844,0.211880,-0.96133110,-0.20258390,0.17763300,-0.05699697,12248
0.142245,-0.650956,-0.217205,0.95481970,0.19914260,-0.22019780,0.01321027,0.101818,1.158223,0.212057,-0.96157030,-0.20151660,0.17720260,-0.05807710,14080
0.147179,-0.651220,-0.214626,0.95467710,0.20229910,-0.21818570,0.00785677,0.094925,1.158533,0.208770,-0.96097580,-0.20065270,0.17905250,-0.06484169,16129
0.147088,-0.650600,-0.215372,0.95458110,0.19947780,-0.22116520,0.00833628,0.096420,1.160143,0.207801,-0.96219920,-0.19681620,0.17731600,-0.06320704,18178
0.153923,-0.648748,-0.213747,0.95711180,0.19569170,-0.21362830,0.00215478,0.090029,1.162203,0.203508,-0.96166210,-0.19198710,0.18407600,-0.06680596,20242
0.151900,-0.649905,-0.213334,0.95578610,0.19853950,-0.21689390,0.00346917,0.089991,1.160846,0.204463,-0.96157970,-0.19396540,0.18204400,-0.06783736,22290
0.149409,-0.648766,-0.214869,0.95522080,0.19456550,-0.22289170,0.00409536,0.093475,1.161689,0.205108,-0.96267340,-0.19313860,0.17774580,-0.06605960,24121
0.146194,-0.648603,-0.216719,0.95433450,0.19416390,-0.22692190,0.00725298,0.097872,1.161872,0.207172,-0.96400210,-0.19221760,0.17276500,-0.06248665,26172
0.146682,-0.650643,-0.214432,0.95354660,0.20114820,-0.22417040,0.00598959,0.096684,1.159867,0.209265,-0.96257110,-0.19882750,0.17220750,-0.06533847,28217
0.155388,-0.649531,-0.212256,0.96425210,0.19314640,-0.18083690,0.01450860,0.094023,1.161554,0.207143,-0.96199150,-0.19389530,0.18140960,-0.06377758,30471
0.144037,-0.652069,-0.215567,0.94951250,0.20717390,-0.23537350,0.01021781,0.100294,1.157229,0.212271,-0.96326050,-0.20554420,0.16086450,-0.06327176,32318
0.148114,-0.651479,-0.214640,0.94962690,0.20613330,-0.23593070,0.00738706,0.097406,1.157695,0.210102,-0.96333270,-0.20378100,0.16138510,-0.06647019,34380
0.148446,-0.650850,-0.214390,0.95015230,0.20549810,-0.23441090,0.00570557,0.095780,1.158302,0.209645,-0.96277020,-0.20403970,0.16346490,-0.06870808,36211
0.141356,-0.652511,-0.216765,0.94802030,0.20592660,-0.24222020,0.01345466,0.103429,1.157355,0.213081,-0.96446740,-0.20575210,0.15446230,-0.06008491,38260
0.140824,-0.652591,-0.216522,0.94785190,0.20888980,-0.24034880,0.01320263,0.104300,1.156360,0.214413,-0.96343370,-0.20871780,0.15635530,-0.06152458,40125
0.147305,-0.651339,-0.212908,0.94898780,0.20983720,-0.23527310,0.00608591,0.095935,1.156523,0.212650,-0.96234260,-0.20722420,0.16185250,-0.06898239,42126
0.140072,-0.652227,-0.217611,0.94733640,0.20802530,-0.24298020,0.01548800,0.106616,1.156260,0.215318,-0.96429540,-0.20775070,0.15340810,-0.05865132,44138
0.145698,-0.649592,-0.217792,0.95053450,0.20246530,-0.23536700,0.00971260,0.101402,1.159788,0.209581,-0.96427790,-0.20159210,0.16048830,-0.06142043,46237
0.143508,-0.650174,-0.219779,0.95117850,0.20107440,-0.23400750,0.00830992,0.101492,1.159723,0.208646,-0.96379040,-0.20101710,0.16306110,-0.06411973,48202
0.184807,-0.647701,-0.150068,0.94335690,0.23348460,-0.23504960,-0.01772905,0.042504,1.157117,0.228495,-0.95742180,-0.22461910,0.16062130,-0.08420600,50149
