# hl_pos_x,hl_pos_y,hl_pos_z,hl_rot_w,hl_rot_x,hl_rot_y,hl_rot_z,rb_pos_x,rb_pos_y,rb_pos_z,rb_rot_w,rb_rot_x,rb_rot_y,rb_rot_z,timestamp
0.185878,-0.665278,-0.123757,0.91555860,0.21194870,-0.33818330,0.04962193,0.023204,1.140227,0.248178,0.97253810,0.22490140,-0.05307133,0.02779472,4635
0.166642,-0.669121,-0.131459,0.90317420,0.21202170,-0.36890200,0.05687273,0.045604,1.137161,0.256075,0.97350620,0.22655030,-0.02331939,0.02042291,6684
0.164145,-0.666458,-0.136894,0.90239940,0.20239720,-0.37717900,0.04946350,0.059170,1.140932,0.255321,0.97636680,0.21483910,-0.00752401,0.02226012,8735
0.205342,-0.663654,-0.106525,0.92865520,0.20540290,-0.30834620,0.01821726,-0.016536,1.142799,0.243417,0.97202310,0.20693910,-0.09467724,0.05816850,10886
0.184555,-0.665572,-0.132580,0.91415080,0.20968730,-0.34178190,0.05953729,0.029388,1.139898,0.241668,0.97231480,0.22706340,-0.05210028,0.01821459,12547
0.166921,-0.668629,-0.148525,0.91142920,0.20662420,-0.35055240,0.06096187,0.063110,1.137650,0.245734,0.97410890,0.22269870,-0.03658506,0.01336770,14543
0.189711,-0.674182,-0.148247,0.90687700,0.24055130,-0.34004040,0.06388781,0.039323,1.127313,0.230954,0.96489450,0.25646940,-0.05050766,0.02551661,16541
0.194109,-0.673165,-0.152619,0.90861700,0.23974570,-0.33558500,0.06572651,0.042534,1.127632,0.226844,0.96504730,0.25622280,-0.05045783,0.02208181,18555
0.204038,-0.671943,-0.136899,0.91774060,0.23486180,-0.31602620,0.05214898,0.019315,1.129992,0.228822,0.96573880,0.24673280,-0.07290673,0.03400096,21421
0.224585,-0.670966,-0.117454,0.93057660,0.23668790,-0.27881850,0.01631920,-0.019774,1.132167,0.223832,0.96271940,0.23477720,-0.11463200,0.07007574,22568
0.229237,-0.668056,-0.116586,0.93548390,0.22384360,-0.27326380,0.00953765,-0.023798,1.136993,0.219793,0.96516210,0.22104420,-0.12066840,0.07099789,24569
0.223143,-0.666756,-0.117373,0.93679490,0.21027400,-0.27936620,0.01244267,-0.018210,1.140978,0.221546,0.96913720,0.20767200,-0.11641140,0.06398422,26567
