0.057352,-0.154722,-0.225105,3031
0.057639,-0.155601,-0.222892,4045
0.056800,-0.154390,-0.220185,5045
0.054091,-0.151812,-0.217857,6045
-0.006442,-0.007006,-0.031521,7045
-0.009695,-0.008974,0.018770,8045
-0.008349,-0.011021,0.036711,9045
-0.010933,-0.007907,0.027352,10045
-0.009880,-0.008856,0.031537,11046
0.044786,0.006299,0.035407,12047
0.065069,0.010027,0.026864,13046
0.062250,0.009794,0.008944,14060
0.063083,0.012604,0.020883,15061
0.060832,0.011217,0.014211,16075
0.061123,0.010430,0.023144,17076
0.065105,0.011705,0.003972,18091
0.064387,0.011198,0.065167,19092
0.064156,0.010162,0.009680,20106
0.067063,0.010276,0.079135,21107
0.050053,0.023617,0.032050,22107
0.064815,0.024167,0.026761,23108
0.037566,0.022570,0.020954,24122
-0.036112,0.023961,0.028725,25122
-0.035338,0.021739,0.029390,26139
-0.031245,0.019901,0.026649,27139
-0.044976,0.028794,0.025235,28155
-0.041506,0.005472,0.077471,29156
-0.049573,-0.234148,-0.176680,30156
-0.049420,-0.233669,-0.176937,31156
-0.040073,0.016093,-0.032424,32158
-0.043514,-0.005691,-0.013234,33158
-0.011520,0.015577,-0.010922,34171
-0.085375,0.016608,-0.001861,35172
0.070125,0.009988,-0.009189,36187
0.076141,0.002183,-0.011498,37188
0.066867,-0.009821,-0.009828,38187
0.066395,0.014996,-0.011961,39187
0.049182,0.005481,-0.011490,40201
0.058982,0.017260,0.000101,41202
0.065349,0.011511,0.060989,42202
0.071185,0.004115,0.074364,43202
0.057881,0.023199,-0.005003,44216
0.076819,0.018638,0.015302,45218
0.070662,0.014789,-0.046485,46217
0.050250,0.014047,-0.082980,47218
