0.043205,1.189493,0.268670,-0.97543360,-0.20845960,-0.06727063,-0.02342059,-0.97543360,-0.20845960,-0.06727063,-0.02342059,123
0.041787,1.192195,0.265032,-0.97691910,-0.20395710,-0.05952001,-0.02209442,-0.97691910,-0.20395710,-0.05952001,-0.02209442,224
0.042438,1.192635,0.263036,-0.97712530,-0.20313590,-0.05972405,-0.01987605,-0.97712530,-0.20313590,-0.05972405,-0.01987605,331
0.042216,1.192140,0.262214,-0.97668860,-0.20432830,-0.06257735,-0.02032930,-0.97668860,-0.20432830,-0.06257735,-0.02032930,444
0.040847,1.192147,0.262420,-0.97684300,-0.20323740,-0.06307667,-0.02221921,-0.97684300,-0.20323740,-0.06307667,-0.02221921,551
0.039795,1.191584,0.263084,-0.97638500,-0.20533570,-0.06273122,-0.02396767,-0.97638500,-0.20533570,-0.06273122,-0.02396767,666
0.040612,1.191171,0.263963,-0.97628660,-0.20571540,-0.06350774,-0.02263369,-0.97628660,-0.20571540,-0.06350774,-0.02263369,772
0.042152,1.190495,0.264754,-0.97629980,-0.20560550,-0.06427810,-0.02081522,-0.97629980,-0.20560550,-0.06427810,-0.02081522,879
0.043538,1.189460,0.265341,-0.97567510,-0.20826010,-0.06547383,-0.01997557,-0.97567510,-0.20826010,-0.06547383,-0.01997557,994
0.044391,1.189501,0.265208,-0.97580770,-0.20767740,-0.06512717,-0.02068874,-0.97580770,-0.20767740,-0.06512717,-0.02068874,1101
0.045235,1.189122,0.265307,-0.97564200,-0.20886920,-0.06392238,-0.02025636,-0.97564200,-0.20886920,-0.06392238,-0.02025636,1207
0.046804,1.188939,0.265544,-0.97550870,-0.20913790,-0.06538311,-0.01920949,-0.97550870,-0.20913790,-0.06538311,-0.01920949,1320
0.047669,1.189122,0.265481,-0.97558590,-0.20832900,-0.06701192,-0.01845397,-0.97558590,-0.20832900,-0.06701192,-0.01845397,1427
0.048574,1.189578,0.265028,-0.97575220,-0.20723850,-0.06799721,-0.01833952,-0.97575220,-0.20723850,-0.06799721,-0.01833952,1534
0.048472,1.189550,0.264289,-0.97577390,-0.20812010,-0.06493323,-0.01830571,-0.97577390,-0.20812010,-0.06493323,-0.01830571,1647
0.048259,1.190667,0.263245,-0.97643290,-0.20600400,-0.06209332,-0.01690329,-0.97643290,-0.20600400,-0.06209332,-0.01690329,1754
0.048321,1.191251,0.262991,-0.97695680,-0.20354220,-0.06207849,-0.01649968,-0.97695680,-0.20354220,-0.06207849,-0.01649968,1869
0.047306,1.190710,0.263503,-0.97641960,-0.20601240,-0.06187084,-0.01832513,-0.97641960,-0.20601240,-0.06187084,-0.01832513,1976
0.045334,1.190226,0.263812,-0.97622100,-0.20713420,-0.06025590,-0.02138470,-0.97622100,-0.20713420,-0.06025590,-0.02138470,2096
0.043917,1.190172,0.263682,-0.97641120,-0.20646810,-0.05866848,-0.02345587,-0.97641120,-0.20646810,-0.05866848,-0.02345587,2197
0.042913,1.189930,0.262988,-0.97629260,-0.20732510,-0.05704239,-0.02480572,-0.97629260,-0.20732510,-0.05704239,-0.02480572,2311
0.042430,1.190531,0.261483,-0.97692170,-0.20496660,-0.05496557,-0.02432266,-0.97692170,-0.20496660,-0.05496557,-0.02432266,2419
0.042521,1.191383,0.259795,-0.97724950,-0.20355090,-0.05440417,-0.02430278,-0.97724950,-0.20355090,-0.05440417,-0.02430278,2531
0.043652,1.191712,0.258936,-0.97746240,-0.20204670,-0.05656026,-0.02335254,-0.97746240,-0.20204670,-0.05656026,-0.02335254,2638
0.044185,1.191303,0.259137,-0.97728650,-0.20267600,-0.05751805,-0.02292000,-0.97728650,-0.20267600,-0.05751805,-0.02292000,2747
0.044297,1.191021,0.259732,-0.97711470,-0.20334530,-0.05774364,-0.02373268,-0.97711470,-0.20334530,-0.05774364,-0.02373268,2853
0.044770,1.191376,0.260708,-0.97691700,-0.20395790,-0.05865948,-0.02435842,-0.97691700,-0.20395790,-0.05865948,-0.02435842,2966
0.045210,1.191400,0.261753,-0.97714800,-0.20308980,-0.05804843,-0.02380542,-0.97714800,-0.20308980,-0.05804843,-0.02380542,3073
0.045685,1.190928,0.262001,-0.97697940,-0.20392300,-0.05809500,-0.02349014,-0.97697940,-0.20392300,-0.05809500,-0.02349014,3185
0.047314,1.190680,0.261426,-0.97662050,-0.20508790,-0.06025121,-0.02282885,-0.97662050,-0.20508790,-0.06025121,-0.02282885,3294
0.048424,1.190410,0.260910,-0.97666760,-0.20431850,-0.06221610,-0.02243958,-0.97666760,-0.20431850,-0.06221610,-0.02243958,3400
0.049483,1.190412,0.260518,-0.97641130,-0.20504580,-0.06375915,-0.02262977,-0.97641130,-0.20504580,-0.06375915,-0.02262977,3514
0.051348,1.190464,0.260548,-0.97639930,-0.20364660,-0.06858690,-0.02163928,-0.97639930,-0.20364660,-0.06858690,-0.02163928,3620
0.053337,1.190167,0.260333,-0.97594050,-0.20426490,-0.07324501,-0.02123947,-0.97594050,-0.20426490,-0.07324501,-0.02123947,3733
