# hl_pos_x,hl_pos_y,hl_pos_z,hl_rot_w,hl_rot_x,hl_rot_y,hl_rot_z,rb_pos_x,rb_pos_y,rb_pos_z,rb_rot_w,rb_rot_x,rb_rot_y,rb_rot_z,timestamp
0.362629,-0.690047,-0.262209,0.92144310,0.13014400,-0.36606640,-0.00079716,0.002600,1.125679,0.019860,-0.98907700,-0.13877090,0.02653460,-0.04201557,2046
0.291966,-0.671290,-0.202188,0.91446110,0.14259920,-0.37808050,0.02194566,0.007722,1.140383,0.112223,-0.98651060,-0.15993440,0.01880602,-0.02939874,4043
0.292355,-0.671053,-0.216642,0.91040820,0.13614420,-0.39065310,0.00344865,0.006058,1.148599,0.098477,-0.98984070,-0.13064120,0.03608125,-0.04297021,6058
0.294127,-0.674394,-0.224395,0.91926540,0.14994050,-0.36299800,0.02648622,0.023940,1.139468,0.096647,-0.98599790,-0.16118620,0.03479839,-0.02482415,8077
0.293587,-0.673896,-0.223395,0.91741940,0.14972530,-0.36780380,0.02538173,0.025222,1.139618,0.097735,-0.98625080,-0.16053960,0.02932361,-0.02601202,10074
0.296930,-0.673253,-0.221141,0.92123960,0.15045260,-0.35827850,0.01783692,0.018229,1.140849,0.096934,-0.98595110,-0.15819580,0.04080767,-0.03477504,12088
0.292971,-0.673399,-0.223944,0.91610230,0.14975160,-0.37134640,0.02080620,0.023716,1.141493,0.097036,-0.98699950,-0.15528680,0.02745722,-0.03105189,14109
0.289896,-0.670554,-0.227322,0.91641430,0.13594080,-0.37580060,0.02188602,0.029422,1.145024,0.096335,-0.98874740,-0.14551960,0.02206297,-0.02676078,16085
0.294721,-0.671522,-0.223386,0.92029830,0.14122460,-0.36465680,0.01149027,0.020890,1.144081,0.095626,-0.98797430,-0.14680950,0.03264385,-0.03589072,18082
0.443096,-0.631727,-0.243538,0.97593280,-0.10388280,0.14403980,-0.12655510,-0.109328,1.203545,-0.021642,0.01117198,0.95604940,0.20076500,-0.21339650,20079
0.496892,-0.649216,-0.263404,0.95195100,-0.10315050,0.18803450,-0.21861460,-0.123751,1.178719,-0.150283,-0.80293740,0.16080820,0.55163450,-0.15852940,22098
0.519489,-0.646320,-0.262372,0.96708200,-0.07552998,0.16853140,-0.17505660,-0.138785,1.178674,-0.152203,-0.81558060,0.12035860,0.54796280,-0.14170020,24126
