0.280657,0.765349,0.585979,-0.99643390,-0.05080105,-0.06725776,0.00391532,-0.99643390,-0.05080105,-0.06725776,0.00391532,44
0.280627,0.765402,0.585947,-0.99639310,-0.05164805,-0.06722636,0.00372424,-0.99639310,-0.05164805,-0.06722636,0.00372424,67
0.280641,0.765376,0.585997,-0.99643720,-0.05072629,-0.06726529,0.00391024,-0.99643720,-0.05072629,-0.06726529,0.00391024,99
0.280651,0.765386,0.585954,-0.99639680,-0.05150856,-0.06726132,0.00401108,-0.99639680,-0.05150856,-0.06726132,0.00401108,132
0.280656,0.765385,0.585955,-0.99640460,-0.05137121,-0.06725793,0.00391972,-0.99640460,-0.05137121,-0.06725793,0.00391972,162
0.280659,0.765376,0.585955,-0.99640590,-0.05144495,-0.06718490,0.00385268,-0.99640590,-0.05144495,-0.06718490,0.00385268,195
0.280637,0.765390,0.585969,-0.99640880,-0.05129539,-0.06725334,0.00394127,-0.99640880,-0.05129539,-0.06725334,0.00394127,227
0.280647,0.765356,0.585963,-0.99641160,-0.05126944,-0.06723198,0.00391589,-0.99641160,-0.05126944,-0.06723198,0.00391589,256
0.280640,0.765377,0.585937,-0.99641030,-0.05137124,-0.06718184,0.00378719,-0.99641030,-0.05137124,-0.06718184,0.00378719,285
0.280652,0.765381,0.585983,-0.99640370,-0.05136215,-0.06727304,0.00399303,-0.99640370,-0.05136215,-0.06727304,0.00399303,319
0.280648,0.765404,0.585959,-0.99641170,-0.05135952,-0.06716459,0.00385325,-0.99641170,-0.05135952,-0.06716459,0.00385325,350
0.280679,0.765353,0.585991,-0.99644290,-0.05055459,-0.06730665,0.00394598,-0.99644290,-0.05055459,-0.06730665,0.00394598,379
0.280646,0.765395,0.585954,-0.99640510,-0.05142892,-0.06720514,0.00391261,-0.99640510,-0.05142892,-0.06720514,0.00391261,413
0.280610,0.765446,0.585978,-0.99639790,-0.05161314,-0.06718696,0.00366670,-0.99639790,-0.05161314,-0.06718696,0.00366670,442
0.280658,0.765326,0.585977,-0.99643830,-0.05062893,-0.06731537,0.00402344,-0.99643830,-0.05062893,-0.06731537,0.00402344,473
0.280614,0.765451,0.585958,-0.99639120,-0.05177829,-0.06715485,0.00372169,-0.99639120,-0.05177829,-0.06715485,0.00372169,507
0.280659,0.765385,0.586011,-0.99643310,-0.05083055,-0.06724795,0.00389724,-0.99643310,-0.05083055,-0.06724795,0.00389724,537
0.280656,0.765399,0.585944,-0.99640320,-0.05144924,-0.06721627,0.00396226,-0.99640320,-0.05144924,-0.06721627,0.00396226,570
0.280665,0.765367,0.586004,-0.99643360,-0.05069394,-0.06733201,0.00406985,-0.99643360,-0.05069394,-0.06733201,0.00406985,601
0.280612,0.765455,0.585959,-0.99639570,-0.05166082,-0.06717762,0.00374016,-0.99639570,-0.05166082,-0.06717762,0.00374016,631
0.280648,0.765379,0.586003,-0.99642920,-0.05084779,-0.06729098,0.00392193,-0.99642920,-0.05084779,-0.06729098,0.00392193,665
0.280641,0.765371,0.585926,-0.99640020,-0.05148475,-0.06723405,0.00395475,-0.99640020,-0.05148475,-0.06723405,0.00395475,694
0.280606,0.765460,0.586026,-0.99642570,-0.05093881,-0.06727906,0.00382345,-0.99642570,-0.05093881,-0.06727906,0.00382345,725
0.280676,0.765345,0.585941,-0.99640300,-0.05139963,-0.06725468,0.00397822,-0.99640300,-0.05139963,-0.06725468,0.00397822,754
0.280627,0.765417,0.585957,-0.99639420,-0.05154518,-0.06728872,0.00376981,-0.99639420,-0.05154518,-0.06728872,0.00376981,788
0.280659,0.765371,0.586001,-0.99642860,-0.05076126,-0.06735838,0.00403069,-0.99642860,-0.05076126,-0.06735838,0.00403069,817
0.280624,0.765425,0.585958,-0.99639900,-0.05157812,-0.06719330,0.00371507,-0.99639900,-0.05157812,-0.06719330,0.00371507,853
0.280648,0.765374,0.586005,-0.99643080,-0.05075410,-0.06733236,0.00402234,-0.99643080,-0.05075410,-0.06733236,0.00402234,882
0.280646,0.765371,0.585920,-0.99640390,-0.05145967,-0.06719922,0.00392149,-0.99640390,-0.05145967,-0.06719922,0.00392149,911
0.280664,0.765352,0.585988,-0.99643140,-0.05077871,-0.06730957,0.00396135,-0.99643140,-0.05077871,-0.06730957,0.00396135,945
0.280658,0.765377,0.585941,-0.99640710,-0.05139452,-0.06720144,0.00394934,-0.99640710,-0.05139452,-0.06720144,0.00394934,976
0.280648,0.765382,0.585987,-0.99642740,-0.05087013,-0.06729562,0.00400386,-0.99642740,-0.05087013,-0.06729562,0.00400386,1005
0.280686,0.765325,0.585915,-0.99640570,-0.05136788,-0.06723788,0.00403622,-0.99640570,-0.05136788,-0.06723788,0.00403622,1039
0.280639,0.765420,0.585949,-0.99640290,-0.05148949,-0.06719416,0.00388218,-0.99640290,-0.05148949,-0.06719416,0.00388218,1068
0.280674,0.765335,0.585947,-0.99640840,-0.05128684,-0.06726170,0.00400103,-0.99640840,-0.05128684,-0.06726170,0.00400103,1099
0.280645,0.765376,0.585913,-0.99639950,-0.05150437,-0.06723386,0.00387757,-0.99639950,-0.05150437,-0.06723386,0.00387757,1133
