# hl_pos_x,hl_pos_y,hl_pos_z,hl_rot_w,hl_rot_x,hl_rot_y,hl_rot_z,rb_pos_x,rb_pos_y,rb_pos_z,rb_rot_w,rb_rot_x,rb_rot_y,rb_rot_z,timestamp
0.286326,-0.635592,-0.171792,0.90978240,0.19651370,-0.36230610,0.04911957,-0.011654,1.173345,0.141055,0.97694630,0.20989910,-0.03142071,0.02304444,2046
0.285934,-0.632658,-0.179638,0.91112480,0.19619920,-0.35924850,0.04793638,-0.005502,1.173933,0.138107,0.97664620,0.21101230,-0.03351010,0.02265339,4061
0.280830,-0.634630,-0.171671,0.91254340,0.19832510,-0.35540530,0.04023432,-0.009966,1.173233,0.145517,0.97657560,0.20878120,-0.04042248,0.03281235,6058
0.283259,-0.631514,-0.176596,0.91849570,0.18913710,-0.34545700,0.03538925,-0.006705,1.177210,0.141379,0.97819570,0.19991140,-0.04657705,0.03161154,8056
0.285730,-0.633763,-0.166691,0.92178200,0.19620640,-0.33330630,0.02698179,-0.020098,1.175017,0.144022,0.97635880,0.20257320,-0.06173866,0.04331186,10073
0.286488,-0.634971,-0.164384,0.92158620,0.19897230,-0.33237150,0.02486322,-0.021725,1.173632,0.145330,0.97586210,0.20432670,-0.06190427,0.04595369,12086
0.294987,-0.631579,-0.162844,0.92267480,0.19475000,-0.33239710,0.01599663,-0.029423,1.178042,0.138957,0.97694650,0.19737720,-0.06314446,0.05128900,14101
0.291217,-0.630725,-0.164623,0.92090550,0.19406570,-0.33752940,0.01858599,-0.026375,1.178288,0.140613,0.97742870,0.19625820,-0.05912472,0.05118698,16099
0.292746,-0.631898,-0.163803,0.92070590,0.19643080,-0.33688460,0.01497929,-0.027657,1.177563,0.139878,0.97698130,0.19768340,-0.05906664,0.05422144,18098
0.294305,-0.631115,-0.166567,0.92142520,0.19416720,-0.33603250,0.01889058,-0.025751,1.179050,0.136983,0.97735480,0.19635240,-0.06092460,0.05011582,20096
0.294112,-0.631708,-0.165148,0.92277800,0.19617500,-0.33108890,0.01939793,-0.027153,1.176622,0.139861,0.97650030,0.19978140,-0.06236572,0.05143275,22096
0.288321,-0.633466,-0.165241,0.91861440,0.19840100,-0.34122130,0.01877650,-0.022354,1.175021,0.143676,0.97650280,0.20210930,-0.05265095,0.05312310,24114
0.292541,-0.633366,-0.164687,0.92065610,0.20113660,-0.33399000,0.01967522,-0.027318,1.175586,0.139709,0.97601270,0.20208510,-0.06204334,0.05207325,26124
0.293053,-0.632775,-0.164619,0.92094230,0.19855900,-0.33483190,0.01809112,-0.027188,1.175443,0.140295,0.97624000,0.20086790,-0.06062831,0.05414623,28125
0.290295,-0.632431,-0.167634,0.92209880,0.19403010,-0.33402820,0.02261408,-0.023291,1.177011,0.139908,0.97707710,0.19776130,-0.06245437,0.04806708,30121
0.283243,-0.633487,-0.174647,0.91848700,0.19330630,-0.34369280,0.02982520,-0.011414,1.176005,0.140619,0.97754900,0.20019210,-0.05131912,0.04107953,32120
0.279130,-0.633881,-0.182035,0.92557440,0.18915220,-0.32640880,0.03147520,0.001041,1.177114,0.137840,0.97828430,0.19598350,-0.05915112,0.03242774,34116
0.283395,-0.630791,-0.182757,0.93715450,0.17939050,-0.29716550,0.03540092,-0.008518,1.181211,0.132303,0.97642910,0.18960760,-0.09836416,0.03097968,36150
0.280181,-0.632500,-0.182592,0.92991420,0.18455470,-0.31619640,0.03491455,-0.004530,1.177893,0.136293,0.97687230,0.19513300,-0.08149204,0.03166589,38197
0.291506,-0.628496,-0.179971,0.94073650,0.17170560,-0.29099110,0.02926149,-0.019222,1.183862,0.126899,0.97665080,0.18074500,-0.11097620,0.03418656,40113
0.319707,-0.629950,-0.149400,0.91972820,0.19651580,-0.33974790,0.00727777,-0.055538,1.178890,0.131923,0.97734850,0.19626950,-0.05221871,0.05950920,42129
0.271436,-0.630617,-0.196364,0.90990820,0.17961000,-0.36966310,0.05618203,0.017588,1.180538,0.133481,0.98025100,0.19612880,-0.02287629,0.01087368,45639
0.271906,-0.629345,-0.199212,0.91585810,0.17164000,-0.35828270,0.05811273,0.023278,1.180896,0.132017,0.98065100,0.19280780,-0.03371985,0.00341217,47639
0.276845,-0.629162,-0.195840,0.92073630,0.17404400,-0.34533500,0.05193345,0.013253,1.183991,0.128312,0.98118340,0.18714140,-0.04467412,0.01617194,49946
0.276314,-0.625871,-0.201043,0.92350440,0.16564240,-0.34180300,0.05359948,0.025530,1.188133,0.122146,0.98157430,0.18569140,-0.04486698,0.00419037,52545
0.272650,-0.624491,-0.206410,0.91893830,0.17221180,-0.35269900,0.03871576,0.022001,1.188697,0.123786,0.98197110,0.18232870,-0.04453996,0.02247862,54133
0.278415,-0.620204,-0.213630,0.93427850,0.15844620,-0.31778990,0.03206561,0.017715,1.193844,0.114388,0.98162840,0.17129810,-0.07955348,0.02708894,57131
0.281087,-0.620503,-0.208003,0.93428000,0.16003960,-0.31728730,0.02893289,0.011832,1.193494,0.114719,0.98116080,0.17185400,-0.08350673,0.02857355,59131
