,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,lh_rb_v2,lh_rb_v2,lh_rb_v2,lh_rb_v2,lh_rb_v2,lh_rb_v2,lh_rb_v2,Unlabeled 1878,Unlabeled 1878,Unlabeled 1878,Unlabeled 1919,Unlabeled 1919,Unlabeled 1919,Unlabeled 1920,Unlabeled 1920,Unlabeled 1920,Unlabeled 1923,Unlabeled 1923,Unlabeled 1923,Unlabeled 1924,Unlabeled 1924,Unlabeled 1924,Unlabeled 1925,Unlabeled 1925,Unlabeled 1925,Unlabeled 1933,Unlabeled 1933,Unlabeled 1933,Unlabeled 1935,Unlabeled 1935,Unlabeled 1935,lh_rb_v2:Marker1,lh_rb_v2:Marker1,lh_rb_v2:Marker1,lh_rb_v2:Marker2,lh_rb_v2:Marker2,lh_rb_v2:Marker2,lh_rb_v2:Marker3,lh_rb_v2:Marker3,lh_rb_v2:Marker3,lh_rb_v2:Marker4,lh_rb_v2:Marker4,lh_rb_v2:Marker4
,ID,"89F1026118DC11E97DA3F75ED5E0708A","89F1026118DC11E97DA3F75ED5E0708A","89F1026118DC11E97DA3F75ED5E0708A","89F1026118DC11E97DA3F75ED5E0708A","89F1026118DC11E97DA3F75ED5E0708A","89F1026118DC11E97DA3F75ED5E0708A","89F1026118DC11E97DA3F75ED5E0708A","D9E50","D9E50","D9E50","DA770","DA770","DA770","DA750","DA750","DA750","DA7B0","DA7B0","DA7B0","DA7A0","DA7A0","DA7A0","DA7C0","DA7C0","DA7C0","DA850","DA850","DA850","DA870","DA870","DA870","D9D10","D9D10","D9D10","D9CF0","D9CF0","D9CF0","D9D20","D9D20","D9D20","D9D00","D9D00","D9D00"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
32,0.266667,-0.128864,0.058706,-0.007456,-0.989895,0.059286,1.243868,0.060708,-0.170630,0.674800,0.500967,,,,,,,,,,,,,,,,,,,,,,0.007905,1.261655,0.056801,0.054375,1.234839,0.095066,0.058052,1.277904,0.069605,0.099434,1.250883,0.065911
33,0.275000,-0.128774,0.058649,-0.007418,-0.989910,0.059391,1.243882,0.060674,-0.170630,0.674798,0.500975,,,,,,,,,,,,,,,,,,,,,,0.008005,1.261672,0.056768,0.054485,1.234866,0.095031,0.058159,1.277918,0.069571,0.099547,1.250892,0.065869
34,0.283333,-0.128632,0.058545,-0.007290,-0.989936,0.059496,1.243893,0.060641,-0.170618,0.674804,0.500986,,,,,,,,,,,,,,,,,,,,,,0.008111,1.261697,0.056742,0.054598,1.234890,0.095001,0.058265,1.277933,0.069530,0.099664,1.250889,0.065826
35,0.291667,-0.128624,0.058390,-0.007093,-0.989948,0.059601,1.243908,0.060603,-0.170614,0.674803,0.501006,,,,,,,,,,,,,,,,,,,,,,0.008219,1.261730,0.056721,0.054710,1.234904,0.094968,0.058381,1.277951,0.069493,0.099782,1.250889,0.065771
36,0.300000,-0.128554,0.058360,-0.006901,-0.989960,0.059704,1.243920,0.060569,-0.170589,0.674801,0.501015,,,,,,,,,,,,,,,,,,,,,,0.008321,1.261764,0.056681,0.054817,1.234912,0.094952,0.058499,1.277973,0.069457,0.099895,1.250886,0.065723
37,0.308333,-0.128515,0.058214,-0.006709,-0.989975,0.059811,1.243919,0.060535,-0.170585,0.674788,0.501031,,,,,,,,,,,,,,,,,,,,,,0.008438,1.261786,0.056663,0.054932,1.234900,0.094931,0.058616,1.277979,0.069412,0.100005,1.250874,0.065674
38,0.316667,-0.129036,0.058223,-0.006624,-0.989907,0.059927,1.243927,0.060474,-0.170582,0.674784,0.501054,,,,,,,,,,,,,,,,,,,,,,0.008551,1.261799,0.056631,0.055055,1.234880,0.094840,0.058737,1.277981,0.069382,0.100117,1.250865,0.065637
39,0.325000,-0.128968,0.058281,-0.006631,-0.989913,0.060050,1.243911,0.060429,-0.170582,0.674791,0.501062,,,,,,,,,,,,,,,,,,,,,,0.008683,1.261777,0.056573,0.055172,1.234869,0.094801,0.058862,1.277972,0.069341,0.100230,1.250847,0.065588
40,0.333333,-0.128973,0.058320,-0.006398,-0.989911,0.060171,1.243892,0.060380,-0.170589,0.674798,0.501069,,,,,,,,,,,,,,,,,,,,,,0.008815,1.261786,0.056521,0.055284,1.234852,0.094755,0.059004,1.277939,0.069293,0.100350,1.250819,0.065535
41,0.341667,-0.128954,0.058313,-0.006295,-0.989915,0.060286,1.243874,0.060327,-0.170607,0.674799,0.501067,,,,,,,,,,,,,,,,,,,,,,0.008935,1.261778,0.056472,0.055402,1.234836,0.094700,0.059129,1.277921,0.069237,0.100461,1.250793,0.065484
42,0.350000,-0.128921,0.058390,-0.006328,-0.989914,0.060401,1.243859,0.060265,-0.170622,0.674799,0.501046,,,,,,,,,,,,,,,,,,,,,,0.009049,1.261753,0.056400,0.055511,1.234831,0.094632,0.059253,1.277906,0.069180,0.100561,1.250781,0.065428
43,0.358333,-0.128776,0.058200,-0.006231,-0.989945,0.060504,1.243852,0.060214,-0.170644,0.674797,0.501013,,,,,,,,,,,,,,,,,,,,,,0.009152,1.261759,0.056358,0.055630,1.234830,0.094595,0.059356,1.277907,0.069121,0.100674,1.250767,0.065354
44,0.366667,-0.128702,0.058159,-0.006231,-0.989957,0.060610,1.243858,0.060168,-0.170669,0.674814,0.501014,,,,,,,,,,,,,,,,,,,,,,0.009256,1.261764,0.056309,0.055737,1.234839,0.094558,0.059457,1.277916,0.069075,0.100791,1.250770,0.065298
45,0.375000,-0.128665,0.058052,-0.006210,-0.989968,0.060714,1.243872,0.060118,-0.170709,0.674805,0.501012,,,,,,,,,,,,,,,,,,,,,,0.009359,1.261786,0.056276,0.055847,1.234854,0.094506,0.059557,1.277924,0.069013,0.100908,1.250786,0.065245
46,0.383333,-0.128705,0.058015,-0.006357,-0.989964,0.060822,1.243892,0.060058,-0.170735,0.674820,0.501010,,,,,,,,,,,,,,,,,,,,,,0.009453,1.261795,0.056220,0.055959,1.234868,0.094447,0.059655,1.277937,0.068950,0.101022,1.250823,0.065186
47,0.391667,-0.128959,0.057969,-0.006484,-0.989933,0.060931,1.243918,0.059982,-0.170767,0.674815,0.501005,,,,,,,,,,,,,,,,,,,,,,0.009558,1.261807,0.056165,0.056072,1.234879,0.094354,0.059752,1.277957,0.068885,0.101128,1.250856,0.065121
48,0.400000,-0.129239,0.058001,-0.006654,-0.989893,0.061045,1.243939,0.059878,-0.170802,0.674832,0.501028,,,,,,,,,,,,,,,,,,,,,,0.009670,1.261805,0.056059,0.056185,1.234888,0.094245,0.059857,1.277976,0.068813,0.101234,1.250885,0.065016
49,0.408333,-0.129639,0.058022,-0.006600,-0.989840,0.061152,1.243980,0.059766,-0.170849,0.674841,0.501050,,,,,,,,,,,,,,,,,,,,,,0.009776,1.261848,0.055959,0.056299,1.234905,0.094119,0.059961,1.278019,0.068733,0.101337,1.250908,0.064915
50,0.416667,-0.129798,0.058011,-0.006478,-0.989821,0.061257,1.244031,0.059645,-0.170896,0.674848,0.501071,,,,,,,,,,,,,,,,,,,,,,0.009893,1.261909,0.055858,0.056403,1.234947,0.093983,0.060076,1.278069,0.068614,0.101435,1.250949,0.064805
51,0.425000,-0.129704,0.057895,-0.006434,-0.989840,0.061364,1.244075,0.059526,-0.170945,0.674877,0.501107,,,,,,,,,,,,,,,,,,,,,,0.009999,1.261953,0.055743,0.056513,1.234990,0.093878,0.060198,1.278120,0.068490,0.101539,1.250997,0.064668
52,0.433333,-0.129512,0.057802,-0.006439,-0.989871,0.061481,1.244128,0.059396,-0.171011,0.674897,0.501160,,,,,,,,,,,,,,,,,,,,,,0.010116,1.262003,0.055607,0.056630,1.235054,0.093766,0.060323,1.278177,0.068355,0.101658,1.251057,0.064514
53,0.441667,-0.129251,0.058020,-0.006635,-0.989891,0.061610,1.244190,0.059256,-0.171070,0.674926,0.501213,,,,,,,,,,,,,,,,,,,,,,0.010235,1.262048,0.055421,0.056757,1.235133,0.093634,0.060442,1.278242,0.068203,0.101770,1.251133,0.064387
54,0.450000,-0.129143,0.058160,-0.006763,-0.989896,0.061738,1.244285,0.059121,-0.171120,0.674970,0.501282,,,,,,,,,,,,,,,,,,,,,,0.010356,1.262127,0.055260,0.056878,1.235250,0.093496,0.060550,1.278343,0.068079,0.101910,1.251223,0.064256
55,0.458333,-0.129035,0.058287,-0.006952,-0.989901,0.061886,1.244396,0.058971,-0.171196,0.674994,0.501326,,,,,,,,,,,,,,,,,,,,,,0.010496,1.262226,0.055104,0.057001,1.235362,0.093343,0.060691,1.278436,0.067903,0.102067,1.251366,0.064123
56,0.466667,-0.129126,0.058216,-0.006679,-0.989895,0.062014,1.244513,0.058813,-0.171296,0.674996,0.501406,,,,,,,,,,,,,,,,,,,,,,0.010647,1.262375,0.054973,0.057127,1.235467,0.093179,0.060828,1.278554,0.067735,0.102197,1.251464,0.063966
