Format Version,1.23,Take Name,kb_qpzapos_head_duck_left_on_space,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2019-11-28 06.31.16.349 PM,Total Frames in Take,8328,Total Exported Frames,8328,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
355,2.958333,-0.104647,-0.001135,-0.024301,-0.994212,0.081381,1.260904,0.268656,0.089909,1.122410,0.715093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029065,1.276242,0.269800,0.080868,1.253573,0.303748,0.079438,1.295325,0.275985,0.121514,1.269848,0.268841
356,2.966667,-0.104622,-0.001080,-0.024273,-0.994215,0.081358,1.260882,0.268674,0.089914,1.122435,0.715038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029040,1.276225,0.269815,0.080838,1.253552,0.303767,0.079420,1.295298,0.275999,0.121493,1.269828,0.268864
357,2.975000,-0.104394,-0.000996,-0.024327,-0.994238,0.081334,1.260860,0.268706,0.089933,1.122465,0.714984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029017,1.276202,0.269824,0.080807,1.253543,0.303813,0.079392,1.295276,0.276019,0.121467,1.269814,0.268891
358,2.983333,-0.104676,-0.000926,-0.024336,-0.994208,0.081309,1.260849,0.268709,0.089921,1.122444,0.714959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028991,1.276186,0.269835,0.080781,1.253514,0.303799,0.079366,1.295265,0.276037,0.121437,1.269798,0.268915
359,2.991667,-0.104695,-0.000856,-0.024374,-0.994205,0.081287,1.260833,0.268727,0.089877,1.122395,0.714957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028970,1.276170,0.269849,0.080756,1.253496,0.303813,0.079339,1.295245,0.276051,0.121415,1.269786,0.268944
360,3.000000,-0.104717,-0.000805,-0.024437,-0.994201,0.081275,1.260820,0.268737,0.089830,1.122361,0.714973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028954,1.276154,0.269854,0.080745,1.253478,0.303823,0.079325,1.295229,0.276058,0.121399,1.269781,0.268962
361,3.008333,-0.104523,-0.000791,-0.024473,-0.994221,0.081269,1.260806,0.268758,0.089762,1.122341,0.714992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028949,1.276142,0.269864,0.080733,1.253476,0.303856,0.079314,1.295209,0.276066,0.121396,1.269776,0.268975
362,3.016667,-0.104730,-0.000839,-0.024472,-0.994199,0.081273,1.260801,0.268760,0.089739,1.122299,0.715018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028952,1.276135,0.269883,0.080743,1.253460,0.303847,0.079317,1.295202,0.276081,0.121398,1.269769,0.268984
363,3.025000,-0.104963,-0.000855,-0.024442,-0.994175,0.081279,1.260802,0.268775,0.089736,1.122198,0.715062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028955,1.276128,0.269901,0.080752,1.253451,0.303858,0.079335,1.295210,0.276126,0.121400,1.269760,0.268995
364,3.033333,-0.104913,-0.000877,-0.024494,-0.994179,0.081288,1.260791,0.268786,0.089738,1.122178,0.715113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028960,1.276111,0.269906,0.080762,1.253443,0.303875,0.079340,1.295200,0.276138,0.121409,1.269753,0.268997
365,3.041667,-0.104887,-0.000933,-0.024494,-0.994182,0.081292,1.260786,0.268806,0.089743,1.122137,0.715129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028965,1.276107,0.269934,0.080769,1.253440,0.303894,0.079344,1.295192,0.276153,0.121412,1.269750,0.269015
366,3.050000,-0.104963,-0.000993,-0.024506,-0.994174,0.081292,1.260780,0.268814,0.089757,1.122095,0.715132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028964,1.276098,0.269948,0.080774,1.253429,0.303904,0.079343,1.295188,0.276170,0.121413,1.269744,0.269017
367,3.058333,-0.105042,-0.001028,-0.024511,-0.994165,0.081287,1.260778,0.268826,0.089799,1.122074,0.715125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028958,1.276097,0.269969,0.080774,1.253420,0.303911,0.079339,1.295182,0.276182,0.121408,1.269744,0.269033
368,3.066667,-0.104984,-0.001082,-0.024511,-0.994171,0.081280,1.260772,0.268840,0.089911,1.122076,0.715073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028951,1.276090,0.269985,0.080769,1.253419,0.303928,0.079332,1.295176,0.276194,0.121402,1.269739,0.269037
369,3.075000,-0.104864,-0.001065,-0.024578,-0.994182,0.081271,1.260764,0.268851,0.090021,1.122102,0.714983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028942,1.276087,0.269993,0.080762,1.253419,0.303940,0.079312,1.295152,0.276191,0.121391,1.269745,0.269055
370,3.083333,-0.104907,-0.001067,-0.024544,-0.994179,0.081259,1.260759,0.268860,0.090104,1.122097,0.714922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028935,1.276088,0.269999,0.080747,1.253402,0.303960,0.079299,1.295151,0.276200,0.121384,1.269738,0.269056
371,3.091667,-0.104859,-0.000980,-0.024670,-0.994181,0.081256,1.260749,0.268865,0.090172,1.122068,0.714882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028933,1.276062,0.269993,0.080734,1.253399,0.303964,0.079288,1.295140,0.276206,0.121376,1.269737,0.269065
372,3.100000,-0.104845,-0.000991,-0.024627,-0.994183,0.081244,1.260745,0.268872,0.090223,1.122061,0.714851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028923,1.276065,0.270003,0.080722,1.253394,0.303972,0.079279,1.295133,0.276209,0.121367,1.269732,0.269072
373,3.108333,-0.104869,-0.000922,-0.024646,-0.994180,0.081239,1.260744,0.268881,0.090267,1.122045,0.714812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028917,1.276062,0.270003,0.080713,1.253392,0.303980,0.079271,1.295134,0.276220,0.121360,1.269731,0.269086
374,3.116667,-0.104870,-0.000924,-0.024553,-0.994182,0.081228,1.260746,0.268889,0.090295,1.122019,0.714796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028898,1.276080,0.270014,0.080709,1.253392,0.303987,0.079268,1.295131,0.276223,0.121356,1.269729,0.269100
375,3.125000,-0.104894,-0.000917,-0.024498,-0.994181,0.081228,1.260743,0.268899,0.090326,1.122002,0.714785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028900,1.276081,0.270025,0.080707,1.253389,0.303995,0.079270,1.295126,0.276236,0.121359,1.269720,0.269110
376,3.133333,-0.104903,-0.000948,-0.024424,-0.994182,0.081226,1.260731,0.268905,0.090347,1.122022,0.714752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028901,1.276077,0.270036,0.080703,1.253377,0.304004,0.079274,1.295113,0.276245,0.121360,1.269704,0.269110
377,3.141667,-0.104984,-0.000864,-0.024518,-0.994171,0.081237,1.260715,0.268912,0.090374,1.122051,0.714705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028916,1.276047,0.270036,0.080706,1.253359,0.304006,0.079278,1.295099,0.276261,0.121362,1.269691,0.269126
378,3.150000,-0.104968,-0.000918,-0.024460,-0.994174,0.081242,1.260696,0.268925,0.090395,1.122083,0.714658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028925,1.276037,0.270055,0.080714,1.253341,0.304020,0.079286,1.295077,0.276271,0.121368,1.269671,0.269134
379,3.158333,-0.105067,-0.000914,-0.024467,-0.994164,0.081248,1.260675,0.268929,0.090447,1.122111,0.714611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028929,1.276015,0.270064,0.080720,1.253314,0.304020,0.079292,1.295053,0.276281,0.121374,1.269651,0.269142
380,3.166667,-0.105075,-0.000924,-0.024451,-0.994163,0.081256,1.260658,0.268944,0.090482,1.122216,0.714532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028936,1.276000,0.270078,0.080731,1.253296,0.304035,0.079302,1.295035,0.276297,0.121383,1.269632,0.269156
381,3.175000,-0.105207,-0.000885,-0.024449,-0.994149,0.081263,1.260646,0.268952,0.090518,1.122226,0.714468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028943,1.275989,0.270088,0.080737,1.253276,0.304038,0.079308,1.295020,0.276313,0.121391,1.269619,0.269172
382,3.183333,-0.105270,-0.000898,-0.024440,-0.994143,0.081268,1.260634,0.268960,0.090551,1.122233,0.714419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028948,1.275977,0.270100,0.080743,1.253259,0.304046,0.079315,1.295008,0.276325,0.121393,1.269607,0.269180
383,3.191667,-0.105322,-0.000891,-0.024387,-0.994139,0.081270,1.260622,0.268965,0.090595,1.122230,0.714379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028952,1.275968,0.270107,0.080741,1.253244,0.304049,0.079321,1.294997,0.276335,0.121399,1.269590,0.269185
384,3.200000,-0.105299,-0.000919,-0.024342,-0.994142,0.081270,1.260611,0.268971,0.090649,1.122206,0.714355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028956,1.275962,0.270115,0.080745,1.253237,0.304054,0.079321,1.294986,0.276340,0.121399,1.269573,0.269187
385,3.208333,-0.105378,-0.000874,-0.024325,-0.994134,0.081275,1.260606,0.268977,0.090710,1.122166,0.714347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028960,1.275960,0.270119,0.080746,1.253226,0.304058,0.079328,1.294979,0.276351,0.121406,1.269568,0.269198
386,3.216667,-0.105416,-0.000853,-0.024305,-0.994131,0.081279,1.260600,0.268986,0.090767,1.122131,0.714335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028963,1.275957,0.270129,0.080749,1.253219,0.304064,0.079332,1.294973,0.276362,0.121411,1.269560,0.269211
387,3.225000,-0.105461,-0.000835,-0.024273,-0.994127,0.081283,1.260590,0.268990,0.090788,1.122105,0.714323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028970,1.275949,0.270132,0.080753,1.253204,0.304069,0.079340,1.294964,0.276370,0.121411,1.269546,0.269218
388,3.233333,-0.105517,-0.000829,-0.024250,-0.994121,0.081292,1.260581,0.268999,0.090783,1.122065,0.714325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028976,1.275941,0.270142,0.080762,1.253193,0.304075,0.079349,1.294956,0.276385,0.121422,1.269533,0.269228
389,3.241667,-0.105570,-0.000845,-0.024224,-0.994116,0.081301,1.260569,0.269005,0.090762,1.122028,0.714322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028988,1.275931,0.270153,0.080771,1.253178,0.304080,0.079363,1.294943,0.276393,0.121430,1.269521,0.269234
390,3.250000,-0.105770,-0.000804,-0.024253,-0.994095,0.081319,1.260565,0.269017,0.090712,1.122009,0.714317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029001,1.275922,0.270163,0.080785,1.253167,0.304089,0.079375,1.294933,0.276430,0.121457,1.269514,0.269246
391,3.258333,-0.106189,-0.000845,-0.024234,-0.994050,0.081336,1.260558,0.269001,0.090636,1.122004,0.714306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029013,1.275917,0.270174,0.080818,1.253134,0.304049,0.079390,1.294921,0.276434,0.121470,1.269500,0.269252
392,3.266667,-0.105409,-0.000821,-0.024227,-0.994134,0.081342,1.260538,0.269058,0.090543,1.121979,0.714287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029023,1.275907,0.270179,0.080809,1.253149,0.304167,0.079401,1.294910,0.276447,0.121483,1.269495,0.269261
393,3.275000,-0.105408,-0.000826,-0.024189,-0.994135,0.081355,1.260526,0.269066,0.090475,1.121911,0.714308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029036,1.275898,0.270189,0.080821,1.253137,0.304176,0.079417,1.294898,0.276456,0.121498,1.269479,0.269268
394,3.283333,-0.105435,-0.000857,-0.024067,-0.994135,0.081362,1.260500,0.269074,0.090456,1.121880,0.714325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029048,1.275881,0.270196,0.080838,1.253114,0.304179,0.079429,1.294881,0.276472,0.121501,1.269435,0.269273
395,3.291667,-0.105514,-0.000808,-0.024029,-0.994127,0.081379,1.260469,0.269077,0.090450,1.121833,0.714333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029060,1.275851,0.270199,0.080851,1.253078,0.304179,0.079458,1.294852,0.276480,0.121516,1.269402,0.269283
396,3.300000,-0.105537,-0.000842,-0.023888,-0.994128,0.081388,1.260434,0.269086,0.090446,1.121766,0.714366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029073,1.275827,0.270210,0.080865,1.253045,0.304187,0.079475,1.294821,0.276498,0.121525,1.269349,0.269286
397,3.308333,-0.105669,-0.000793,-0.023895,-0.994114,0.081400,1.260406,0.269096,0.090454,1.121701,0.714385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029082,1.275796,0.270218,0.080880,1.253007,0.304195,0.079487,1.294798,0.276519,0.121536,1.269317,0.269304
398,3.316667,-0.113321,0.000075,-0.026366,-0.993209,0.081300,1.260801,0.269186,0.090487,1.121638,0.714391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029094,1.275774,0.270234,0.080887,1.252972,0.304200,0.078753,1.295695,0.277598,0.121545,1.269283,0.269320
399,3.325000,-0.105808,-0.000740,-0.023849,-0.994100,0.081411,1.260352,0.269124,0.090503,1.121569,0.714381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029096,1.275750,0.270250,0.080887,1.252940,0.304216,0.079499,1.294742,0.276548,0.121547,1.269261,0.269345
400,3.333333,-0.105512,-0.000714,-0.023750,-0.994134,0.081417,1.260306,0.269134,0.090515,1.121500,0.714360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029092,1.275727,0.270262,0.080884,1.252910,0.304227,0.079536,1.294666,0.276515,0.121546,1.269237,0.269367
401,3.341667,-0.105967,-0.000611,-0.023937,-0.994081,0.081405,1.260309,0.269155,0.090528,1.121457,0.714327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029086,1.275697,0.270273,0.080874,1.252884,0.304243,0.079490,1.294699,0.276587,0.121536,1.269225,0.269392
402,3.350000,-0.105977,-0.000623,-0.023908,-0.994081,0.081395,1.260287,0.269175,0.090558,1.121433,0.714262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029072,1.275676,0.270298,0.080861,1.252861,0.304262,0.079493,1.294671,0.276605,0.121520,1.269206,0.269414
403,3.358333,-0.106065,-0.000626,-0.023982,-0.994070,0.081381,1.260265,0.269193,0.090602,1.121427,0.714214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029057,1.275647,0.270315,0.080850,1.252833,0.304282,0.079474,1.294649,0.276632,0.121506,1.269190,0.269430
404,3.366667,-0.106155,-0.000599,-0.024041,-0.994059,0.081368,1.260243,0.269213,0.090637,1.121394,0.714168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029039,1.275618,0.270335,0.080837,1.252805,0.304299,0.079459,1.294627,0.276657,0.121490,1.269172,0.269456
405,3.375000,-0.106186,-0.000640,-0.024103,-0.994054,0.081348,1.260218,0.269230,0.090663,1.121366,0.714133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029029,1.275594,0.270355,0.080821,1.252776,0.304319,0.079414,1.294596,0.276677,0.121478,1.269148,0.269468
406,3.383333,-0.106202,-0.000613,-0.024151,-0.994051,0.081336,1.260195,0.269246,0.090675,1.121321,0.714122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029012,1.275566,0.270365,0.080809,1.252753,0.304338,0.079402,1.294574,0.276697,0.121465,1.269130,0.269483
407,3.391667,-0.106288,-0.000572,-0.024182,-0.994041,0.081324,1.260176,0.269255,0.090688,1.121254,0.714133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029000,1.275541,0.270373,0.080792,1.252727,0.304345,0.079388,1.294557,0.276713,0.121450,1.269112,0.269497
408,3.400000,-0.106312,-0.000504,-0.024216,-0.994038,0.081317,1.260163,0.269265,0.090675,1.121178,0.714157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028990,1.275525,0.270378,0.080779,1.252712,0.304355,0.079379,1.294543,0.276724,0.121446,1.269101,0.269513
409,3.408333,-0.106319,-0.000473,-0.024213,-0.994037,0.081312,1.260157,0.269275,0.090651,1.121078,0.714190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028984,1.275517,0.270382,0.080771,1.252706,0.304367,0.079376,1.294540,0.276738,0.121442,1.269093,0.269522
410,3.416667,-0.106311,-0.000401,-0.024175,-0.994039,0.081311,1.260152,0.269282,0.090611,1.120942,0.714251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028986,1.275518,0.270383,0.080765,1.252700,0.304373,0.079373,1.294534,0.276742,0.121442,1.269084,0.269536
411,3.425000,-0.106351,-0.000335,-0.024113,-0.994036,0.081312,1.260155,0.269290,0.090583,1.120853,0.714313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028987,1.275530,0.270388,0.080762,1.252700,0.304378,0.079381,1.294534,0.276749,0.121442,1.269084,0.269553
412,3.433333,-0.106204,-0.000305,-0.024025,-0.994054,0.081312,1.260152,0.269306,0.090570,1.120737,0.714376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028994,1.275536,0.270394,0.080756,1.252708,0.304402,0.079385,1.294533,0.276760,0.121445,1.269073,0.269561
413,3.441667,-0.106377,-0.000195,-0.024015,-0.994036,0.081319,1.260153,0.269302,0.090590,1.120651,0.714412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028999,1.275539,0.270387,0.080761,1.252698,0.304388,0.079392,1.294534,0.276764,0.121451,1.269071,0.269575
414,3.450000,-0.106402,-0.000123,-0.023978,-0.994034,0.081327,1.260153,0.269303,0.090617,1.120600,0.714422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029007,1.275545,0.270382,0.080762,1.252696,0.304390,0.079402,1.294532,0.276767,0.121460,1.269068,0.269582
415,3.458333,-0.106408,-0.000072,-0.023936,-0.994034,0.081338,1.260150,0.269307,0.090665,1.120560,0.714453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029020,1.275546,0.270385,0.080767,1.252691,0.304391,0.079419,1.294526,0.276766,0.121473,1.269065,0.269593
416,3.466667,-0.106236,-0.000080,-0.023926,-0.994053,0.081354,1.260147,0.269318,0.090690,1.120506,0.714467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029037,1.275545,0.270387,0.080783,1.252701,0.304410,0.079433,1.294525,0.276770,0.121489,1.269060,0.269595
417,3.475000,-0.106441,-0.000082,-0.023935,-0.994031,0.081380,1.260144,0.269305,0.090697,1.120477,0.714475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029058,1.275536,0.270385,0.080807,1.252685,0.304389,0.079465,1.294523,0.276771,0.121515,1.269058,0.269589
418,3.483333,-0.106059,-0.000144,-0.023884,-0.994073,0.081416,1.260118,0.269300,0.090679,1.120457,0.714486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029086,1.275530,0.270391,0.080840,1.252679,0.304382,0.079527,1.294466,0.276710,0.121543,1.269060,0.269591
419,3.491667,-0.106561,-0.000252,-0.023916,-0.994018,0.081455,1.260115,0.269271,0.090662,1.120449,0.714493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029119,1.275520,0.270396,0.080900,1.252644,0.304330,0.079559,1.294461,0.276711,0.121580,1.269051,0.269578
420,3.500000,-0.106454,-0.000474,-0.023892,-0.994030,0.081491,1.260103,0.269281,0.090631,1.120383,0.714492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029158,1.275509,0.270427,0.080950,1.252636,0.304344,0.079597,1.294451,0.276710,0.121618,1.269040,0.269568
421,3.508333,-0.106618,-0.000552,-0.023938,-0.994012,0.081540,1.260099,0.269275,0.090608,1.120362,0.714462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029206,1.275501,0.270440,0.081006,1.252622,0.304325,0.079641,1.294440,0.276709,0.121665,1.269041,0.269568
422,3.516667,-0.106780,-0.000751,-0.023845,-0.993997,0.081587,1.260097,0.269274,0.090603,1.120414,0.714454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029262,1.275508,0.270471,0.081068,1.252610,0.304317,0.079687,1.294440,0.276717,0.121717,1.269029,0.269558
423,3.525000,-0.106863,-0.000917,-0.023783,-0.993989,0.081649,1.260090,0.269281,0.090598,1.120331,0.714453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029366,1.275502,0.270505,0.081124,1.252599,0.304320,0.079737,1.294436,0.276729,0.121770,1.269016,0.269548
424,3.533333,-0.106723,-0.001065,-0.023683,-0.994006,0.081693,1.260077,0.269292,0.090615,1.120303,0.714427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029413,1.275499,0.270524,0.081178,1.252592,0.304340,0.079787,1.294428,0.276732,0.121820,1.268996,0.269538
425,3.541667,-0.106955,-0.001210,-0.023558,-0.993984,0.081733,1.260071,0.269284,0.090636,1.120277,0.714388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029455,1.275501,0.270544,0.081226,1.252574,0.304323,0.079834,1.294425,0.276742,0.121869,1.268976,0.269523
426,3.550000,-0.106912,-0.001264,-0.023476,-0.993991,0.081769,1.260060,0.269280,0.090673,1.120240,0.714345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029493,1.275496,0.270539,0.081269,1.252567,0.304324,0.079875,1.294418,0.276742,0.121905,1.268954,0.269509
427,3.558333,-0.106960,-0.001303,-0.023393,-0.993987,0.081799,1.260060,0.269281,0.090710,1.120196,0.714307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029524,1.275502,0.270544,0.081300,1.252564,0.304326,0.079913,1.294422,0.276749,0.121938,1.268946,0.269503
428,3.566667,-0.106782,-0.001367,-0.023290,-0.994009,0.081824,1.260054,0.269289,0.090760,1.120211,0.714259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029553,1.275506,0.270548,0.081326,1.252570,0.304345,0.079946,1.294421,0.276750,0.121964,1.268934,0.269494
429,3.575000,-0.106945,-0.001453,-0.023181,-0.993994,0.081843,1.260053,0.269275,0.090808,1.120198,0.714222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029576,1.275513,0.270553,0.081353,1.252562,0.304321,0.079971,1.294419,0.276748,0.121985,1.268921,0.269480
430,3.583333,-0.107010,-0.001415,-0.023155,-0.993987,0.081858,1.260050,0.269268,0.090872,1.120180,0.714166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029589,1.275512,0.270543,0.081366,1.252553,0.304314,0.079990,1.294417,0.276745,0.122002,1.268915,0.269475
431,3.591667,-0.106912,-0.001457,-0.023125,-0.993999,0.081862,1.260038,0.269266,0.090941,1.120152,0.714111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029593,1.275505,0.270540,0.081375,1.252549,0.304318,0.079995,1.294406,0.276740,0.122006,1.268901,0.269467
