kbPos,-0.2683,-0.0570,0.7959,kbRot,0.86449740,0.15243420,0.47168920,-0.08317154,p_y,,p_z,,head_x,,head_y,,head_z,,head_q_w,,head_q_x,,head_q_y,,head_q_z,,t,:,,,,,,,,,,,
h_x,h_y,h_z,p_z,p_y,p_z,head_x,head_y,head_z,head_q_w,head_q_w,head_q_x,head_q_z,t,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3229,-0.1590,0.7515,-0.2856,-0.0660,0.8167,-0.6502,0.0388,0.6033,0.856042,0.111893,0.494807,-0.099194,763946.40,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3229,-0.1595,0.7513,-0.2856,-0.0665,0.8165,-0.6503,0.0388,0.6031,0.855882,0.111967,0.495058,-0.099236,763962.20,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3226,-0.1599,0.7513,-0.2853,-0.0670,0.8165,-0.6504,0.0388,0.6028,0.855806,0.112161,0.495177,-0.099072,763979.40,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3226,-0.1599,0.7513,-0.2852,-0.0670,0.8165,-0.6505,0.0388,0.6026,0.855696,0.112269,0.495390,-0.098832,763996.50,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3226,-0.1599,0.7513,-0.2852,-0.0670,0.8165,-0.6506,0.0388,0.6024,0.855582,0.112299,0.495614,-0.098671,764012.70,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3226,-0.1601,0.7511,-0.2851,-0.0672,0.8162,-0.6506,0.0388,0.6022,0.855415,0.112174,0.495965,-0.098498,764029.00,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3226,-0.1601,0.7511,-0.2850,-0.0672,0.8161,-0.6507,0.0388,0.6020,0.855131,0.112201,0.496419,-0.098648,764046.40,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3224,-0.1604,0.7508,-0.2848,-0.0675,0.8158,-0.6507,0.0388,0.6017,0.854829,0.112699,0.496795,-0.098801,764063.40,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3224,-0.1604,0.7508,-0.2847,-0.0675,0.8158,-0.6508,0.0388,0.6014,0.854522,0.113142,0.497209,-0.098870,764079.80,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3225,-0.1606,0.7504,-0.2847,-0.0676,0.8153,-0.6508,0.0388,0.6010,0.854238,0.113323,0.497640,-0.098949,764096.40,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3218,-0.1611,0.7498,-0.2840,-0.0681,0.8147,-0.6508,0.0388,0.6007,0.853963,0.113022,0.498138,-0.099160,764112.70,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3218,-0.1611,0.7498,-0.2838,-0.0681,0.8147,-0.6507,0.0388,0.6002,0.853534,0.112539,0.498958,-0.099276,764128.80,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3210,-0.1614,0.7487,-0.2829,-0.0684,0.8134,-0.6505,0.0387,0.5996,0.852826,0.112323,0.500180,-0.099458,764146.60,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3210,-0.1614,0.7487,-0.2827,-0.0684,0.8133,-0.6503,0.0386,0.5989,0.851947,0.112552,0.501584,-0.099664,764163.10,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3207,-0.1615,0.7477,-0.2821,-0.0685,0.8122,-0.6500,0.0386,0.5980,0.850960,0.112572,0.503171,-0.100069,764179.10,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3207,-0.1615,0.7477,-0.2818,-0.0685,0.8120,-0.6497,0.0383,0.5971,0.849611,0.112792,0.505220,-0.100957,764198.30,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3203,-0.1617,0.7467,-0.2811,-0.0687,0.8108,-0.6494,0.0381,0.5962,0.848401,0.113227,0.506998,-0.101724,764213.20,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3203,-0.1617,0.7467,-0.2809,-0.0687,0.8106,-0.6490,0.0380,0.5952,0.847203,0.113614,0.508840,-0.102081,764229.40,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3199,-0.1618,0.7455,-0.2802,-0.0688,0.8093,-0.6487,0.0379,0.5944,0.846142,0.113317,0.510586,-0.102497,764247.40,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3199,-0.1618,0.7455,-0.2799,-0.0688,0.8092,-0.6483,0.0378,0.5936,0.845251,0.113434,0.511936,-0.102978,764262.30,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3188,-0.1620,0.7435,-0.2787,-0.0691,0.8071,-0.6481,0.0378,0.5929,0.844613,0.113811,0.512867,-0.103172,764278.80,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3188,-0.1620,0.7435,-0.2786,-0.0691,0.8070,-0.6478,0.0377,0.5923,0.844264,0.113975,0.513375,-0.103321,764296.10,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3180,-0.1622,0.7418,-0.2778,-0.0692,0.8053,-0.6475,0.0377,0.5917,0.844103,0.113880,0.513604,-0.103594,764312.80,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3180,-0.1622,0.7418,-0.2777,-0.0692,0.8053,-0.6473,0.0378,0.5912,0.843960,0.113588,0.513860,-0.103815,764329.30,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3143,-0.1637,0.7399,-0.2741,-0.0707,0.8033,-0.6470,0.0378,0.5907,0.843768,0.113147,0.514125,-0.104545,764345.70,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3143,-0.1637,0.7399,-0.2741,-0.0707,0.8033,-0.6469,0.0378,0.5903,0.843605,0.112672,0.514319,-0.105417,764362.30,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3131,-0.1640,0.7388,-0.2729,-0.0711,0.8022,-0.6467,0.0378,0.5897,0.843509,0.112218,0.514460,-0.105978,764379.50,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3131,-0.1640,0.7388,-0.2728,-0.0711,0.8022,-0.6465,0.0378,0.5892,0.843374,0.112040,0.514656,-0.106283,764396.10,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3119,-0.1642,0.7375,-0.2716,-0.0713,0.8009,-0.6463,0.0379,0.5887,0.843239,0.112235,0.514844,-0.106241,764412.80,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3119,-0.1642,0.7375,-0.2715,-0.0713,0.8009,-0.6462,0.0379,0.5882,0.843061,0.112239,0.515145,-0.106188,764429.10,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3112,-0.1642,0.7364,-0.2708,-0.0713,0.7997,-0.6463,0.0379,0.5878,0.842860,0.112205,0.515485,-0.106174,764446.30,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3112,-0.1642,0.7364,-0.2707,-0.0713,0.7997,-0.6461,0.0379,0.5874,0.842602,0.111981,0.515930,-0.106294,764461.60,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3098,-0.1644,0.7348,-0.2693,-0.0714,0.7981,-0.6459,0.0379,0.5869,0.842446,0.112070,0.516241,-0.105926,764479.70,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3098,-0.1644,0.7348,-0.2693,-0.0714,0.7980,-0.6457,0.0380,0.5865,0.842297,0.112113,0.516507,-0.105769,764495.80,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3084,-0.1648,0.7327,-0.2678,-0.0719,0.7959,-0.6455,0.0380,0.5861,0.842000,0.111955,0.516936,-0.106206,764515.80,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3084,-0.1648,0.7327,-0.2677,-0.0719,0.7959,-0.6452,0.0379,0.5857,0.841856,0.111652,0.517170,-0.106521,764533.60,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3082,-0.1644,0.7293,-0.2675,-0.0714,0.7924,-0.6450,0.0379,0.5853,0.841718,0.111616,0.517375,-0.106658,764548.10,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3082,-0.1644,0.7293,-0.2675,-0.0714,0.7924,-0.6448,0.0379,0.5849,0.841713,0.111791,0.517337,-0.106702,764566.10,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3081,-0.1640,0.7271,-0.2674,-0.0710,0.7902,-0.6445,0.0379,0.5845,0.841631,0.112057,0.517413,-0.106699,764580.10,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3081,-0.1640,0.7271,-0.2673,-0.0710,0.7902,-0.6442,0.0378,0.5840,0.841390,0.112106,0.517753,-0.106899,764595.90,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3071,-0.1636,0.7241,-0.2663,-0.0706,0.7871,-0.6438,0.0377,0.5835,0.840911,0.112112,0.518409,-0.107479,764614.60,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3071,-0.1636,0.7241,-0.2662,-0.0706,0.7871,-0.6434,0.0376,0.5830,0.840479,0.111963,0.519059,-0.107880,764629.50,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3076,-0.1613,0.7179,-0.2666,-0.0683,0.7808,-0.6431,0.0375,0.5825,0.839914,0.111860,0.519910,-0.108290,764645.90,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3076,-0.1613,0.7179,-0.2664,-0.0683,0.7807,-0.6427,0.0374,0.5820,0.839420,0.112147,0.520593,-0.108534,764664.00,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3076,-0.1613,0.7179,-0.2663,-0.0683,0.7807,-0.6424,0.0373,0.5815,0.838941,0.112323,0.521262,-0.108846,764679.50,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3062,-0.1614,0.7156,-0.2648,-0.0684,0.7783,-0.6421,0.0372,0.5810,0.838498,0.112350,0.521882,-0.109260,764697.40,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3062,-0.1614,0.7156,-0.2648,-0.0684,0.7782,-0.6418,0.0371,0.5806,0.838213,0.112249,0.522335,-0.109389,764714.60,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3042,-0.1616,0.7134,-0.2627,-0.0687,0.7760,-0.6415,0.0371,0.5802,0.837934,0.112245,0.522798,-0.109319,764733.10,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3042,-0.1616,0.7134,-0.2626,-0.0687,0.7759,-0.6411,0.0371,0.5797,0.837457,0.112338,0.523607,-0.109005,764745.80,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3022,-0.1618,0.7111,-0.2604,-0.0688,0.7735,-0.6408,0.0371,0.5791,0.836833,0.112530,0.524643,-0.108613,764763.80,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3022,-0.1618,0.7111,-0.2603,-0.0688,0.7734,-0.6404,0.0371,0.5785,0.836298,0.112764,0.525507,-0.108314,764779.80,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2996,-0.1618,0.7078,-0.2575,-0.0689,0.7700,-0.6401,0.0371,0.5779,0.835747,0.112765,0.526385,-0.108312,764795.80,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2996,-0.1618,0.7078,-0.2574,-0.0689,0.7699,-0.6397,0.0370,0.5773,0.835177,0.112833,0.527237,-0.108493,764811.90,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2983,-0.1619,0.7062,-0.2560,-0.0690,0.7683,-0.6394,0.0370,0.5768,0.834698,0.112764,0.527956,-0.108753,764830.50,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2983,-0.1619,0.7062,-0.2559,-0.0690,0.7682,-0.6391,0.0370,0.5762,0.834166,0.112800,0.528757,-0.108899,764845.40,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2962,-0.1622,0.7030,-0.2537,-0.0692,0.7650,-0.6388,0.0370,0.5757,0.833748,0.112462,0.529428,-0.109186,764861.60,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2962,-0.1622,0.7030,-0.2536,-0.0692,0.7649,-0.6385,0.0370,0.5752,0.833382,0.111981,0.530035,-0.109533,764878.40,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2951,-0.1623,0.7010,-0.2524,-0.0693,0.7628,-0.6382,0.0371,0.5746,0.832928,0.111475,0.530846,-0.109571,764894.90,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2951,-0.1623,0.7010,-0.2522,-0.0693,0.7627,-0.6379,0.0371,0.5741,0.832410,0.111375,0.531688,-0.109530,764911.50,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2936,-0.1624,0.6979,-0.2507,-0.0694,0.7595,-0.6376,0.0372,0.5735,0.831905,0.111509,0.532448,-0.109545,764928.30,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2936,-0.1624,0.6979,-0.2505,-0.0694,0.7594,-0.6374,0.0372,0.5729,0.831381,0.111386,0.533329,-0.109358,764945.00,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2936,-0.1624,0.6979,-0.2504,-0.0694,0.7593,-0.6371,0.0372,0.5723,0.830889,0.111338,0.534091,-0.109428,764961.30,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2933,-0.1613,0.6921,-0.2500,-0.0684,0.7535,-0.6369,0.0373,0.5718,0.830439,0.111441,0.534789,-0.109326,764978.30,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2937,-0.1604,0.6891,-0.2503,-0.0674,0.7504,-0.6366,0.0373,0.5712,0.830008,0.111619,0.535411,-0.109377,764995.10,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2937,-0.1604,0.6891,-0.2503,-0.0674,0.7503,-0.6363,0.0371,0.5707,0.829686,0.111731,0.535884,-0.109386,765011.30,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2940,-0.1597,0.6863,-0.2505,-0.0667,0.7475,-0.6360,0.0370,0.5703,0.829335,0.111790,0.536368,-0.109613,765028.10,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2940,-0.1597,0.6863,-0.2504,-0.0667,0.7475,-0.6357,0.0370,0.5698,0.828955,0.111604,0.536935,-0.109909,765045.70,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2881,-0.1619,0.6837,-0.2444,-0.0690,0.7448,-0.6354,0.0370,0.5694,0.828610,0.111522,0.537493,-0.109860,765062.40,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2881,-0.1619,0.6837,-0.2443,-0.0690,0.7448,-0.6352,0.0370,0.5690,0.828501,0.111282,0.537716,-0.109838,765078.40,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2848,-0.1632,0.6830,-0.2411,-0.0702,0.7441,-0.6350,0.0370,0.5687,0.828560,0.111302,0.537640,-0.109745,765096.00,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2848,-0.1632,0.6830,-0.2411,-0.0702,0.7441,-0.6348,0.0369,0.5684,0.828577,0.111245,0.537514,-0.110286,765110.90,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2830,-0.1639,0.6820,-0.2394,-0.0709,0.7431,-0.6346,0.0368,0.5683,0.828635,0.110861,0.537379,-0.110893,765128.90,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2830,-0.1639,0.6820,-0.2394,-0.0709,0.7431,-0.6345,0.0368,0.5681,0.828827,0.110839,0.537011,-0.111267,765146.20,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2802,-0.1650,0.6804,-0.2368,-0.0721,0.7417,-0.6345,0.0368,0.5683,0.829782,0.110872,0.535647,-0.110687,765198.30,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2770,-0.1659,0.6776,-0.2337,-0.0729,0.7390,-0.6341,0.0367,0.5677,0.830118,0.110585,0.535043,-0.111373,765245.60,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2778,-0.1640,0.6739,-0.2345,-0.0711,0.7354,-0.6338,0.0366,0.5670,0.830273,0.110518,0.534670,-0.112076,765266.00,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2778,-0.1640,0.6739,-0.2345,-0.0711,0.7354,-0.6337,0.0365,0.5667,0.830336,0.110591,0.534523,-0.112231,765278.90,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2781,-0.1635,0.6727,-0.2349,-0.0705,0.7342,-0.6337,0.0365,0.5664,0.830453,0.110632,0.534324,-0.112275,765289.50,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2781,-0.1635,0.6727,-0.2349,-0.0705,0.7342,-0.6335,0.0364,0.5661,0.830628,0.110583,0.534039,-0.112387,765300.10,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2781,-0.1635,0.6727,-0.2350,-0.0705,0.7342,-0.6336,0.0365,0.5662,0.830673,0.110841,0.533949,-0.112225,765313.50,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2780,-0.1632,0.6716,-0.2349,-0.0702,0.7331,-0.6336,0.0365,0.5660,0.830788,0.111017,0.533693,-0.112422,765328.50,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2780,-0.1632,0.6716,-0.2349,-0.0702,0.7331,-0.6336,0.0365,0.5659,0.830856,0.111118,0.533494,-0.112768,765347.10,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2780,-0.1626,0.6700,-0.2349,-0.0696,0.7316,-0.6335,0.0365,0.5657,0.830951,0.110985,0.533335,-0.112947,765365.90,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2780,-0.1626,0.6700,-0.2350,-0.0696,0.7316,-0.6335,0.0366,0.5656,0.830982,0.110799,0.533313,-0.113001,765380.30,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2778,-0.1623,0.6691,-0.2348,-0.0694,0.7307,-0.6335,0.0366,0.5655,0.831068,0.110640,0.533164,-0.113228,765399.30,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2778,-0.1623,0.6691,-0.2348,-0.0694,0.7307,-0.6335,0.0366,0.5654,0.831098,0.110226,0.533188,-0.113301,765411.00,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2777,-0.1621,0.6683,-0.2347,-0.0691,0.7299,-0.6335,0.0367,0.5653,0.831251,0.109846,0.533045,-0.113216,765428.60,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2777,-0.1621,0.6683,-0.2347,-0.0691,0.7299,-0.6335,0.0368,0.5651,0.831318,0.109546,0.533041,-0.113035,765444.50,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2776,-0.1618,0.6672,-0.2346,-0.0689,0.7288,-0.6335,0.0369,0.5650,0.831368,0.109330,0.533097,-0.112612,765461.90,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2776,-0.1618,0.6672,-0.2346,-0.0689,0.7288,-0.6335,0.0370,0.5647,0.831362,0.109245,0.533200,-0.112251,765478.60,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2774,-0.1615,0.6659,-0.2344,-0.0685,0.7275,-0.6334,0.0371,0.5644,0.831188,0.109254,0.533493,-0.112139,765495.60,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2774,-0.1615,0.6659,-0.2343,-0.0685,0.7275,-0.6334,0.0371,0.5642,0.830997,0.109151,0.533816,-0.112123,765510.80,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2773,-0.1613,0.6652,-0.2341,-0.0684,0.7267,-0.6335,0.0372,0.5639,0.830750,0.108783,0.534271,-0.112144,765528.50,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2773,-0.1613,0.6652,-0.2340,-0.0684,0.7267,-0.6334,0.0373,0.5636,0.830458,0.108309,0.534855,-0.111974,765544.80,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2770,-0.1611,0.6641,-0.2337,-0.0681,0.7255,-0.6335,0.0373,0.5632,0.830147,0.107947,0.535482,-0.111634,765566.30,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2770,-0.1611,0.6641,-0.2336,-0.0681,0.7254,-0.6335,0.0374,0.5630,0.829874,0.107763,0.536021,-0.111254,765578.60,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2768,-0.1607,0.6625,-0.2333,-0.0677,0.7238,-0.6336,0.0375,0.5627,0.829587,0.107736,0.536500,-0.111116,765595.30,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2768,-0.1607,0.6625,-0.2332,-0.0677,0.7237,-0.6337,0.0377,0.5625,0.829280,0.107390,0.537106,-0.110812,765613.50,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2768,-0.1606,0.6616,-0.2331,-0.0677,0.7227,-0.6337,0.0378,0.5622,0.829106,0.107060,0.537522,-0.110412,765628.00,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2768,-0.1606,0.6616,-0.2330,-0.0677,0.7227,-0.6338,0.0379,0.5621,0.828905,0.106742,0.538011,-0.109850,765644.90,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2768,-0.1606,0.6613,-0.2330,-0.0677,0.7223,-0.6339,0.0381,0.5619,0.828673,0.106674,0.538462,-0.109454,765662.20,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2768,-0.1606,0.6613,-0.2329,-0.0677,0.7222,-0.6340,0.0383,0.5617,0.828497,0.106445,0.538831,-0.109198,765678.10,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2768,-0.1606,0.6613,-0.2329,-0.0677,0.7222,-0.6340,0.0384,0.5615,0.828373,0.106137,0.539160,-0.108807,765694.70,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2768,-0.1606,0.6613,-0.2329,-0.0677,0.7222,-0.6342,0.0385,0.5614,0.828348,0.106234,0.539201,-0.108702,765713.10,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2779,-0.1590,0.6577,-0.2340,-0.0661,0.7187,-0.6344,0.0386,0.5612,0.828302,0.106009,0.539358,-0.108489,765727.60,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2779,-0.1590,0.6577,-0.2340,-0.0661,0.7187,-0.6345,0.0388,0.5612,0.828353,0.105581,0.539431,-0.108160,765745.30,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2786,-0.1582,0.6566,-0.2347,-0.0653,0.7175,-0.6347,0.0390,0.5611,0.828486,0.105056,0.539417,-0.107722,765761.60,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2787,-0.1581,0.6563,-0.2348,-0.0651,0.7172,-0.6348,0.0391,0.5610,0.828451,0.104290,0.539629,-0.107671,765779.00,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2787,-0.1581,0.6563,-0.2348,-0.0651,0.7172,-0.6350,0.0393,0.5609,0.828384,0.103747,0.539853,-0.107588,765794.60,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2787,-0.1581,0.6563,-0.2347,-0.0651,0.7172,-0.6352,0.0394,0.5608,0.828283,0.103409,0.540135,-0.107274,765811.10,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2788,-0.1579,0.6560,-0.2348,-0.0650,0.7168,-0.6354,0.0396,0.5607,0.828203,0.102599,0.540444,-0.107113,765828.60,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2788,-0.1579,0.6560,-0.2347,-0.0650,0.7168,-0.6356,0.0398,0.5607,0.827962,0.101192,0.541065,-0.107181,765844.40,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2787,-0.1577,0.6557,-0.2345,-0.0648,0.7164,-0.6357,0.0402,0.5606,0.827591,0.099475,0.541992,-0.106972,765861.60,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2787,-0.1577,0.6557,-0.2344,-0.0648,0.7163,-0.6358,0.0405,0.5604,0.827147,0.097830,0.543049,-0.106565,765877.40,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2790,-0.1576,0.6556,-0.2344,-0.0647,0.7161,-0.6358,0.0410,0.5602,0.826482,0.096591,0.544400,-0.105957,765898.10,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2785,-0.1575,0.6553,-0.2339,-0.0645,0.7157,-0.6360,0.0413,0.5600,0.826085,0.095758,0.545234,-0.105518,765912.60,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2785,-0.1575,0.6553,-0.2338,-0.0645,0.7156,-0.6362,0.0416,0.5598,0.825894,0.095440,0.545677,-0.105007,765928.50,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2781,-0.1574,0.6549,-0.2333,-0.0644,0.7153,-0.6364,0.0418,0.5597,0.825954,0.095509,0.545677,-0.104472,765945.20,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2781,-0.1574,0.6549,-0.2334,-0.0644,0.7153,-0.6366,0.0419,0.5596,0.826174,0.095990,0.545353,-0.103985,765961.30,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2781,-0.1574,0.6549,-0.2334,-0.0644,0.7153,-0.6367,0.0419,0.5596,0.826313,0.096087,0.545108,-0.104079,765977.30,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2772,-0.1572,0.6540,-0.2325,-0.0642,0.7145,-0.6367,0.0420,0.5597,0.826545,0.095777,0.544778,-0.104246,765996.80,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2766,-0.1569,0.6534,-0.2320,-0.0640,0.7138,-0.6368,0.0422,0.5598,0.826783,0.095419,0.544519,-0.104039,766011.40,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2766,-0.1569,0.6534,-0.2321,-0.0640,0.7139,-0.6369,0.0423,0.5601,0.827121,0.095242,0.544065,-0.103891,766027.50,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2754,-0.1564,0.6521,-0.2310,-0.0635,0.7127,-0.6370,0.0425,0.5603,0.827505,0.094837,0.543564,-0.103825,766047.70,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2754,-0.1564,0.6521,-0.2310,-0.0635,0.7127,-0.6372,0.0426,0.5605,0.827743,0.094619,0.543285,-0.103585,766060.80,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2740,-0.1556,0.6511,-0.2297,-0.0626,0.7118,-0.6373,0.0427,0.5607,0.828067,0.094325,0.542914,-0.103215,766081.40,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2740,-0.1556,0.6511,-0.2297,-0.0626,0.7118,-0.6374,0.0427,0.5608,0.828222,0.094194,0.542755,-0.102924,766098.30,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2728,-0.1545,0.6508,-0.2285,-0.0616,0.7115,-0.6376,0.0428,0.5610,0.828367,0.094092,0.542587,-0.102734,766111.60,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2728,-0.1545,0.6508,-0.2286,-0.0616,0.7115,-0.6380,0.0426,0.5611,0.828559,0.094242,0.542343,-0.102333,766128.20,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2716,-0.1531,0.6504,-0.2273,-0.0602,0.7110,-0.6382,0.0427,0.5613,0.828526,0.094626,0.542370,-0.102104,766146.40,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2716,-0.1531,0.6504,-0.2273,-0.0602,0.7110,-0.6383,0.0427,0.5614,0.828467,0.094744,0.542460,-0.102001,766163.20,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2716,-0.1531,0.6504,-0.2273,-0.0602,0.7110,-0.6385,0.0428,0.5615,0.828384,0.094861,0.542589,-0.101876,766176.90,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2700,-0.1508,0.6497,-0.2257,-0.0579,0.7103,-0.6386,0.0429,0.5617,0.828335,0.094817,0.542713,-0.101658,766195.80,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2665,-0.1492,0.6492,-0.2221,-0.0563,0.7098,-0.6388,0.0430,0.5619,0.828336,0.094868,0.542736,-0.101475,766211.10,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2665,-0.1492,0.6492,-0.2222,-0.0563,0.7099,-0.6389,0.0430,0.5620,0.828405,0.094756,0.542685,-0.101289,766228.90,,,,,,,,,,,,,,,,,,,,,,,,,,
