kbPos,-0.2683,-0.0570,0.7959,kbRot,0.86449740,0.15243420,0.47168920,-0.08317154,p_y,,p_z,,head_x,,head_y,,head_z,,head_q_w,,head_q_x,,head_q_y,,head_q_z,,t,:,,,,,,,,,,,
h_x,h_y,h_z,p_z,p_y,p_z,head_x,head_y,head_z,head_q_w,head_q_w,head_q_x,head_q_z,t,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3178,-0.1396,0.7979,-0.2824,-0.0466,0.8642,-0.6435,0.0386,0.6292,0.863938,0.112652,0.482296,-0.091169,761698.00,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3176,-0.1395,0.7978,-0.2822,-0.0466,0.8640,-0.6434,0.0385,0.6290,0.863751,0.112721,0.482598,-0.091257,761717.30,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3182,-0.1390,0.7973,-0.2827,-0.0460,0.8635,-0.6433,0.0384,0.6290,0.863691,0.112724,0.482705,-0.091254,761733.00,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3182,-0.1390,0.7973,-0.2827,-0.0460,0.8635,-0.6432,0.0383,0.6288,0.863624,0.112756,0.482825,-0.091215,761747.00,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3179,-0.1391,0.7972,-0.2824,-0.0462,0.8634,-0.6431,0.0382,0.6287,0.863596,0.112842,0.482849,-0.091241,761765.10,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3179,-0.1391,0.7972,-0.2824,-0.0462,0.8634,-0.6430,0.0382,0.6287,0.863634,0.112833,0.482790,-0.091208,761780.80,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3176,-0.1393,0.7972,-0.2821,-0.0463,0.8634,-0.6430,0.0382,0.6286,0.863667,0.113137,0.482626,-0.091393,761799.30,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3176,-0.1393,0.7972,-0.2821,-0.0463,0.8634,-0.6430,0.0382,0.6286,0.863730,0.113254,0.482468,-0.091479,761814.60,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3168,-0.1396,0.7973,-0.2814,-0.0466,0.8635,-0.6430,0.0382,0.6286,0.863769,0.113441,0.482347,-0.091521,761831.10,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3168,-0.1396,0.7973,-0.2814,-0.0466,0.8635,-0.6431,0.0382,0.6286,0.863793,0.113614,0.482238,-0.091654,761847.80,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3166,-0.1395,0.7973,-0.2812,-0.0465,0.8635,-0.6431,0.0383,0.6286,0.863803,0.113552,0.482218,-0.091735,761864.50,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3166,-0.1395,0.7973,-0.2812,-0.0465,0.8635,-0.6432,0.0383,0.6285,0.863819,0.113469,0.482256,-0.091498,761880.90,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3166,-0.1394,0.7972,-0.2811,-0.0465,0.8634,-0.6432,0.0384,0.6284,0.863710,0.113455,0.482464,-0.091442,761897.80,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3166,-0.1394,0.7972,-0.2810,-0.0465,0.8634,-0.6433,0.0384,0.6282,0.863599,0.113188,0.482730,-0.091420,761914.00,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3168,-0.1390,0.7972,-0.2812,-0.0460,0.8634,-0.6433,0.0383,0.6281,0.863328,0.112890,0.483231,-0.091696,761931.40,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3168,-0.1390,0.7972,-0.2811,-0.0460,0.8633,-0.6434,0.0383,0.6278,0.862781,0.112610,0.484180,-0.092189,761947.80,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3170,-0.1387,0.7972,-0.2811,-0.0457,0.8631,-0.6433,0.0383,0.6274,0.861889,0.112173,0.485805,-0.092517,761964.60,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3170,-0.1387,0.7972,-0.2807,-0.0457,0.8629,-0.6433,0.0383,0.6269,0.860629,0.111781,0.487999,-0.093160,761981.40,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3171,-0.1386,0.7971,-0.2805,-0.0456,0.8627,-0.6431,0.0383,0.6265,0.859494,0.111090,0.490080,-0.093548,761997.90,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3171,-0.1386,0.7971,-0.2802,-0.0456,0.8625,-0.6430,0.0384,0.6261,0.858462,0.110508,0.492035,-0.093447,762014.10,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3173,-0.1386,0.7970,-0.2802,-0.0456,0.8623,-0.6429,0.0384,0.6256,0.857660,0.110488,0.493537,-0.092912,762031.10,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3173,-0.1386,0.7970,-0.2800,-0.0456,0.8622,-0.6428,0.0384,0.6252,0.856981,0.110754,0.494807,-0.092102,762047.30,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3175,-0.1386,0.7969,-0.2800,-0.0457,0.8620,-0.6426,0.0385,0.6249,0.856555,0.110793,0.495668,-0.091391,762064.10,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3175,-0.1386,0.7969,-0.2799,-0.0457,0.8619,-0.6425,0.0385,0.6246,0.856056,0.110658,0.496669,-0.090795,762080.30,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3177,-0.1386,0.7968,-0.2799,-0.0457,0.8618,-0.6425,0.0384,0.6244,0.855630,0.111041,0.497305,-0.090858,762097.60,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3177,-0.1386,0.7968,-0.2799,-0.0457,0.8618,-0.6424,0.0383,0.6243,0.855412,0.111307,0.497570,-0.091127,762114.50,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3178,-0.1387,0.7967,-0.2800,-0.0457,0.8616,-0.6423,0.0383,0.6243,0.855588,0.111024,0.497406,-0.090718,762131.30,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3178,-0.1387,0.7967,-0.2801,-0.0457,0.8617,-0.6421,0.0384,0.6242,0.855957,0.110480,0.496987,-0.090199,762147.00,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3178,-0.1387,0.7964,-0.2801,-0.0458,0.8614,-0.6421,0.0385,0.6243,0.855976,0.110166,0.497068,-0.089957,762164.60,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3178,-0.1387,0.7964,-0.2801,-0.0458,0.8614,-0.6422,0.0384,0.6244,0.856106,0.110029,0.496787,-0.090441,762180.50,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3177,-0.1388,0.7961,-0.2801,-0.0458,0.8611,-0.6422,0.0384,0.6249,0.856124,0.109798,0.496642,-0.091343,762197.70,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3177,-0.1388,0.7961,-0.2801,-0.0458,0.8611,-0.6423,0.0383,0.6249,0.856044,0.109538,0.496761,-0.091758,762213.40,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3177,-0.1388,0.7959,-0.2801,-0.0459,0.8609,-0.6424,0.0384,0.6248,0.856130,0.109433,0.496603,-0.091933,762230.30,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3177,-0.1388,0.7959,-0.2801,-0.0459,0.8610,-0.6425,0.0384,0.6249,0.856198,0.109680,0.496439,-0.091893,762247.00,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3176,-0.1387,0.7954,-0.2801,-0.0457,0.8605,-0.6426,0.0384,0.6249,0.856510,0.110091,0.495801,-0.091929,762263.30,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3180,-0.1379,0.7942,-0.2806,-0.0449,0.8593,-0.6427,0.0385,0.6249,0.856941,0.110022,0.495132,-0.091610,762281.30,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3180,-0.1379,0.7942,-0.2807,-0.0449,0.8594,-0.6428,0.0385,0.6249,0.857275,0.109936,0.494602,-0.091444,762296.80,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3191,-0.1366,0.7925,-0.2818,-0.0436,0.8578,-0.6430,0.0385,0.6249,0.857579,0.109910,0.494074,-0.091482,762314.80,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3191,-0.1366,0.7925,-0.2819,-0.0436,0.8578,-0.6431,0.0386,0.6249,0.857929,0.110187,0.493472,-0.091112,762330.20,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3191,-0.1366,0.7925,-0.2820,-0.0436,0.8578,-0.6432,0.0385,0.6249,0.858116,0.110316,0.493143,-0.090986,762346.80,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3193,-0.1362,0.7921,-0.2823,-0.0433,0.8575,-0.6433,0.0386,0.6248,0.858258,0.110368,0.492884,-0.090979,762363.90,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3195,-0.1361,0.7919,-0.2825,-0.0431,0.8572,-0.6434,0.0386,0.6248,0.858386,0.110421,0.492641,-0.091024,762380.90,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3195,-0.1361,0.7919,-0.2825,-0.0431,0.8573,-0.6434,0.0387,0.6248,0.858533,0.110506,0.492369,-0.091006,762396.70,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3195,-0.1361,0.7919,-0.2826,-0.0431,0.8573,-0.6435,0.0387,0.6248,0.858710,0.110564,0.492050,-0.090987,762413.30,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3196,-0.1361,0.7917,-0.2827,-0.0431,0.8571,-0.6436,0.0386,0.6247,0.858763,0.110777,0.491916,-0.090960,762430.70,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3198,-0.1357,0.7912,-0.2829,-0.0428,0.8567,-0.6438,0.0386,0.6247,0.858814,0.111102,0.491798,-0.090720,762446.60,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3198,-0.1357,0.7912,-0.2829,-0.0428,0.8567,-0.6439,0.0387,0.6246,0.858924,0.111384,0.491612,-0.090344,762463.90,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3194,-0.1354,0.7911,-0.2825,-0.0425,0.8565,-0.6440,0.0386,0.6246,0.858951,0.111673,0.491529,-0.090173,762480.90,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3194,-0.1354,0.7911,-0.2825,-0.0425,0.8565,-0.6442,0.0386,0.6246,0.858919,0.111768,0.491578,-0.090098,762497.10,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3188,-0.1353,0.7910,-0.2820,-0.0424,0.8565,-0.6443,0.0385,0.6247,0.858946,0.112120,0.491476,-0.089957,762514.80,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3188,-0.1353,0.7910,-0.2820,-0.0424,0.8565,-0.6444,0.0384,0.6247,0.859034,0.112167,0.491348,-0.089754,762529.80,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3187,-0.1353,0.7909,-0.2818,-0.0423,0.8564,-0.6445,0.0383,0.6248,0.859114,0.112223,0.491219,-0.089634,762547.60,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3187,-0.1353,0.7909,-0.2819,-0.0423,0.8564,-0.6446,0.0383,0.6248,0.859339,0.112157,0.490938,-0.089094,762563.60,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3168,-0.1359,0.7912,-0.2800,-0.0429,0.8567,-0.6447,0.0383,0.6248,0.859518,0.112477,0.490671,-0.088425,762581.60,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3168,-0.1359,0.7912,-0.2800,-0.0429,0.8567,-0.6447,0.0382,0.6248,0.859694,0.112874,0.490360,-0.087944,762596.60,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3156,-0.1367,0.7914,-0.2789,-0.0437,0.8569,-0.6448,0.0382,0.6247,0.859562,0.113593,0.490515,-0.087440,762614.60,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3156,-0.1367,0.7914,-0.2788,-0.0437,0.8568,-0.6448,0.0381,0.6246,0.859168,0.113960,0.491056,-0.087791,762630.50,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3156,-0.1367,0.7914,-0.2786,-0.0437,0.8567,-0.6449,0.0380,0.6244,0.858610,0.114657,0.491833,-0.087991,762647.20,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3156,-0.1367,0.7914,-0.2785,-0.0437,0.8567,-0.6449,0.0380,0.6242,0.857974,0.115445,0.492712,-0.088257,762663.40,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3158,-0.1368,0.7912,-0.2785,-0.0439,0.8564,-0.6450,0.0379,0.6241,0.857589,0.115988,0.493259,-0.088225,762681.00,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3158,-0.1368,0.7912,-0.2785,-0.0439,0.8564,-0.6450,0.0379,0.6239,0.857354,0.116337,0.493642,-0.087904,762696.80,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3159,-0.1369,0.7910,-0.2786,-0.0439,0.8562,-0.6451,0.0379,0.6238,0.857183,0.116278,0.493938,-0.087990,762713.80,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3159,-0.1369,0.7910,-0.2785,-0.0439,0.8561,-0.6452,0.0379,0.6236,0.857005,0.116167,0.494210,-0.088348,762730.40,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3161,-0.1369,0.7907,-0.2787,-0.0439,0.8558,-0.6453,0.0379,0.6235,0.856879,0.116097,0.494379,-0.088706,762747.10,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3161,-0.1369,0.7907,-0.2787,-0.0439,0.8558,-0.6454,0.0376,0.6236,0.856786,0.116316,0.494466,-0.088837,762763.50,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3164,-0.1369,0.7903,-0.2789,-0.0439,0.8554,-0.6456,0.0376,0.6234,0.856779,0.116676,0.494444,-0.088554,762780.20,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3164,-0.1369,0.7903,-0.2790,-0.0439,0.8554,-0.6457,0.0376,0.6233,0.856920,0.116628,0.494233,-0.088433,762797.10,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3167,-0.1373,0.7887,-0.2793,-0.0444,0.8538,-0.6459,0.0377,0.6232,0.856969,0.116832,0.494146,-0.088167,762813.30,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3167,-0.1373,0.7887,-0.2793,-0.0444,0.8538,-0.6461,0.0378,0.6231,0.857000,0.117100,0.494078,-0.087894,762830.30,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3168,-0.1378,0.7877,-0.2795,-0.0449,0.8529,-0.6463,0.0378,0.6230,0.857036,0.117076,0.494040,-0.087791,762846.90,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3168,-0.1378,0.7877,-0.2795,-0.0449,0.8529,-0.6465,0.0379,0.6228,0.857064,0.117021,0.494001,-0.087810,762864.20,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3169,-0.1387,0.7851,-0.2796,-0.0457,0.8503,-0.6466,0.0378,0.6227,0.857111,0.117113,0.493866,-0.087988,762880.50,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3169,-0.1387,0.7851,-0.2796,-0.0457,0.8503,-0.6468,0.0378,0.6226,0.857159,0.116993,0.493689,-0.088673,762896.60,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3154,-0.1405,0.7831,-0.2781,-0.0476,0.8484,-0.6470,0.0378,0.6225,0.857368,0.116870,0.493300,-0.088976,762914.00,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3154,-0.1405,0.7831,-0.2782,-0.0476,0.8484,-0.6472,0.0378,0.6223,0.857578,0.116796,0.492928,-0.089110,762930.10,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3140,-0.1424,0.7823,-0.2768,-0.0495,0.8476,-0.6474,0.0378,0.6221,0.857744,0.116934,0.492547,-0.089438,762947.10,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3140,-0.1424,0.7823,-0.2769,-0.0495,0.8476,-0.6475,0.0378,0.6219,0.857925,0.116962,0.492205,-0.089546,762963.60,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3124,-0.1451,0.7820,-0.2753,-0.0522,0.8474,-0.6477,0.0379,0.6217,0.858016,0.117041,0.492015,-0.089618,762979.80,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3124,-0.1451,0.7820,-0.2753,-0.0522,0.8474,-0.6478,0.0379,0.6214,0.858098,0.116885,0.491847,-0.089954,762996.30,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3154,-0.1455,0.7770,-0.2784,-0.0525,0.8423,-0.6479,0.0380,0.6211,0.858032,0.116473,0.492034,-0.090104,763014.10,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3154,-0.1455,0.7770,-0.2784,-0.0525,0.8423,-0.6480,0.0382,0.6208,0.857954,0.116194,0.492214,-0.090216,763029.80,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3167,-0.1455,0.7755,-0.2796,-0.0525,0.8408,-0.6480,0.0383,0.6204,0.857862,0.116016,0.492386,-0.090385,763045.60,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3173,-0.1456,0.7745,-0.2802,-0.0527,0.8398,-0.6481,0.0384,0.6200,0.857672,0.115838,0.492699,-0.090714,763063.10,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3173,-0.1456,0.7745,-0.2802,-0.0527,0.8398,-0.6482,0.0384,0.6196,0.857489,0.115514,0.492999,-0.091223,763079.50,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3188,-0.1460,0.7723,-0.2816,-0.0531,0.8376,-0.6482,0.0386,0.6192,0.857278,0.115394,0.493326,-0.091590,763096.50,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3188,-0.1460,0.7723,-0.2815,-0.0531,0.8376,-0.6483,0.0386,0.6188,0.857062,0.115341,0.493672,-0.091808,763113.10,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3196,-0.1463,0.7711,-0.2823,-0.0533,0.8363,-0.6483,0.0387,0.6184,0.856937,0.115180,0.493913,-0.091885,763129.50,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3196,-0.1463,0.7711,-0.2823,-0.0533,0.8363,-0.6484,0.0388,0.6180,0.856863,0.114992,0.494071,-0.091961,763146.70,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3196,-0.1463,0.7711,-0.2823,-0.0533,0.8363,-0.6483,0.0389,0.6176,0.856746,0.114813,0.494272,-0.092195,763165.10,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3204,-0.1469,0.7692,-0.2830,-0.0540,0.8344,-0.6484,0.0389,0.6172,0.856641,0.114575,0.494460,-0.092458,763180.70,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3193,-0.1499,0.7682,-0.2819,-0.0569,0.8334,-0.6484,0.0390,0.6168,0.856518,0.114628,0.494611,-0.092721,763197.60,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3193,-0.1499,0.7682,-0.2819,-0.0569,0.8334,-0.6485,0.0390,0.6164,0.856403,0.114683,0.494708,-0.093198,763215.30,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3193,-0.1499,0.7682,-0.2819,-0.0569,0.8334,-0.6485,0.0390,0.6161,0.856420,0.114523,0.494662,-0.093481,763230.30,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3189,-0.1509,0.7677,-0.2815,-0.0579,0.8328,-0.6485,0.0390,0.6157,0.856330,0.114493,0.494776,-0.093736,763246.40,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3188,-0.1513,0.7671,-0.2814,-0.0584,0.8322,-0.6486,0.0391,0.6153,0.856273,0.114472,0.494788,-0.094219,763263.50,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3188,-0.1513,0.7671,-0.2814,-0.0584,0.8322,-0.6486,0.0391,0.6149,0.856219,0.114293,0.494877,-0.094462,763279.60,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3183,-0.1528,0.7667,-0.2809,-0.0598,0.8318,-0.6486,0.0391,0.6145,0.856214,0.114277,0.494832,-0.094759,763296.70,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3183,-0.1528,0.7667,-0.2809,-0.0598,0.8318,-0.6487,0.0391,0.6141,0.856176,0.114265,0.494845,-0.095051,763313.10,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3182,-0.1536,0.7662,-0.2808,-0.0607,0.8314,-0.6488,0.0389,0.6139,0.856110,0.114059,0.494962,-0.095278,763330.80,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3182,-0.1536,0.7662,-0.2808,-0.0607,0.8314,-0.6488,0.0389,0.6135,0.855964,0.113874,0.495204,-0.095558,763347.10,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3182,-0.1546,0.7658,-0.2807,-0.0617,0.8310,-0.6488,0.0390,0.6131,0.855880,0.113860,0.495309,-0.095787,763363.80,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3182,-0.1546,0.7658,-0.2807,-0.0617,0.8310,-0.6488,0.0390,0.6128,0.855887,0.113707,0.495316,-0.095869,763380.10,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3182,-0.1546,0.7658,-0.2807,-0.0617,0.8310,-0.6488,0.0391,0.6124,0.855884,0.113730,0.495299,-0.095954,763396.00,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3183,-0.1554,0.7654,-0.2809,-0.0625,0.8306,-0.6488,0.0391,0.6121,0.855913,0.113720,0.495222,-0.096100,763412.60,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3183,-0.1561,0.7650,-0.2809,-0.0631,0.8302,-0.6488,0.0392,0.6118,0.856006,0.113634,0.495032,-0.096353,763430.80,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3183,-0.1561,0.7650,-0.2809,-0.0631,0.8302,-0.6488,0.0392,0.6115,0.856183,0.113345,0.494775,-0.096444,763446.60,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3183,-0.1561,0.7650,-0.2810,-0.0631,0.8302,-0.6488,0.0392,0.6113,0.856396,0.112857,0.494491,-0.096584,763462.90,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3183,-0.1561,0.7644,-0.2811,-0.0631,0.8297,-0.6487,0.0393,0.6110,0.856678,0.112461,0.494072,-0.096686,763480.50,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3184,-0.1562,0.7638,-0.2812,-0.0632,0.8291,-0.6487,0.0393,0.6107,0.856814,0.112496,0.493811,-0.096773,763496.10,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3184,-0.1562,0.7638,-0.2812,-0.0632,0.8291,-0.6487,0.0394,0.6104,0.856889,0.112533,0.493616,-0.097062,763512.80,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3184,-0.1562,0.7638,-0.2813,-0.0632,0.8291,-0.6487,0.0394,0.6101,0.857109,0.112546,0.493213,-0.097153,763529.80,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3184,-0.1562,0.7632,-0.2814,-0.0632,0.8286,-0.6488,0.0395,0.6099,0.857230,0.112367,0.492972,-0.097515,763545.90,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3184,-0.1562,0.7626,-0.2814,-0.0632,0.8280,-0.6488,0.0395,0.6095,0.857303,0.112096,0.492838,-0.097864,763563.50,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3184,-0.1562,0.7626,-0.2813,-0.0632,0.8280,-0.6488,0.0395,0.6091,0.857182,0.111627,0.493107,-0.098104,763580.50,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3184,-0.1562,0.7626,-0.2813,-0.0632,0.8280,-0.6489,0.0395,0.6087,0.856930,0.111454,0.493486,-0.098593,763596.00,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3183,-0.1561,0.7620,-0.2812,-0.0631,0.8273,-0.6490,0.0394,0.6082,0.856672,0.111364,0.493854,-0.099096,763613.10,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3183,-0.1560,0.7614,-0.2811,-0.0631,0.8266,-0.6490,0.0394,0.6078,0.856438,0.111305,0.494283,-0.099045,763629.50,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3183,-0.1560,0.7614,-0.2811,-0.0631,0.8266,-0.6490,0.0394,0.6074,0.856288,0.111324,0.494578,-0.098844,763646.40,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3183,-0.1560,0.7614,-0.2810,-0.0631,0.8266,-0.6490,0.0395,0.6070,0.856150,0.111393,0.494826,-0.098726,763662.40,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3183,-0.1560,0.7614,-0.2810,-0.0631,0.8265,-0.6490,0.0394,0.6067,0.855978,0.111481,0.495109,-0.098702,763680.10,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3169,-0.1587,0.7608,-0.2795,-0.0657,0.8259,-0.6491,0.0394,0.6064,0.855795,0.111552,0.495357,-0.098959,763697.00,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3169,-0.1587,0.7608,-0.2795,-0.0657,0.8259,-0.6491,0.0393,0.6061,0.855715,0.111599,0.495490,-0.098930,763712.70,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3171,-0.1588,0.7600,-0.2797,-0.0659,0.8251,-0.6492,0.0393,0.6059,0.855742,0.111609,0.495454,-0.098870,763729.10,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3172,-0.1588,0.7593,-0.2798,-0.0659,0.8245,-0.6491,0.0393,0.6056,0.855774,0.111529,0.495349,-0.099206,763748.00,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3172,-0.1588,0.7593,-0.2798,-0.0659,0.8245,-0.6492,0.0393,0.6054,0.855695,0.111482,0.495437,-0.099501,763762.10,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3172,-0.1588,0.7593,-0.2798,-0.0659,0.8245,-0.6492,0.0392,0.6051,0.855659,0.111602,0.495454,-0.099592,763779.40,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3174,-0.1591,0.7587,-0.2800,-0.0661,0.8239,-0.6492,0.0392,0.6049,0.855758,0.111790,0.495236,-0.099608,763795.90,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3196,-0.1594,0.7560,-0.2823,-0.0664,0.8212,-0.6493,0.0391,0.6047,0.855818,0.111889,0.495134,-0.099489,763813.40,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3196,-0.1594,0.7560,-0.2823,-0.0664,0.8212,-0.6493,0.0392,0.6045,0.855889,0.111851,0.495048,-0.099350,763829.80,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3212,-0.1589,0.7538,-0.2839,-0.0660,0.8190,-0.6494,0.0391,0.6044,0.855975,0.111849,0.494929,-0.099210,763846.30,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3212,-0.1589,0.7538,-0.2839,-0.0660,0.8190,-0.6494,0.0391,0.6042,0.856034,0.111791,0.494816,-0.099327,763862.50,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3228,-0.1586,0.7518,-0.2855,-0.0656,0.8170,-0.6498,0.0389,0.6041,0.856033,0.111681,0.494837,-0.099357,763879.60,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3228,-0.1586,0.7518,-0.2855,-0.0656,0.8170,-0.6499,0.0389,0.6039,0.856044,0.111729,0.494811,-0.099331,763896.60,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3228,-0.1586,0.7518,-0.2855,-0.0656,0.8170,-0.6500,0.0389,0.6037,0.856089,0.111919,0.494712,-0.099228,763913.30,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3229,-0.1590,0.7515,-0.2856,-0.0660,0.8167,-0.6501,0.0388,0.6035,0.856097,0.111881,0.494721,-0.099159,763929.60,,,,,,,,,,,,,,,,,,,,,,,,,,
