kbPos,-0.2683,-0.0570,0.7959,kbRot,0.86449740,0.15243420,0.47168920,-0.08317154,,,,,,,head_y,,head_z,,head_q_w,,head_q_x,,head_q_y,,head_q_z,,t,:,kbPos,-0.2683,-0.0570,0.7959;,kbRot,0.86449740,0.15243420,0.47168920,-0.08317154,,
h_x,h_y,h_z,p_z,p_y,p_z,head_x,head_y,head_z,head_q_w,head_q_w,head_q_x,head_q_z,t,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2795,-0.1712,0.7099,-0.2435,-0.0782,0.7757,-0.7590,0.1450,0.5470,0.864080,0.134566,0.481293,-0.060128,661417.60,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2795,-0.1712,0.7099,-0.2435,-0.0782,0.7758,-0.7590,0.1450,0.5470,0.864207,0.134478,0.481107,-0.059993,661434.40,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2796,-0.1712,0.7097,-0.2436,-0.0782,0.7757,-0.7591,0.1449,0.5471,0.864267,0.134552,0.480974,-0.060018,661451.00,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2796,-0.1712,0.7097,-0.2436,-0.0782,0.7757,-0.7591,0.1449,0.5471,0.864301,0.134548,0.480922,-0.059959,661467.80,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2916,-0.1639,0.7005,-0.2557,-0.0709,0.7664,-0.7592,0.1449,0.5471,0.864392,0.134507,0.480757,-0.060069,661484.30,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2916,-0.1639,0.7005,-0.2557,-0.0709,0.7664,-0.7592,0.1449,0.5471,0.864422,0.134640,0.480674,-0.059998,661500.90,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2983,-0.1601,0.6980,-0.2623,-0.0672,0.7639,-0.7592,0.1448,0.5471,0.864447,0.134911,0.480540,-0.060103,661517.60,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2983,-0.1601,0.6980,-0.2623,-0.0672,0.7639,-0.7593,0.1447,0.5470,0.864450,0.135312,0.480380,-0.060429,661534.20,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3067,-0.1553,0.6923,-0.2707,-0.0624,0.7582,-0.7593,0.1446,0.5470,0.864363,0.135520,0.480438,-0.060748,661550.90,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3067,-0.1553,0.6923,-0.2707,-0.0624,0.7582,-0.7594,0.1445,0.5470,0.864372,0.135522,0.480375,-0.061110,661567.20,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3114,-0.1527,0.6890,-0.2755,-0.0597,0.7549,-0.7594,0.1445,0.5470,0.864368,0.135373,0.480406,-0.061258,661584.40,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3114,-0.1527,0.6890,-0.2755,-0.0597,0.7549,-0.7594,0.1446,0.5470,0.864356,0.135388,0.480415,-0.061314,661600.90,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3135,-0.1522,0.6877,-0.2776,-0.0592,0.7537,-0.7597,0.1446,0.5472,0.864289,0.135254,0.480587,-0.061216,661617.00,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3135,-0.1522,0.6877,-0.2776,-0.0592,0.7537,-0.7597,0.1446,0.5471,0.864279,0.135246,0.480614,-0.061167,661634.00,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3145,-0.1518,0.6875,-0.2786,-0.0589,0.7535,-0.7599,0.1446,0.5473,0.864263,0.135340,0.480631,-0.061044,661650.70,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3145,-0.1518,0.6875,-0.2786,-0.0589,0.7535,-0.7601,0.1446,0.5473,0.864253,0.135530,0.480613,-0.060908,661667.10,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3080,-0.1554,0.6940,-0.2720,-0.0625,0.7599,-0.7602,0.1446,0.5474,0.864281,0.135696,0.480515,-0.060909,661684.30,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3080,-0.1554,0.6940,-0.2721,-0.0625,0.7599,-0.7603,0.1446,0.5474,0.864337,0.135698,0.480406,-0.060969,661700.60,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3030,-0.1568,0.6982,-0.2671,-0.0638,0.7642,-0.7604,0.1447,0.5475,0.864519,0.135562,0.480145,-0.060756,661717.10,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3030,-0.1568,0.6982,-0.2672,-0.0638,0.7642,-0.7605,0.1449,0.5478,0.864684,0.135490,0.479894,-0.060548,661733.90,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2997,-0.1574,0.7014,-0.2638,-0.0645,0.7674,-0.7606,0.1449,0.5479,0.864801,0.135504,0.479703,-0.060362,661750.40,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2997,-0.1574,0.7014,-0.2639,-0.0645,0.7674,-0.7607,0.1450,0.5480,0.864871,0.135465,0.479595,-0.060298,661767.10,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2995,-0.1577,0.7018,-0.2637,-0.0647,0.7679,-0.7609,0.1450,0.5481,0.864982,0.135563,0.479392,-0.060097,661784.40,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2995,-0.1577,0.7018,-0.2638,-0.0647,0.7679,-0.7610,0.1450,0.5483,0.865148,0.135765,0.479087,-0.059682,661800.70,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2995,-0.1577,0.7018,-0.2638,-0.0647,0.7679,-0.7611,0.1450,0.5485,0.865331,0.135827,0.478777,-0.059377,661817.30,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2995,-0.1577,0.7018,-0.2638,-0.0647,0.7679,-0.7612,0.1450,0.5488,0.865455,0.135895,0.478558,-0.059184,661834.00,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3081,-0.1535,0.6982,-0.2724,-0.0606,0.7644,-0.7612,0.1450,0.5490,0.865603,0.136000,0.478292,-0.058921,661850.10,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3081,-0.1535,0.6982,-0.2724,-0.0606,0.7644,-0.7612,0.1450,0.5492,0.865729,0.136164,0.478071,-0.058487,661867.30,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3079,-0.1537,0.6994,-0.2723,-0.0608,0.7656,-0.7612,0.1449,0.5494,0.865783,0.136702,0.477845,-0.058275,661884.30,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3079,-0.1537,0.6994,-0.2723,-0.0608,0.7656,-0.7612,0.1448,0.5496,0.865684,0.137326,0.477828,-0.058420,661900.40,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3088,-0.1535,0.6996,-0.2732,-0.0606,0.7657,-0.7612,0.1447,0.5498,0.865730,0.137591,0.477588,-0.059082,661917.80,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3088,-0.1535,0.6996,-0.2732,-0.0606,0.7657,-0.7612,0.1445,0.5500,0.865583,0.138013,0.477667,-0.059616,661934.70,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3137,-0.1519,0.6968,-0.2781,-0.0589,0.7630,-0.7612,0.1444,0.5501,0.865437,0.138420,0.477803,-0.059685,661950.70,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3137,-0.1519,0.6968,-0.2781,-0.0589,0.7630,-0.7612,0.1444,0.5503,0.865301,0.138600,0.478009,-0.059590,661967.20,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3027,-0.1556,0.7070,-0.2670,-0.0626,0.7731,-0.7612,0.1443,0.5504,0.865160,0.138462,0.478303,-0.059607,661983.60,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3027,-0.1556,0.7070,-0.2670,-0.0626,0.7731,-0.7611,0.1444,0.5505,0.865046,0.138369,0.478558,-0.059427,662000.80,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2958,-0.1574,0.7140,-0.2600,-0.0644,0.7801,-0.7612,0.1444,0.5506,0.864982,0.138123,0.478731,-0.059544,662016.90,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2958,-0.1574,0.7140,-0.2600,-0.0644,0.7801,-0.7612,0.1444,0.5507,0.865034,0.137938,0.478671,-0.059693,662033.80,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2934,-0.1583,0.7184,-0.2577,-0.0653,0.7845,-0.7613,0.1445,0.5508,0.865279,0.137604,0.478371,-0.059320,662050.00,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2934,-0.1583,0.7184,-0.2577,-0.0653,0.7845,-0.7614,0.1446,0.5510,0.865526,0.137510,0.478030,-0.058681,662067.10,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2938,-0.1581,0.7190,-0.2582,-0.0651,0.7851,-0.7615,0.1447,0.5511,0.865741,0.137357,0.477696,-0.058585,662083.90,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2938,-0.1581,0.7190,-0.2582,-0.0651,0.7851,-0.7616,0.1447,0.5511,0.865786,0.137027,0.477735,-0.058372,662100.30,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2962,-0.1575,0.7184,-0.2606,-0.0645,0.7846,-0.7616,0.1448,0.5510,0.865727,0.137168,0.477829,-0.058151,662116.90,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2962,-0.1575,0.7184,-0.2606,-0.0645,0.7846,-0.7616,0.1449,0.5509,0.865751,0.136873,0.477887,-0.058012,662133.60,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2980,-0.1570,0.7180,-0.2623,-0.0641,0.7842,-0.7616,0.1449,0.5509,0.865651,0.136608,0.478112,-0.058270,662150.30,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2980,-0.1570,0.7180,-0.2623,-0.0641,0.7842,-0.7616,0.1449,0.5509,0.865656,0.136508,0.478119,-0.058376,662166.80,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2987,-0.1567,0.7183,-0.2631,-0.0637,0.7845,-0.7616,0.1449,0.5509,0.865688,0.136628,0.478023,-0.058405,662183.60,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3000,-0.1557,0.7197,-0.2644,-0.0628,0.7859,-0.7616,0.1449,0.5509,0.865773,0.136849,0.477824,-0.058261,662200.60,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3000,-0.1557,0.7197,-0.2644,-0.0628,0.7859,-0.7616,0.1449,0.5509,0.865855,0.136946,0.477673,-0.058040,662216.90,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3010,-0.1548,0.7212,-0.2655,-0.0618,0.7873,-0.7617,0.1449,0.5508,0.865924,0.137146,0.477468,-0.058224,662233.80,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3010,-0.1548,0.7212,-0.2655,-0.0618,0.7874,-0.7617,0.1449,0.5508,0.866017,0.137337,0.477210,-0.058505,662250.70,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3022,-0.1534,0.7247,-0.2667,-0.0605,0.7909,-0.7616,0.1448,0.5508,0.866034,0.137245,0.477171,-0.058799,662267.10,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3022,-0.1534,0.7247,-0.2668,-0.0605,0.7909,-0.7616,0.1448,0.5508,0.866083,0.137209,0.477051,-0.059127,662283.80,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3022,-0.1534,0.7247,-0.2668,-0.0605,0.7909,-0.7616,0.1447,0.5508,0.866113,0.137345,0.476941,-0.059264,662300.50,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3031,-0.1526,0.7261,-0.2676,-0.0596,0.7923,-0.7615,0.1446,0.5508,0.866207,0.137511,0.476698,-0.059462,662316.50,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3035,-0.1522,0.7267,-0.2681,-0.0593,0.7930,-0.7615,0.1445,0.5508,0.866286,0.137768,0.476452,-0.059675,662333.60,,,,,,,,,,,,,,,,,,,,,,,,,,
