# h_x, h_y, h_z, p_x, p_y, p_z, head_x, head_y, head_z, head_q_w, head_q_x, head_q_y, head_q_z, t : kbPos -0.8903,0.1796,-0.9374; kbRot 20.0000,273.7352,0.0000, 
-0.5462,0.1624,-0.8144,-0.6038,0.2577,-0.8327,-0.4242,0.3161,-0.9852,0.741737,0.124111,-0.654092,0.081161,1209531.00
-0.5462,0.1624,-0.8144,-0.6038,0.2577,-0.8327,-0.4243,0.3161,-0.9851,0.741861,0.124141,-0.653964,0.081008,1209547.00
-0.5462,0.1624,-0.8144,-0.6038,0.2577,-0.8327,-0.4244,0.3161,-0.9850,0.741918,0.124180,-0.653899,0.080948,1209564.00
-0.5462,0.1624,-0.8144,-0.6038,0.2577,-0.8327,-0.4245,0.3161,-0.9849,0.741945,0.124095,-0.653897,0.080850,1209579.00
-0.5462,0.1624,-0.8144,-0.6038,0.2577,-0.8327,-0.4246,0.3162,-0.9848,0.742035,0.124111,-0.653813,0.080683,1209596.00
-0.5462,0.1624,-0.8144,-0.6038,0.2577,-0.8327,-0.4247,0.3162,-0.9848,0.742037,0.124416,-0.653789,0.080390,1209613.00
-0.5462,0.1624,-0.8144,-0.6038,0.2577,-0.8327,-0.4247,0.3162,-0.9847,0.742088,0.124686,-0.653681,0.080373,1209630.00
-0.5462,0.1624,-0.8144,-0.6038,0.2577,-0.8327,-0.4248,0.3161,-0.9847,0.742122,0.125001,-0.653547,0.080662,1209647.00
-0.5462,0.1624,-0.8144,-0.6038,0.2577,-0.8327,-0.4248,0.3161,-0.9847,0.742120,0.125140,-0.653497,0.080870,1209664.00
-0.5462,0.1624,-0.8144,-0.6038,0.2577,-0.8327,-0.4248,0.3160,-0.9846,0.742135,0.125168,-0.653471,0.080899,1209680.00
-0.5462,0.1624,-0.8144,-0.6038,0.2577,-0.8327,-0.4248,0.3160,-0.9847,0.742084,0.125358,-0.653490,0.080917,1209696.00
-0.5462,0.1624,-0.8144,-0.6038,0.2577,-0.8327,-0.4248,0.3159,-0.9847,0.742019,0.125615,-0.653495,0.081071,1209713.00
-0.5462,0.1624,-0.8144,-0.6038,0.2577,-0.8327,-0.4248,0.3158,-0.9848,0.741918,0.125799,-0.653539,0.081356,1209730.00
-0.5462,0.1624,-0.8144,-0.6038,0.2577,-0.8327,-0.4247,0.3158,-0.9848,0.741761,0.125952,-0.653649,0.081669,1209747.00
-0.5462,0.1624,-0.8144,-0.6038,0.2577,-0.8328,-0.4247,0.3158,-0.9849,0.741530,0.126079,-0.653863,0.081863,1209763.00
-0.5462,0.1624,-0.8144,-0.6038,0.2577,-0.8328,-0.4246,0.3158,-0.9850,0.741358,0.126230,-0.653988,0.082184,1209779.00
-0.5462,0.1624,-0.8144,-0.6038,0.2577,-0.8328,-0.4245,0.3158,-0.9852,0.741070,0.126417,-0.654286,0.082119,1209796.00
-0.5462,0.1624,-0.8144,-0.6038,0.2577,-0.8329,-0.4244,0.3160,-0.9855,0.740800,0.126754,-0.654583,0.081670,1209812.00
