Format Version,1.23,Take Name,kb_qpz,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2019-10-28 06.10.32.672 PM,Total Frames in Take,6538,Total Exported Frames,6538,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
299,2.491667,-0.173251,0.005242,-0.048275,-0.983680,0.029693,1.212626,0.388412,0.041642,0.903743,0.729142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.023244,1.225399,0.390830,0.029205,1.200327,0.422163,0.026158,1.245377,0.400124,0.069103,1.223479,0.390704
300,2.500000,-0.173217,0.005085,-0.048168,-0.983692,0.029781,1.212631,0.388532,0.042576,0.906846,0.729256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.023140,1.225412,0.390983,0.029289,1.200338,0.422272,0.026257,1.245372,0.400229,0.069195,1.223484,0.390819
301,2.508333,-0.173236,0.005500,-0.048356,-0.983677,0.029903,1.212640,0.388626,0.043478,0.909783,0.729429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.023007,1.225400,0.391024,0.029375,1.200350,0.422370,0.026364,1.245386,0.400340,0.069301,1.223500,0.390934
302,2.516667,-0.173053,0.005590,-0.048403,-0.983707,0.030028,1.212675,0.388749,0.044297,0.912792,0.729527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.022899,1.225416,0.391111,0.029499,1.200406,0.422505,0.026503,1.245449,0.400480,0.069417,1.223524,0.391044
303,2.525000,-0.172476,0.005547,-0.048457,-0.983805,0.030157,1.212699,0.388872,0.045067,0.915759,0.729604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.022765,1.225437,0.391219,0.029635,1.200491,0.422629,0.026619,1.245473,0.400577,0.069545,1.223544,0.391156
304,2.533333,-0.172656,0.005596,-0.048325,-0.983780,0.030296,1.212721,0.388978,0.045744,0.918801,0.729645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.022634,1.225492,0.391332,0.029779,1.200473,0.422744,0.026761,1.245485,0.400666,0.069693,1.223571,0.391277
305,2.541667,-0.172326,0.005596,-0.048105,-0.983849,0.030415,1.212742,0.389095,0.046328,0.921805,0.729638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.022498,1.225546,0.391442,0.029890,1.200504,0.422883,0.026888,1.245511,0.400756,0.069818,1.223586,0.391380
306,2.550000,-0.171855,0.005490,-0.047996,-0.983937,0.030550,1.212769,0.389208,0.046886,0.924866,0.729584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.022370,1.225583,0.391547,0.030042,1.200597,0.422988,0.027034,1.245533,0.400856,0.069949,1.223594,0.391478
307,2.558333,-0.171618,0.005604,-0.048160,-0.983970,0.030701,1.212810,0.389336,0.047412,0.927809,0.729487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.022233,1.225623,0.391654,0.030199,1.200649,0.423123,0.027161,1.245567,0.400958,0.070107,1.223649,0.391621
308,2.566667,-0.171986,0.005731,-0.048000,-0.983913,0.030842,1.212870,0.389447,0.047948,0.930857,0.729414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.022089,1.225683,0.391760,0.030326,1.200684,0.423227,0.027322,1.245646,0.401109,0.070247,1.223682,0.391736
309,2.575000,-0.171667,0.005759,-0.047999,-0.983968,0.030994,1.212924,0.389565,0.048472,0.933853,0.729205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.021946,1.225736,0.391863,0.030484,1.200773,0.423341,0.027470,1.245710,0.401213,0.070401,1.223724,0.391855
310,2.583333,-0.172178,0.005601,-0.048154,-0.983872,0.031154,1.212958,0.389648,0.048970,0.936884,0.728948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.021767,1.225737,0.391996,0.030658,1.200765,0.423392,0.027607,1.245766,0.401313,0.070548,1.223755,0.391956
311,2.591667,-0.171490,0.005510,-0.047973,-0.984002,0.031306,1.213000,0.389795,0.049538,0.939791,0.728670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.021616,1.225811,0.392117,0.030819,1.200845,0.423580,0.027772,1.245815,0.401422,0.070705,1.223795,0.392066
312,2.600000,-0.171783,0.005698,-0.047892,-0.983954,0.031476,1.213079,0.389923,0.050068,0.942693,0.728407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.021432,1.225901,0.392255,0.030959,1.200898,0.423691,0.027946,1.245882,0.401549,0.070881,1.223875,0.392223
313,2.608333,-0.172213,0.005832,-0.047854,-0.983879,0.031651,1.213131,0.390040,0.050554,0.945458,0.728138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.021275,1.225950,0.392363,0.031132,1.200894,0.423817,0.028124,1.245963,0.401696,0.071069,1.223914,0.392349
314,2.616667,-0.171518,0.005729,-0.047725,-0.984008,0.031836,1.213168,0.390183,0.050999,0.948245,0.727885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.021099,1.226017,0.392502,0.031322,1.201002,0.423964,0.028318,1.245973,0.401790,0.071268,1.223954,0.392479
315,2.625000,-0.171480,0.005727,-0.047566,-0.984022,0.032038,1.213229,0.390337,0.051492,0.950961,0.727640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.020895,1.226106,0.392669,0.031519,1.201063,0.424114,0.028531,1.246014,0.401922,0.071475,1.224016,0.392643
316,2.633333,-0.170654,0.005203,-0.047085,-0.984192,0.032210,1.213247,0.390482,0.051992,0.953610,0.727370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.020710,1.226167,0.392824,0.031735,1.201155,0.424291,0.028741,1.246056,0.402049,0.071646,1.223994,0.392704
317,2.641667,-0.170547,0.005514,-0.047142,-0.984206,0.032441,1.213296,0.390634,0.052476,0.956182,0.727067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.020467,1.226203,0.392959,0.031920,1.201208,0.424432,0.028977,1.246114,0.402179,0.071873,1.224049,0.392888
318,2.650000,-0.170340,0.005302,-0.046721,-0.984263,0.032659,1.213356,0.390801,0.052960,0.958782,0.726794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.020255,1.226294,0.393132,0.032167,1.201301,0.424602,0.029248,1.246189,0.402358,0.072080,1.224065,0.393026
319,2.658333,-0.170213,0.004993,-0.046316,-0.984306,0.032846,1.213384,0.390952,0.053441,0.961269,0.726540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.020052,1.226354,0.393342,0.032348,1.201337,0.424740,0.029458,1.246232,0.402484,0.072298,1.224068,0.393155
320,2.666667,-0.169757,0.005043,-0.046144,-0.984392,0.033074,1.213375,0.391104,0.053888,0.963790,0.726249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.019779,1.226384,0.393466,0.032566,1.201324,0.424943,0.029677,1.246233,0.402599,0.072510,1.224066,0.393280
321,2.675000,-0.170388,0.005154,-0.046079,-0.984286,0.033310,1.213423,0.391259,0.054391,0.966141,0.725957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.019566,1.226420,0.393621,0.032793,1.201330,0.425086,0.029941,1.246290,0.402810,0.072751,1.224099,0.393446
322,2.683333,-0.170203,0.004830,-0.045797,-0.984332,0.033518,1.213448,0.391416,0.054933,0.968511,0.725727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.019360,1.226483,0.393807,0.033034,1.201385,0.425241,0.030153,1.246297,0.402962,0.072981,1.224100,0.393573
323,2.691667,-0.170264,0.004951,-0.045675,-0.984327,0.033750,1.213474,0.391600,0.055516,0.970724,0.725479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.019134,1.226548,0.394012,0.033235,1.201390,0.425421,0.030388,1.246280,0.403104,0.073249,1.224151,0.393787
324,2.700000,-0.170714,0.004523,-0.045822,-0.984244,0.033988,1.213453,0.391733,0.056142,0.972670,0.725185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.018889,1.226486,0.394203,0.033517,1.201347,0.425526,0.030612,1.246281,0.403277,0.073472,1.224118,0.393903
325,2.708333,-0.170996,0.004146,-0.045417,-0.984216,0.034219,1.213434,0.391877,0.056828,0.974720,0.724959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.018663,1.226510,0.394383,0.033808,1.201307,0.425673,0.030873,1.246259,0.403446,0.073695,1.224063,0.394020
326,2.716667,-0.170922,0.004043,-0.045318,-0.984233,0.034455,1.213420,0.392041,0.057510,0.976700,0.724761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.018429,1.226504,0.394557,0.034056,1.201317,0.425826,0.031117,1.246240,0.403613,0.073932,1.224035,0.394178
327,2.725000,-0.170613,0.003800,-0.045040,-0.984301,0.034678,1.213382,0.392226,0.058215,0.978495,0.724527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.018199,1.226503,0.394753,0.034281,1.201286,0.426044,0.031374,1.246188,0.403776,0.074160,1.224005,0.394320
328,2.733333,-0.170736,0.003663,-0.044770,-0.984292,0.034903,1.213312,0.392371,0.058864,0.980367,0.724235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.017943,1.226425,0.394916,0.034490,1.201226,0.426181,0.031639,1.246147,0.403963,0.074368,1.223902,0.394434
329,2.741667,-0.171639,0.003508,-0.044753,-0.984137,0.035133,1.213245,0.392531,0.059420,0.982167,0.723994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.017726,1.226354,0.395145,0.034735,1.201064,0.426313,0.031867,1.246086,0.404138,0.074619,1.223836,0.394624
330,2.750000,-0.171213,0.003337,-0.044553,-0.984221,0.035355,1.213158,0.392705,0.060014,0.983792,0.723768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.017508,1.226304,0.395319,0.034991,1.201028,0.426489,0.032101,1.245977,0.404290,0.074832,1.223736,0.394785
331,2.758333,-0.171186,0.003111,-0.044255,-0.984239,0.035545,1.213065,0.392866,0.060500,0.985559,0.723582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.017308,1.226242,0.395499,0.035187,1.200937,0.426665,0.032308,1.245878,0.404462,0.075040,1.223626,0.394908
332,2.766667,-0.172019,0.003030,-0.044160,-0.984099,0.035769,1.212965,0.392995,0.061000,0.987044,0.723422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.017061,1.226111,0.395665,0.035385,1.200796,0.426765,0.032549,1.245792,0.404676,0.075266,1.223501,0.395024
333,2.775000,-0.172117,0.003136,-0.044624,-0.984060,0.036016,1.212849,0.393158,0.061446,0.988626,0.723299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.016823,1.225953,0.395812,0.035639,1.200646,0.426939,0.032756,1.245689,0.404830,0.075497,1.223422,0.395206
334,2.783333,-0.172108,0.003050,-0.044414,-0.984072,0.036204,1.212739,0.393299,0.061775,0.990128,0.723123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.016616,1.225887,0.395964,0.035840,1.200552,0.427076,0.032934,1.245538,0.404969,0.075692,1.223304,0.395340
335,2.791667,-0.173310,0.003011,-0.044289,-0.983866,0.036408,1.212651,0.393401,0.062108,0.991530,0.722991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.016445,1.225815,0.396094,0.036080,1.200359,0.427170,0.033162,1.245429,0.405143,0.075892,1.223208,0.395463
336,2.800000,-0.173939,0.002892,-0.043976,-0.983770,0.036578,1.212585,0.393523,0.062385,0.992836,0.722815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.016257,1.225757,0.396258,0.036245,1.200258,0.427266,0.033350,1.245377,0.405320,0.076075,1.223100,0.395579
337,2.808333,-0.173418,0.002788,-0.044234,-0.983850,0.036782,1.212467,0.393654,0.062626,0.994172,0.722773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.016031,1.225604,0.396387,0.036435,1.200189,0.427400,0.033538,1.245265,0.405423,0.076264,1.223007,0.395690
338,2.816667,-0.173627,0.002991,-0.044189,-0.983815,0.036984,1.212413,0.393777,0.062843,0.995389,0.722631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.015844,1.225577,0.396502,0.036646,1.200109,0.427515,0.033736,1.245188,0.405533,0.076467,1.222954,0.395854
339,2.825000,-0.174080,0.003158,-0.044077,-0.983740,0.037170,1.212354,0.393855,0.063004,0.996647,0.722516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.015684,1.225536,0.396587,0.036822,1.200014,0.427578,0.033947,1.245102,0.405621,0.076664,1.222896,0.395966
340,2.833333,-0.174256,0.003469,-0.044058,-0.983708,0.037365,1.212344,0.393976,0.063187,0.997764,0.722437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.015505,1.225530,0.396681,0.036983,1.199974,0.427709,0.034157,1.245093,0.405745,0.076870,1.222894,0.396109
341,2.841667,-0.174101,0.003508,-0.043947,-0.983741,0.037549,1.212309,0.394063,0.063230,0.999050,0.722337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.015302,1.225521,0.396761,0.037165,1.199954,0.427801,0.034329,1.245043,0.405822,0.077059,1.222853,0.396193
342,2.850000,-0.173955,0.003777,-0.044011,-0.983762,0.037755,1.212267,0.394121,0.063331,1.000093,0.722268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.015067,1.225450,0.396787,0.037324,1.199936,0.427855,0.034530,1.245032,0.405897,0.077256,1.222798,0.396251
343,2.858333,-0.173616,0.003843,-0.043677,-0.983837,0.037965,1.212269,0.394176,0.063345,1.001185,0.722164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.014863,1.225498,0.396817,0.037542,1.199995,0.427907,0.034758,1.245013,0.405951,0.077475,1.222765,0.396299
344,2.866667,-0.173068,0.003768,-0.043784,-0.983929,0.038189,1.212255,0.394244,0.063399,1.002198,0.722176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.014619,1.225470,0.396889,0.037763,1.200046,0.427961,0.034957,1.245001,0.405989,0.077699,1.222750,0.396361
345,2.875000,-0.174621,0.003871,-0.043589,-0.983663,0.038438,1.212285,0.394254,0.063435,1.003092,0.722107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.014391,1.225531,0.396932,0.038059,1.199901,0.427964,0.035212,1.245046,0.406060,0.077936,1.222757,0.396427
346,2.883333,-0.174448,0.003920,-0.043172,-0.983712,0.038661,1.212279,0.394297,0.063370,1.004091,0.722087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.014165,1.225547,0.396949,0.038261,1.199898,0.428035,0.035490,1.245086,0.406120,0.078161,1.222713,0.396433
347,2.891667,-0.174365,0.003992,-0.042720,-0.983746,0.038899,1.212269,0.394318,0.063298,1.004978,0.722063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.013910,1.225600,0.396988,0.038473,1.199895,0.428051,0.035765,1.245039,0.406110,0.078410,1.222694,0.396467
348,2.900000,-0.174531,0.004419,-0.042685,-0.983716,0.039158,1.212281,0.394344,0.063238,1.005810,0.722000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.013650,1.225629,0.396994,0.038678,1.199891,0.428066,0.036016,1.245028,0.406125,0.078696,1.222713,0.396535
349,2.908333,-0.173888,0.004592,-0.042465,-0.983839,0.039440,1.212263,0.394365,0.063116,1.006649,0.722099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.013334,1.225637,0.396962,0.038934,1.199932,0.428116,0.036294,1.245024,0.406142,0.078981,1.222669,0.396523
350,2.916667,-0.174302,0.004389,-0.042212,-0.983777,0.039742,1.212316,0.394352,0.063063,1.007378,0.722201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.013052,1.225705,0.396983,0.039314,1.199981,0.428055,0.036599,1.245102,0.406164,0.079271,1.222651,0.396533
351,2.925000,-0.174455,0.004542,-0.041836,-0.983765,0.040009,1.212323,0.394347,0.063026,1.007963,0.722282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.012807,1.225745,0.396980,0.039553,1.199972,0.428046,0.036921,1.245108,0.406158,0.079558,1.222639,0.396541
352,2.933333,-0.174005,0.004640,-0.041759,-0.983848,0.040304,1.212296,0.394339,0.062989,1.008673,0.722350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.012472,1.225726,0.396948,0.039822,1.199985,0.428052,0.037230,1.245076,0.406130,0.079826,1.222617,0.396521
353,2.941667,-0.174291,0.004767,-0.041481,-0.983809,0.040583,1.212322,0.394339,0.062936,1.009266,0.722513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.012188,1.225793,0.396949,0.040080,1.199941,0.428080,0.037520,1.245116,0.406123,0.080127,1.222640,0.396524
354,2.950000,-0.173363,0.004708,-0.041532,-0.983971,0.040877,1.212323,0.394323,0.062935,1.009733,0.722703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.011880,1.225781,0.396911,0.040355,1.200035,0.428073,0.037804,1.245134,0.406072,0.080431,1.222637,0.396475
355,2.958333,-0.173750,0.004660,-0.041358,-0.983910,0.041158,1.212350,0.394267,0.062876,1.010300,0.722886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.011588,1.225839,0.396894,0.040647,1.200032,0.427994,0.038093,1.245125,0.406008,0.080706,1.222664,0.396448
356,2.966667,-0.174106,0.004753,-0.041146,-0.983855,0.041434,1.212384,0.394237,0.062873,1.010753,0.723060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.011327,1.225899,0.396859,0.040930,1.200014,0.427976,0.038396,1.245169,0.405991,0.080978,1.222685,0.396429
357,2.975000,-0.174000,0.004809,-0.040640,-0.983895,0.041681,1.212414,0.394197,0.062850,1.011217,0.723235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.011053,1.225976,0.396828,0.041164,1.200062,0.427921,0.038651,1.245223,0.405951,0.081253,1.222654,0.396386
358,2.983333,-0.173737,0.005279,-0.040874,-0.983929,0.041980,1.212441,0.394167,0.062844,1.011550,0.723452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.010752,1.225980,0.396730,0.041420,1.200117,0.427900,0.038936,1.245254,0.405921,0.081541,1.222692,0.396376
359,2.991667,-0.173350,0.005257,-0.040813,-0.984000,0.042251,1.212461,0.394134,0.062881,1.011903,0.723660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.010519,1.225997,0.396672,0.041699,1.200190,0.427869,0.039242,1.245275,0.405888,0.081815,1.222701,0.396328
360,3.000000,-0.173575,0.005079,-0.040397,-0.983979,0.042476,1.212477,0.394074,0.062905,1.012212,0.723848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.010294,1.226066,0.396637,0.041965,1.200186,0.427807,0.039489,1.245287,0.405837,0.082040,1.222680,0.396264
361,3.008333,-0.173604,0.005160,-0.040034,-0.983988,0.042685,1.212499,0.394028,0.062901,1.012630,0.724038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.010048,1.226138,0.396601,0.042156,1.200203,0.427760,0.039702,1.245292,0.405782,0.082255,1.222682,0.396224
362,3.016667,-0.173278,0.005718,-0.040374,-0.984029,0.042934,1.212494,0.393972,0.062924,1.012992,0.724206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.009775,1.226094,0.396457,0.042343,1.200218,0.427730,0.039906,1.245321,0.405735,0.082502,1.222688,0.396172
363,3.025000,-0.173085,0.005814,-0.040113,-0.984073,0.043145,1.212488,0.393893,0.062951,1.013368,0.724370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.009566,1.226113,0.396382,0.042530,1.200215,0.427650,0.040152,1.245324,0.405623,0.082721,1.222673,0.396106
