Format Version,1.23,Take Name,kb_qpz,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2019-10-28 06.10.32.672 PM,Total Frames in Take,6538,Total Exported Frames,6538,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
2360,19.666667,-0.184283,0.363993,0.077078,-0.909730,0.035784,1.169799,0.546908,-0.120780,1.022098,0.712909,,,,,,,,,,,,,,,,,,,,,,0.096505,1.130503,0.573793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000386,1.201023,0.519707,0.010477,1.160039,0.570401,0.035986,1.202091,0.560383,0.065868,1.165614,0.574363
2361,19.675000,-0.184390,0.364541,0.077558,-0.909448,0.036336,1.169440,0.547566,-0.120952,1.022757,0.712744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000998,1.200712,0.520349,0.011021,1.159700,0.571024,0.036551,1.201733,0.561057,0.066369,1.165196,0.575051
2362,19.683333,-0.184838,0.365115,0.077807,-0.909105,0.036903,1.169122,0.548205,-0.121115,1.023342,0.712586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001614,1.200436,0.520976,0.011556,1.159364,0.571623,0.037114,1.201406,0.561729,0.066896,1.164837,0.575722
2363,19.691667,-0.185192,0.365597,0.078361,-0.908792,0.037450,1.168807,0.548899,-0.121300,1.024011,0.712458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002206,1.200199,0.521649,0.012047,1.159019,0.572299,0.037682,1.201108,0.562454,0.067442,1.164449,0.576451
2364,19.700000,-0.185759,0.366095,0.079000,-0.908420,0.038021,1.168491,0.549559,-0.121489,1.024585,0.712254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002818,1.199971,0.522318,0.012589,1.158690,0.572912,0.038278,1.200762,0.563154,0.067987,1.164059,0.577155
2365,19.708333,-0.186227,0.366583,0.079167,-0.908113,0.038623,1.168151,0.550232,-0.121647,1.025165,0.712153,,,,,,,,,,,,,,,,,,,,,,0.077822,1.098494,0.565860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003458,1.199673,0.522991,0.013150,1.158313,0.573549,0.038889,1.200398,0.563847,0.068551,1.163705,0.577860
2366,19.716667,-0.186450,0.366798,0.080307,-0.907880,0.039201,1.167860,0.550948,-0.121791,1.025674,0.712038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004111,1.199474,0.523753,0.013728,1.158076,0.574231,0.039495,1.200102,0.564605,0.069121,1.163287,0.578576
2367,19.725000,-0.186860,0.367708,0.080303,-0.907428,0.039825,1.167531,0.551691,-0.121914,1.026215,0.712003,,,,,,,,,,,,,,,,,,,,,,0.099776,1.127440,0.578731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004778,1.199190,0.524459,0.014314,1.157710,0.574913,0.040127,1.199740,0.565343,0.069663,1.162958,0.579401
2368,19.733333,-0.187128,0.368511,0.080407,-0.907038,0.040479,1.167187,0.552421,-0.121976,1.026538,0.711919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005500,1.198852,0.525136,0.014932,1.157360,0.575600,0.040754,1.199442,0.566116,0.070263,1.162555,0.580160
2369,19.741667,-0.186530,0.368196,0.082186,-0.907129,0.041075,1.166772,0.553124,-0.122091,1.026987,0.711854,,,,,,,,,,,,,,,,,,,,,,0.100923,1.126903,0.580321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006193,1.198567,0.525877,0.015518,1.157069,0.576350,0.041451,1.198968,0.566861,0.070897,1.162046,0.580788
2370,19.750000,-0.187161,0.369140,0.082274,-0.906608,0.041757,1.166450,0.553897,-0.122168,1.027253,0.711831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006915,1.198303,0.526624,0.016159,1.156696,0.577050,0.042151,1.198609,0.567646,0.071492,1.161709,0.581647
2371,19.758333,-0.188180,0.369395,0.083007,-0.906226,0.042419,1.166113,0.554646,-0.122186,1.027440,0.711836,,,,,,,,,,,,,,,,,,,,,,0.102097,1.126367,0.581924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007613,1.198036,0.527453,0.016800,1.156321,0.577733,0.042844,1.198267,0.568473,0.072120,1.161272,0.582406
2372,19.766667,-0.188079,0.369732,0.083932,-0.906024,0.043072,1.165750,0.555417,-0.122159,1.027562,0.711870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008347,1.197779,0.528222,0.017421,1.155988,0.578508,0.043540,1.197863,0.569244,0.072759,1.160855,0.583190
2373,19.775000,-0.188410,0.370311,0.083796,-0.905732,0.043786,1.165371,0.556195,-0.122111,1.027623,0.711951,,,,,,,,,,,,,,,,,,,,,,0.103149,1.124040,0.582876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009096,1.197370,0.528973,0.018112,1.155619,0.579228,0.044225,1.197499,0.570073,0.073427,1.160454,0.583983
2374,19.783333,-0.188737,0.370248,0.085251,-0.905554,0.044470,1.164985,0.556967,-0.122032,1.027624,0.712059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009816,1.197155,0.529826,0.018781,1.155234,0.579988,0.045019,1.197047,0.570853,0.074117,1.159971,0.584780
2375,19.791667,-0.188536,0.370519,0.086126,-0.905402,0.045175,1.164616,0.557756,-0.121924,1.027567,0.712170,,,,,,,,,,,,,,,,,,,,,,0.104653,1.123983,0.584663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010586,1.196862,0.530616,0.019471,1.154940,0.580757,0.045775,1.196616,0.571660,0.074809,1.159556,0.585573
2376,19.800000,-0.189764,0.370704,0.086999,-0.904986,0.045888,1.164280,0.558518,-0.121792,1.027436,0.712291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011334,1.196608,0.531460,0.020153,1.154561,0.581459,0.046490,1.196304,0.572528,0.075533,1.159068,0.586340
2377,19.808333,-0.189651,0.370839,0.088105,-0.904847,0.046606,1.163913,0.559253,-0.121637,1.027205,0.712414,,,,,,,,,,,,,,,,,,,,,,0.106044,1.122989,0.586070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012137,1.196327,0.532184,0.020840,1.154212,0.582229,0.047255,1.195990,0.573313,0.076258,1.158588,0.587039
2378,19.816667,-0.190886,0.371388,0.088640,-0.904310,0.047343,1.163586,0.560023,-0.121515,1.027123,0.712470,,,,,,,,,,,,,,,,,,,,,,0.106326,1.121789,0.586549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012920,1.196074,0.532972,0.021541,1.153824,0.582947,0.047983,1.195665,0.574198,0.076957,1.158152,0.587822
2379,19.825000,-0.191633,0.371322,0.089757,-0.904069,0.048050,1.163241,0.560766,-0.121428,1.027092,0.712456,,,,,,,,,,,,,,,,,,,,,,0.107480,1.121979,0.587443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013645,1.195907,0.533823,0.022247,1.153454,0.583667,0.048783,1.195146,0.574945,0.077638,1.157783,0.588599
2380,19.833333,-0.190717,0.371388,0.090799,-0.904132,0.048747,1.162916,0.561533,-0.121357,1.027081,0.712389,,,,,,,,,,,,,,,,,,,,,,0.107853,1.121708,0.588296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014408,1.195648,0.534591,0.022949,1.153238,0.584438,0.049557,1.194815,0.575665,0.078334,1.157402,0.589372
2381,19.841667,-0.191820,0.372014,0.091409,-0.903579,0.049482,1.162616,0.562279,-0.121299,1.027069,0.712309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015200,1.195426,0.535345,0.023633,1.152877,0.585135,0.050309,1.194517,0.576525,0.079019,1.157004,0.590130
2382,19.850000,-0.192330,0.372189,0.092479,-0.903289,0.050180,1.162293,0.563000,-0.121250,1.027043,0.712247,,,,,,,,,,,,,,,,,,,,,,0.108681,1.120677,0.589659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015962,1.195220,0.536153,0.024323,1.152543,0.585822,0.051051,1.194175,0.577252,0.079690,1.156579,0.590874
2383,19.858333,-0.192239,0.372403,0.093494,-0.903117,0.050862,1.161918,0.563720,-0.121177,1.026959,0.712167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016720,1.194948,0.536898,0.024970,1.152222,0.586529,0.051809,1.193696,0.577982,0.080355,1.156183,0.591594
2384,19.866667,-0.192305,0.372973,0.094535,-0.902759,0.051549,1.161563,0.564436,-0.121117,1.026881,0.712132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017504,1.194662,0.537594,0.025625,1.151943,0.587206,0.052501,1.193370,0.578772,0.081039,1.155683,0.592314
2385,19.875000,-0.193612,0.372676,0.095782,-0.902470,0.052209,1.161261,0.565082,-0.121054,1.026757,0.712090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018194,1.194492,0.538393,0.026254,1.151547,0.587834,0.053236,1.193057,0.579504,0.081703,1.155259,0.592929
2386,19.883333,-0.193135,0.373734,0.095981,-0.902114,0.052884,1.160891,0.565787,-0.120996,1.026618,0.712038,,,,,,,,,,,,,,,,,,,,,,0.113833,1.122441,0.593395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018946,1.194115,0.538983,0.026895,1.151248,0.588485,0.053923,1.192729,0.580229,0.082307,1.154845,0.593684
2387,19.891667,-0.192912,0.374192,0.096779,-0.901887,0.053521,1.160549,0.566449,-0.120967,1.026536,0.712007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019659,1.193850,0.539627,0.027498,1.150941,0.589136,0.054607,1.192381,0.580890,0.082918,1.154444,0.594369
2388,19.900000,-0.193872,0.374000,0.098146,-0.901612,0.054127,1.160260,0.567049,-0.120928,1.026470,0.711950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020304,1.193723,0.540328,0.028121,1.150633,0.589733,0.055272,1.192008,0.581571,0.083518,1.154036,0.594947
2389,19.908333,-0.194646,0.374111,0.099209,-0.901283,0.054733,1.159950,0.567678,-0.120868,1.026409,0.711864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020972,1.193536,0.541074,0.028717,1.150283,0.590324,0.055922,1.191670,0.582207,0.084092,1.153624,0.595596
2390,19.916667,-0.194820,0.374953,0.099672,-0.900844,0.055343,1.159648,0.568318,-0.120776,1.026286,0.711784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021670,1.193278,0.541640,0.029285,1.150020,0.590931,0.056530,1.191348,0.582927,0.084646,1.153267,0.596246
2391,19.925000,-0.194901,0.375729,0.099869,-0.900482,0.055933,1.159345,0.568918,-0.120691,1.026213,0.711704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022324,1.193009,0.542194,0.029829,1.149708,0.591492,0.057157,1.191021,0.583540,0.085157,1.152969,0.596886
2392,19.933333,-0.194916,0.376374,0.100665,-0.900121,0.056487,1.159036,0.569504,-0.120608,1.026170,0.711589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022960,1.192766,0.542768,0.030339,1.149465,0.592023,0.057750,1.190667,0.584165,0.085677,1.152601,0.597499
2393,19.941667,-0.195354,0.376155,0.102552,-0.899904,0.056993,1.158733,0.570022,-0.120499,1.026166,0.711327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023542,1.192638,0.543379,0.030864,1.149182,0.592557,0.058301,1.190399,0.584735,0.086223,1.152068,0.597997
2394,19.950000,-0.195284,0.376584,0.103347,-0.899649,0.057501,1.158401,0.570544,-0.120357,1.026314,0.710908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024097,1.192399,0.543904,0.031314,1.148872,0.593044,0.058883,1.190024,0.585245,0.086724,1.151696,0.598571
2395,19.958333,-0.195079,0.377734,0.103178,-0.899231,0.058022,1.158122,0.571063,-0.120214,1.026546,0.710474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024731,1.192092,0.544340,0.031754,1.148615,0.593506,0.059381,1.189760,0.585763,0.087165,1.151439,0.599129
2396,19.966667,-0.194979,0.378022,0.104348,-0.898996,0.058453,1.157855,0.571529,-0.120034,1.026702,0.709909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025230,1.191922,0.544782,0.032179,1.148432,0.593966,0.059880,1.189440,0.586307,0.087576,1.151083,0.599580
2397,19.975000,-0.195506,0.378867,0.104796,-0.898474,0.058907,1.157592,0.571971,-0.119840,1.026926,0.709417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025733,1.191737,0.545191,0.032586,1.148140,0.594349,0.060349,1.189179,0.586783,0.087979,1.150743,0.600091
2398,19.983333,-0.195727,0.379279,0.105174,-0.898207,0.059332,1.157354,0.572370,-0.119633,1.027054,0.708988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026268,1.191509,0.545613,0.032969,1.147914,0.594730,0.060754,1.188943,0.587220,0.088363,1.150476,0.600457
2399,19.991667,-0.196629,0.379563,0.106525,-0.897731,0.059663,1.157238,0.572789,-0.119410,1.027313,0.708548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026649,1.191570,0.546120,0.033296,1.147760,0.595104,0.061158,1.188769,0.587668,0.088651,1.150227,0.600925
2400,20.000000,-0.196325,0.380418,0.107093,-0.897368,0.060038,1.156999,0.573175,-0.119204,1.027474,0.708144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027133,1.191376,0.546447,0.033609,1.147575,0.595455,0.061543,1.188543,0.588061,0.088991,1.149934,0.601346
2401,20.008333,-0.195514,0.381582,0.107071,-0.897054,0.060374,1.156790,0.573563,-0.119055,1.027659,0.707865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027562,1.191149,0.546709,0.033895,1.147471,0.595784,0.061905,1.188280,0.588433,0.089231,1.149782,0.601790
2402,20.016667,-0.196287,0.382735,0.107780,-0.896308,0.060717,1.156666,0.573928,-0.118916,1.027806,0.707571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027999,1.191131,0.547042,0.034170,1.147323,0.596069,0.062220,1.188194,0.588850,0.089542,1.149502,0.602242
2403,20.025000,-0.195437,0.383867,0.107589,-0.896033,0.061012,1.156504,0.574275,-0.118856,1.027961,0.707318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028387,1.190925,0.547269,0.034429,1.147239,0.596365,0.062528,1.188039,0.589163,0.089728,1.149390,0.602642
2404,20.033333,-0.196071,0.384774,0.108289,-0.895421,0.061288,1.156419,0.574559,-0.118841,1.028106,0.707057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028762,1.190943,0.547537,0.034631,1.147122,0.596601,0.062802,1.187955,0.589491,0.089966,1.149205,0.602977
2405,20.041667,-0.196397,0.385634,0.108757,-0.894923,0.061552,1.156278,0.574891,-0.118868,1.028392,0.706824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029101,1.190903,0.547871,0.034856,1.146989,0.596866,0.063091,1.187695,0.589797,0.090151,1.149065,0.603393
2406,20.050000,-0.195967,0.386654,0.108795,-0.894572,0.061811,1.156197,0.575208,-0.118886,1.028583,0.706636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029453,1.190800,0.548067,0.035062,1.146952,0.597150,0.063349,1.187665,0.590146,0.090338,1.148967,0.603731
2407,20.058333,-0.196061,0.387338,0.110021,-0.894106,0.062043,1.156067,0.575530,-0.118931,1.028759,0.706465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029797,1.190772,0.548372,0.035229,1.146899,0.597426,0.063618,1.187507,0.590542,0.090564,1.148717,0.604067
2408,20.066667,-0.196073,0.388719,0.108909,-0.893640,0.062333,1.155992,0.575896,-0.118984,1.028890,0.706333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.030150,1.190596,0.548614,0.035474,1.146791,0.597714,0.063863,1.187457,0.590909,0.090697,1.148742,0.604493
2409,20.075000,-0.196317,0.389326,0.109993,-0.893189,0.062585,1.155850,0.576205,-0.119023,1.028983,0.706228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.030494,1.190584,0.548908,0.035676,1.146681,0.598000,0.064125,1.187289,0.591254,0.090954,1.148477,0.604840
2410,20.083333,-0.196886,0.390204,0.110166,-0.892659,0.062867,1.155749,0.576557,-0.119056,1.029043,0.706138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.030832,1.190511,0.549251,0.035908,1.146526,0.598276,0.064448,1.187207,0.591642,0.091129,1.148348,0.605241
2411,20.091667,-0.196586,0.390634,0.111546,-0.892366,0.063108,1.155634,0.576919,-0.119092,1.029143,0.706047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.031191,1.190532,0.549628,0.036140,1.146499,0.598626,0.064706,1.187067,0.591977,0.091374,1.148099,0.605643
2412,20.100000,-0.196248,0.391898,0.111438,-0.891899,0.063400,1.155465,0.577298,-0.119109,1.029228,0.705976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.031582,1.190313,0.549912,0.036351,1.146394,0.598910,0.065017,1.186906,0.592386,0.091566,1.147957,0.606063
2413,20.108333,-0.196335,0.392177,0.112660,-0.891604,0.063647,1.155305,0.577651,-0.119123,1.029265,0.705918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.031928,1.190309,0.550262,0.036584,1.146244,0.599300,0.065278,1.186721,0.592749,0.091815,1.147679,0.606427
2414,20.116667,-0.196121,0.393268,0.112471,-0.891194,0.063939,1.155132,0.578036,-0.119155,1.029300,0.705896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.032291,1.190068,0.550573,0.036799,1.146105,0.599590,0.065597,1.186599,0.593166,0.092015,1.147521,0.606851
2415,20.125000,-0.197021,0.393775,0.113392,-0.890655,0.064202,1.154949,0.578365,-0.119187,1.029297,0.705918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.032616,1.190022,0.550925,0.037040,1.145908,0.599880,0.065868,1.186347,0.593569,0.092248,1.147229,0.607210
2416,20.133333,-0.197288,0.394234,0.114172,-0.890293,0.064440,1.154785,0.578714,-0.119233,1.029245,0.705982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.032933,1.189926,0.551304,0.037241,1.145750,0.600188,0.066148,1.186178,0.593943,0.092443,1.146995,0.607576
2417,20.141667,-0.197393,0.394677,0.115176,-0.889944,0.064666,1.154575,0.579071,-0.119305,1.029221,0.706137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.033245,1.189850,0.551640,0.037438,1.145516,0.600565,0.066411,1.185983,0.594306,0.092642,1.146679,0.607960
2418,20.150000,-0.197268,0.395407,0.115586,-0.889594,0.064906,1.154318,0.579432,-0.119350,1.029135,0.706250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.033581,1.189599,0.551996,0.037647,1.145328,0.600857,0.066665,1.185703,0.594681,0.092811,1.146402,0.608341
2419,20.158333,-0.197277,0.396319,0.116208,-0.889106,0.065133,1.154117,0.579772,-0.119412,1.029067,0.706346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.033896,1.189479,0.552294,0.037834,1.145153,0.601144,0.066903,1.185503,0.595013,0.092991,1.146119,0.608756
2420,20.166667,-0.197464,0.397168,0.116827,-0.888604,0.065385,1.153870,0.580096,-0.119464,1.028916,0.706460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.034252,1.189295,0.552588,0.038017,1.144908,0.601427,0.067175,1.185270,0.595373,0.093193,1.145802,0.609112
2421,20.175000,-0.197837,0.397837,0.117515,-0.888131,0.065621,1.153683,0.580410,-0.119549,1.028845,0.706571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.034579,1.189197,0.552872,0.038212,1.144740,0.601715,0.067416,1.185024,0.595753,0.093384,1.145558,0.609436
2422,20.183333,-0.197560,0.398700,0.118000,-0.887741,0.065881,1.153453,0.580761,-0.119655,1.028826,0.706710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.034940,1.188993,0.553195,0.038422,1.144566,0.602002,0.067709,1.184790,0.596095,0.093577,1.145300,0.609833
2423,20.191667,-0.198003,0.399478,0.118407,-0.887238,0.066140,1.153278,0.581097,-0.119715,1.028734,0.706803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.035287,1.188880,0.553502,0.038629,1.144350,0.602310,0.067973,1.184629,0.596473,0.093768,1.145068,0.610192
