,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,lh_rb_v2,lh_rb_v2,lh_rb_v2,lh_rb_v2,lh_rb_v2,lh_rb_v2,lh_rb_v2,Unlabeled 1345,Unlabeled 1345,Unlabeled 1345,Unlabeled 1350,Unlabeled 1350,Unlabeled 1350,Unlabeled 1351,Unlabeled 1351,Unlabeled 1351,Unlabeled 1394,Unlabeled 1394,Unlabeled 1394,Unlabeled 1395,Unlabeled 1395,Unlabeled 1395,Unlabeled 1402,Unlabeled 1402,Unlabeled 1402,Unlabeled 1403,Unlabeled 1403,Unlabeled 1403,Unlabeled 1416,Unlabeled 1416,Unlabeled 1416,Unlabeled 1417,Unlabeled 1417,Unlabeled 1417,lh_rb_v2:Marker1,lh_rb_v2:Marker1,lh_rb_v2:Marker1,lh_rb_v2:Marker2,lh_rb_v2:Marker2,lh_rb_v2:Marker2,lh_rb_v2:Marker3,lh_rb_v2:Marker3,lh_rb_v2:Marker3,lh_rb_v2:Marker4,lh_rb_v2:Marker4,lh_rb_v2:Marker4
,ID,"89F1026118DC11E97DA3F75ED5E0708A","89F1026118DC11E97DA3F75ED5E0708A","89F1026118DC11E97DA3F75ED5E0708A","89F1026118DC11E97DA3F75ED5E0708A","89F1026118DC11E97DA3F75ED5E0708A","89F1026118DC11E97DA3F75ED5E0708A","89F1026118DC11E97DA3F75ED5E0708A","C75F0","C75F0","C75F0","C8990","C8990","C8990","C89A0","C89A0","C89A0","C8C50","C8C50","C8C50","C8C60","C8C60","C8C60","C8CD0","C8CD0","C8CD0","C8CE0","C8CE0","C8CE0","C8DB0","C8DB0","C8DB0","C8DC0","C8DC0","C8DC0","C8430","C8430","C8430","C8240","C8240","C8240","C8460","C8460","C8460","C8220","C8220","C8220"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
31,0.258333,-0.147600,0.044202,-0.054946,-0.986530,0.027149,1.286278,0.291560,-0.018586,1.111894,0.711831,,,,,,,,,,,,,,,,,,,,,,,,,-0.025635,1.298766,0.288764,0.023912,1.275815,0.325747,0.022235,1.320407,0.302072,0.066650,1.296538,0.296090
32,0.266667,-0.139472,0.043510,-0.052467,-0.987877,0.027295,1.285843,0.291451,-0.018434,1.111874,0.711812,,,,,,,,,,,,,,,,,,,,,,,,,-0.025602,1.298793,0.288753,0.023942,1.275855,0.325743,0.023032,1.319439,0.300912,0.066681,1.296554,0.296083
33,0.275000,-0.139338,0.043559,-0.052410,-0.987897,0.027324,1.285862,0.291445,-0.018304,1.111861,0.711798,,,,,,,,,,,,,,,,,,,,,,,,,-0.025568,1.298822,0.288737,0.023968,1.275887,0.325738,0.023058,1.319457,0.300899,0.066711,1.296567,0.296078
34,0.283333,-0.139027,0.043497,-0.052300,-0.987950,0.027347,1.285876,0.291437,-0.018224,1.111852,0.711800,,,,,,,,,,,,,,,,,,,,,,,,,-0.025538,1.298853,0.288733,0.023993,1.275916,0.325738,0.023081,1.319477,0.300859,0.066743,1.296576,0.296063
35,0.291667,-0.138919,0.043489,-0.052216,-0.987970,0.027386,1.285883,0.291426,-0.018170,1.111836,0.711805,,,,,,,,,,,,,,,,,,,,,,,,,-0.025502,1.298865,0.288719,0.024024,1.275935,0.325730,0.023116,1.319493,0.300850,0.066806,1.296572,0.296041
36,0.300000,-0.138751,0.043458,-0.052184,-0.987996,0.027424,1.285882,0.291411,-0.018131,1.111811,0.711817,,,,,,,,,,,,,,,,,,,,,,,,,-0.025461,1.298868,0.288698,0.024066,1.275950,0.325721,0.023152,1.319494,0.300830,0.066845,1.296566,0.296016
37,0.308333,-0.138395,0.043359,-0.052102,-0.988055,0.027466,1.285862,0.291401,-0.018108,1.111809,0.711823,,,,,,,,,,,,,,,,,,,,,,,,,-0.025420,1.298864,0.288689,0.024111,1.275955,0.325719,0.023208,1.319459,0.300790,0.066886,1.296556,0.295993
38,0.316667,-0.138328,0.043233,-0.052059,-0.988072,0.027509,1.285848,0.291387,-0.018096,1.111823,0.711809,,,,,,,,,,,,,,,,,,,,,,,,,-0.025376,1.298853,0.288684,0.024164,1.275949,0.325710,0.023252,1.319448,0.300777,0.066935,1.296538,0.295964
39,0.325000,-0.138259,0.043144,-0.052049,-0.988086,0.027552,1.285828,0.291376,-0.018098,1.111879,0.711772,,,,,,,,,,,,,,,,,,,,,,,,,-0.025335,1.298835,0.288679,0.024215,1.275931,0.325704,0.023294,1.319429,0.300761,0.066980,1.296518,0.295945
40,0.333333,-0.138233,0.043051,-0.052043,-0.988094,0.027591,1.285811,0.291369,-0.018088,1.111975,0.711707,,,,,,,,,,,,,,,,,,,,,,,,,-0.025294,1.298820,0.288681,0.024263,1.275916,0.325697,0.023331,1.319412,0.300751,0.067018,1.296501,0.295932
