kbPos,-0.8903,0.1796,-0.9374,kbRot,20.0000,273.7352,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h_x,h_y,h_z,p_z,p_y,p_z,head_x,head_y,head_z,head_q_w,head_q_w,head_q_x,head_q_z,t,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8845,0.0773,-0.7676,-0.9263,0.1725,-0.8111,-0.6038,0.2120,-0.7009,0.539731,0.450740,-0.689866,-0.172072,1130579.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8845,0.0773,-0.7676,-0.9264,0.1725,-0.8111,-0.6037,0.2121,-0.7010,0.539908,0.450601,-0.689800,-0.172144,1130596.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8845,0.0773,-0.7676,-0.9264,0.1725,-0.8111,-0.6036,0.2122,-0.7011,0.540137,0.450292,-0.689819,-0.172162,1130613.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8845,0.0773,-0.7676,-0.9264,0.1725,-0.8111,-0.6034,0.2124,-0.7013,0.540364,0.450244,-0.689657,-0.172222,1130629.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8845,0.0773,-0.7676,-0.9264,0.1725,-0.8110,-0.6033,0.2126,-0.7014,0.540732,0.450145,-0.689469,-0.172077,1130646.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8845,0.0773,-0.7676,-0.9265,0.1725,-0.8110,-0.6033,0.2128,-0.7017,0.541189,0.449825,-0.689432,-0.171624,1130663.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8845,0.0773,-0.7676,-0.9265,0.1725,-0.8110,-0.6031,0.2131,-0.7021,0.541623,0.449494,-0.689476,-0.170945,1130679.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8845,0.0773,-0.7676,-0.9265,0.1725,-0.8110,-0.6030,0.2134,-0.7025,0.542143,0.448917,-0.689637,-0.170165,1130696.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8845,0.0773,-0.7676,-0.9265,0.1725,-0.8109,-0.6028,0.2138,-0.7029,0.542762,0.448124,-0.689881,-0.169290,1130712.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8845,0.0773,-0.7676,-0.9266,0.1725,-0.8109,-0.6028,0.2143,-0.7035,0.543240,0.447563,-0.690067,-0.168482,1130729.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8845,0.0773,-0.7676,-0.9266,0.1725,-0.8109,-0.6026,0.2149,-0.7040,0.543787,0.447002,-0.690266,-0.167384,1130746.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8845,0.0773,-0.7676,-0.9266,0.1725,-0.8109,-0.6025,0.2154,-0.7047,0.544402,0.446300,-0.690534,-0.166150,1130763.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8845,0.0773,-0.7676,-0.9266,0.1725,-0.8109,-0.6022,0.2160,-0.7054,0.545229,0.445274,-0.690858,-0.164842,1130779.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8845,0.0773,-0.7676,-0.9267,0.1725,-0.8108,-0.6020,0.2166,-0.7063,0.546173,0.444038,-0.691211,-0.163564,1130796.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8845,0.0773,-0.7676,-0.9267,0.1725,-0.8107,-0.6016,0.2172,-0.7071,0.547184,0.442871,-0.691441,-0.162370,1130813.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8845,0.0773,-0.7676,-0.9268,0.1725,-0.8107,-0.6013,0.2181,-0.7080,0.548169,0.441979,-0.691518,-0.161150,1130829.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8845,0.0773,-0.7676,-0.9269,0.1725,-0.8106,-0.6009,0.2189,-0.7090,0.549115,0.440927,-0.691748,-0.159817,1130846.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8845,0.0773,-0.7676,-0.9269,0.1725,-0.8106,-0.6005,0.2199,-0.7101,0.550366,0.439291,-0.692132,-0.158346,1130862.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8845,0.0773,-0.7676,-0.9271,0.1725,-0.8104,-0.6000,0.2210,-0.7112,0.551936,0.437243,-0.692513,-0.156880,1130879.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8845,0.0773,-0.7676,-0.9272,0.1725,-0.8103,-0.5996,0.2221,-0.7126,0.553613,0.435064,-0.692909,-0.155269,1130896.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8845,0.0773,-0.7676,-0.9273,0.1725,-0.8102,-0.5990,0.2232,-0.7139,0.555258,0.432790,-0.693367,-0.153701,1130912.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8845,0.0773,-0.7676,-0.9274,0.1725,-0.8101,-0.5985,0.2244,-0.7154,0.556880,0.430595,-0.693771,-0.152168,1130929.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8845,0.0773,-0.7676,-0.9275,0.1725,-0.8099,-0.5980,0.2257,-0.7169,0.558568,0.428056,-0.694365,-0.150425,1130946.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8845,0.0773,-0.7676,-0.9277,0.1725,-0.8098,-0.5973,0.2270,-0.7186,0.560266,0.425081,-0.695251,-0.148440,1130963.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8845,0.0773,-0.7676,-0.9278,0.1725,-0.8097,-0.5966,0.2284,-0.7204,0.561988,0.421705,-0.696324,-0.146522,1130979.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8845,0.0773,-0.7676,-0.9279,0.1725,-0.8096,-0.5957,0.2299,-0.7223,0.563778,0.417386,-0.697913,-0.144432,1130996.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8845,0.0773,-0.7676,-0.9281,0.1725,-0.8094,-0.5948,0.2316,-0.7243,0.565684,0.412474,-0.699807,-0.141906,1131012.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8845,0.0773,-0.7676,-0.9282,0.1725,-0.8093,-0.5937,0.2334,-0.7266,0.567894,0.407783,-0.701431,-0.138581,1131029.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8845,0.0773,-0.7676,-0.9284,0.1725,-0.8091,-0.5926,0.2350,-0.7287,0.570141,0.403222,-0.702898,-0.135226,1131046.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8845,0.0773,-0.7676,-0.9286,0.1725,-0.8089,-0.5914,0.2368,-0.7312,0.573213,0.397441,-0.704563,-0.130607,1131063.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8845,0.0773,-0.7676,-0.9287,0.1725,-0.8087,-0.5902,0.2385,-0.7336,0.576059,0.392213,-0.705887,-0.126683,1131079.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8845,0.0773,-0.7676,-0.9290,0.1725,-0.8084,-0.5888,0.2403,-0.7360,0.579096,0.387324,-0.706726,-0.123153,1131096.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8845,0.0773,-0.7676,-0.9292,0.1725,-0.8082,-0.5875,0.2422,-0.7385,0.582367,0.382342,-0.707336,-0.119747,1131113.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8845,0.0773,-0.7676,-0.9295,0.1725,-0.8078,-0.5861,0.2440,-0.7409,0.585736,0.377390,-0.707768,-0.116422,1131130.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8845,0.0773,-0.7676,-0.9298,0.1725,-0.8075,-0.5849,0.2458,-0.7435,0.589249,0.372312,-0.708098,-0.112985,1131146.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8845,0.0773,-0.7676,-0.9301,0.1725,-0.8072,-0.5834,0.2476,-0.7460,0.592783,0.367040,-0.708528,-0.108983,1131163.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8845,0.0773,-0.7676,-0.9303,0.1725,-0.8069,-0.5819,0.2495,-0.7487,0.596263,0.361761,-0.708942,-0.104888,1131179.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8845,0.0773,-0.7676,-0.9306,0.1725,-0.8066,-0.5803,0.2514,-0.7514,0.599684,0.356710,-0.709144,-0.101257,1131196.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8845,0.0773,-0.7676,-0.9309,0.1725,-0.8062,-0.5787,0.2534,-0.7542,0.603329,0.351502,-0.709201,-0.097336,1131213.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8845,0.0773,-0.7676,-0.9313,0.1725,-0.8058,-0.5770,0.2552,-0.7569,0.607330,0.345548,-0.709299,-0.092961,1131229.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8845,0.0773,-0.7676,-0.9316,0.1725,-0.8054,-0.5754,0.2572,-0.7598,0.611183,0.339785,-0.709316,-0.088724,1131246.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8845,0.0773,-0.7676,-0.9319,0.1725,-0.8050,-0.5737,0.2591,-0.7625,0.614817,0.334297,-0.709261,-0.084822,1131263.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8845,0.0773,-0.7676,-0.9322,0.1725,-0.8046,-0.5720,0.2611,-0.7655,0.618549,0.328774,-0.709057,-0.080896,1131279.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8845,0.0773,-0.7676,-0.9325,0.1725,-0.8042,-0.5703,0.2629,-0.7683,0.622293,0.323026,-0.708879,-0.076790,1131296.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8845,0.0773,-0.7676,-0.9328,0.1725,-0.8038,-0.5686,0.2649,-0.7713,0.625788,0.317249,-0.708817,-0.072951,1131313.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8845,0.0773,-0.7676,-0.9331,0.1725,-0.8035,-0.5669,0.2667,-0.7742,0.629133,0.311111,-0.708951,-0.069208,1131330.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8845,0.0773,-0.7676,-0.9333,0.1725,-0.8031,-0.5654,0.2685,-0.7772,0.632057,0.304889,-0.709398,-0.065584,1131346.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8845,0.0773,-0.7676,-0.9335,0.1725,-0.8028,-0.5638,0.2703,-0.7802,0.634692,0.299002,-0.709829,-0.062502,1131363.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8845,0.0773,-0.7676,-0.9338,0.1725,-0.8025,-0.5623,0.2722,-0.7833,0.637445,0.292528,-0.710339,-0.059237,1131380.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8845,0.0773,-0.7676,-0.9340,0.1725,-0.8022,-0.5610,0.2739,-0.7863,0.640124,0.286129,-0.710821,-0.055725,1131398.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8845,0.0773,-0.7676,-0.9342,0.1725,-0.8018,-0.5596,0.2756,-0.7893,0.642799,0.280241,-0.711017,-0.052239,1131414.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8845,0.0773,-0.7676,-0.9344,0.1725,-0.8016,-0.5583,0.2771,-0.7923,0.645117,0.274849,-0.711281,-0.048595,1131431.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8845,0.0773,-0.7676,-0.9346,0.1725,-0.8013,-0.5570,0.2787,-0.7953,0.647378,0.269786,-0.711424,-0.044643,1131448.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8845,0.0773,-0.7676,-0.9348,0.1725,-0.8010,-0.5559,0.2801,-0.7983,0.649538,0.264827,-0.711563,-0.040560,1131465.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8845,0.0773,-0.7676,-0.9350,0.1725,-0.8007,-0.5547,0.2816,-0.8014,0.651833,0.259619,-0.711611,-0.036359,1131481.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8845,0.0773,-0.7676,-0.9352,0.1725,-0.8005,-0.5538,0.2830,-0.8043,0.654182,0.254221,-0.711611,-0.032059,1131496.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8845,0.0773,-0.7676,-0.9354,0.1725,-0.8001,-0.5529,0.2843,-0.8072,0.656614,0.249067,-0.711382,-0.027550,1131512.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8845,0.0773,-0.7676,-0.9356,0.1725,-0.7998,-0.5520,0.2853,-0.8100,0.658943,0.244209,-0.711084,-0.022704,1131530.00,,,,,,,,,,,,,,,,,,,,,,,,,
0.7225,0.6126,-0.6438,0.6713,0.7079,-0.6757,-0.5512,0.2863,-0.8128,0.661231,0.239646,-0.710647,-0.018022,1131548.00,,,,,,,,,,,,,,,,,,,,,,,,,
0.7225,0.6126,-0.6438,0.6711,0.7079,-0.6754,-0.5506,0.2872,-0.8155,0.663683,0.235122,-0.709971,-0.013554,1131569.00,,,,,,,,,,,,,,,,,,,,,,,,,
0.7225,0.6126,-0.6438,0.6708,0.7079,-0.6750,-0.5500,0.2882,-0.8181,0.666245,0.230402,-0.709189,-0.009137,1131586.00,,,,,,,,,,,,,,,,,,,,,,,,,
0.7225,0.6126,-0.6438,0.6706,0.7079,-0.6747,-0.5496,0.2890,-0.8206,0.668787,0.225839,-0.708306,-0.004814,1131604.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8457,0.0808,-0.7880,-0.8978,0.1761,-0.8186,-0.5492,0.2897,-0.8232,0.671335,0.221318,-0.707339,-0.000307,1131622.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8525,0.0787,-0.7902,-0.9051,0.1739,-0.8200,-0.5484,0.2909,-0.8283,0.676362,0.212603,-0.705167,0.008603,1131640.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8525,0.0787,-0.7902,-0.9053,0.1739,-0.8196,-0.5484,0.2914,-0.8305,0.679198,0.208799,-0.703501,0.013370,1131661.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8592,0.0744,-0.7912,-0.9123,0.1697,-0.8201,-0.5484,0.2917,-0.8326,0.681823,0.205364,-0.701859,0.018369,1131680.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8592,0.0744,-0.7912,-0.9125,0.1697,-0.8198,-0.5485,0.2919,-0.8348,0.684165,0.202121,-0.700379,0.023136,1131699.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8637,0.0707,-0.7908,-0.9172,0.1659,-0.8190,-0.5486,0.2922,-0.8367,0.686478,0.199952,-0.698597,0.027003,1131718.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8637,0.0707,-0.7908,-0.9174,0.1659,-0.8186,-0.5487,0.2926,-0.8385,0.688879,0.197255,-0.696843,0.030751,1131738.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8676,0.0683,-0.7910,-0.9217,0.1636,-0.8179,-0.5490,0.2934,-0.8424,0.693995,0.190928,-0.693104,0.039038,1131756.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8636,0.0717,-0.7916,-0.9179,0.1670,-0.8181,-0.5492,0.2937,-0.8444,0.696595,0.188087,-0.691017,0.043303,1131775.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8636,0.0717,-0.7916,-0.9182,0.1670,-0.8176,-0.5494,0.2941,-0.8463,0.699422,0.185438,-0.688601,0.047444,1131795.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8618,0.0734,-0.7928,-0.9166,0.1687,-0.8183,-0.5496,0.2945,-0.8484,0.702208,0.182040,-0.686355,0.051788,1131812.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8618,0.0734,-0.7928,-0.9168,0.1687,-0.8179,-0.5498,0.2950,-0.8504,0.704280,0.178849,-0.684755,0.055798,1131831.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8613,0.0739,-0.7918,-0.9164,0.1692,-0.8165,-0.5500,0.2954,-0.8524,0.705980,0.176274,-0.683384,0.059214,1131849.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8613,0.0739,-0.7918,-0.9166,0.1692,-0.8162,-0.5502,0.2958,-0.8546,0.707700,0.173609,-0.681985,0.062595,1131868.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8603,0.0751,-0.7927,-0.9157,0.1704,-0.8168,-0.5504,0.2963,-0.8566,0.709524,0.170626,-0.680537,0.065819,1131887.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8603,0.0751,-0.7927,-0.9159,0.1704,-0.8164,-0.5508,0.2969,-0.8585,0.711672,0.167242,-0.678889,0.068288,1131905.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8593,0.0760,-0.7931,-0.9153,0.1713,-0.8159,-0.5514,0.2978,-0.8627,0.716112,0.160123,-0.675240,0.074803,1131924.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8590,0.0766,-0.7928,-0.9151,0.1719,-0.8151,-0.5516,0.2984,-0.8648,0.718525,0.156021,-0.673280,0.077936,1131943.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8590,0.0766,-0.7928,-0.9153,0.1719,-0.8147,-0.5519,0.2989,-0.8672,0.720862,0.152167,-0.671263,0.081298,1131961.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8620,0.0743,-0.7909,-0.9184,0.1696,-0.8124,-0.5520,0.2992,-0.8694,0.722919,0.148463,-0.669381,0.085304,1131979.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8620,0.0743,-0.7909,-0.9186,0.1696,-0.8120,-0.5521,0.2994,-0.8716,0.724569,0.145536,-0.667768,0.088913,1131997.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8628,0.0743,-0.7924,-0.9195,0.1696,-0.8132,-0.5521,0.2995,-0.8736,0.726155,0.143077,-0.666134,0.092160,1132017.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8632,0.0740,-0.7922,-0.9200,0.1693,-0.8126,-0.5522,0.2996,-0.8756,0.727593,0.141084,-0.664516,0.095512,1132036.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8632,0.0740,-0.7922,-0.9201,0.1693,-0.8123,-0.5521,0.2996,-0.8775,0.728795,0.139157,-0.663122,0.098800,1132054.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8632,0.0740,-0.7922,-0.9203,0.1693,-0.8117,-0.5522,0.2998,-0.8817,0.731234,0.134855,-0.660289,0.105499,1132072.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8633,0.0736,-0.7932,-0.9206,0.1689,-0.8124,-0.5523,0.2999,-0.8841,0.732365,0.132524,-0.659011,0.108554,1132092.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8633,0.0736,-0.7932,-0.9207,0.1689,-0.8122,-0.5523,0.2999,-0.8863,0.733477,0.130230,-0.657724,0.111586,1132109.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8633,0.0736,-0.7932,-0.9208,0.1689,-0.8119,-0.5523,0.3000,-0.8886,0.734655,0.128132,-0.656277,0.114738,1132127.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8631,0.0734,-0.7930,-0.9206,0.1687,-0.8114,-0.5522,0.3000,-0.8906,0.735669,0.126502,-0.654940,0.117649,1132146.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8631,0.0734,-0.7930,-0.9207,0.1687,-0.8112,-0.5522,0.3001,-0.8927,0.736755,0.125142,-0.653495,0.120319,1132170.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8623,0.0738,-0.7932,-0.9200,0.1691,-0.8110,-0.5521,0.3002,-0.8946,0.738068,0.123308,-0.651932,0.122620,1132189.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8619,0.0739,-0.7933,-0.9198,0.1692,-0.8104,-0.5521,0.3002,-0.8986,0.740840,0.119351,-0.648529,0.127754,1132207.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8619,0.0739,-0.7933,-0.9200,0.1692,-0.8100,-0.5521,0.3003,-0.9007,0.742573,0.117442,-0.646409,0.130183,1132225.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8612,0.0743,-0.7934,-0.9193,0.1695,-0.8097,-0.5520,0.3003,-0.9025,0.744239,0.115000,-0.644421,0.132687,1132243.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8612,0.0743,-0.7934,-0.9194,0.1695,-0.8094,-0.5520,0.3004,-0.9046,0.745825,0.112203,-0.642544,0.135254,1132261.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8603,0.0748,-0.7929,-0.9186,0.1700,-0.8086,-0.5520,0.3005,-0.9063,0.747172,0.109879,-0.640927,0.137380,1132279.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8592,0.0752,-0.7928,-0.9177,0.1704,-0.8081,-0.5521,0.3008,-0.9081,0.748603,0.107737,-0.639270,0.138995,1132297.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8592,0.0752,-0.7928,-0.9177,0.1704,-0.8078,-0.5521,0.3009,-0.9097,0.750083,0.105629,-0.637579,0.140393,1132315.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8582,0.0759,-0.7910,-0.9168,0.1712,-0.8057,-0.5522,0.3011,-0.9114,0.751549,0.103541,-0.635831,0.142029,1132334.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8582,0.0759,-0.7910,-0.9168,0.1712,-0.8054,-0.5522,0.3012,-0.9129,0.752953,0.101228,-0.634189,0.143596,1132351.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8577,0.0767,-0.7917,-0.9164,0.1719,-0.8057,-0.5522,0.3014,-0.9144,0.754278,0.098940,-0.632606,0.145211,1132371.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8577,0.0767,-0.7917,-0.9166,0.1719,-0.8051,-0.5523,0.3016,-0.9178,0.757005,0.094428,-0.629288,0.148406,1132390.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8592,0.0742,-0.7884,-0.9182,0.1695,-0.8015,-0.5523,0.3017,-0.9194,0.758419,0.092376,-0.627530,0.149910,1132408.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8592,0.0742,-0.7884,-0.9183,0.1695,-0.8011,-0.5524,0.3017,-0.9212,0.759987,0.090439,-0.625594,0.151240,1132426.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8607,0.0725,-0.7862,-0.9198,0.1678,-0.7986,-0.5524,0.3018,-0.9229,0.761631,0.088391,-0.623537,0.152667,1132444.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8607,0.0725,-0.7862,-0.9199,0.1678,-0.7982,-0.5524,0.3018,-0.9244,0.763101,0.086488,-0.621637,0.154155,1132462.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8612,0.0718,-0.7862,-0.9205,0.1670,-0.7979,-0.5526,0.3019,-0.9258,0.764556,0.084478,-0.619734,0.155718,1132480.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8560,0.0765,-0.7875,-0.9154,0.1717,-0.7989,-0.5527,0.3019,-0.9273,0.765917,0.082474,-0.617912,0.157334,1132498.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8560,0.0765,-0.7875,-0.9154,0.1717,-0.7986,-0.5527,0.3019,-0.9286,0.767246,0.080596,-0.616109,0.158895,1132515.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8529,0.0793,-0.7886,-0.9124,0.1746,-0.7993,-0.5528,0.3019,-0.9300,0.768819,0.078940,-0.614055,0.160071,1132533.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8529,0.0793,-0.7886,-0.9124,0.1746,-0.7989,-0.5529,0.3019,-0.9313,0.770590,0.077322,-0.611728,0.161246,1132552.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8524,0.0800,-0.7898,-0.9120,0.1753,-0.7997,-0.5531,0.3020,-0.9324,0.772303,0.075350,-0.609435,0.162662,1132571.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8524,0.0800,-0.7898,-0.9121,0.1753,-0.7993,-0.5533,0.3020,-0.9337,0.773855,0.073103,-0.607214,0.164607,1132589.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8494,0.0827,-0.7890,-0.9092,0.1779,-0.7978,-0.5536,0.3019,-0.9364,0.776844,0.068837,-0.602800,0.168547,1132607.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8494,0.0827,-0.7890,-0.9093,0.1779,-0.7974,-0.5538,0.3017,-0.9379,0.778147,0.067029,-0.600642,0.170948,1132625.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8487,0.0835,-0.7905,-0.9086,0.1787,-0.7985,-0.5539,0.3015,-0.9393,0.779395,0.065635,-0.598555,0.173112,1132644.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8481,0.0842,-0.7907,-0.9080,0.1795,-0.7984,-0.5542,0.3013,-0.9407,0.780797,0.064133,-0.596367,0.174897,1132663.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8481,0.0842,-0.7907,-0.9080,0.1795,-0.7981,-0.5544,0.3012,-0.9419,0.781962,0.062798,-0.594523,0.176448,1132680.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8481,0.0842,-0.7907,-0.9081,0.1795,-0.7977,-0.5547,0.3010,-0.9431,0.783083,0.061514,-0.592686,0.178103,1132698.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8497,0.0821,-0.7862,-0.9098,0.1773,-0.7930,-0.5548,0.3009,-0.9442,0.784154,0.060397,-0.590872,0.179792,1132717.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8499,0.0814,-0.7861,-0.9100,0.1766,-0.7926,-0.5551,0.3012,-0.9454,0.785152,0.059212,-0.589175,0.181393,1132735.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8499,0.0814,-0.7861,-0.9100,0.1766,-0.7923,-0.5554,0.3011,-0.9466,0.786158,0.057743,-0.587527,0.182850,1132754.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8502,0.0814,-0.7864,-0.9103,0.1767,-0.7923,-0.5558,0.3008,-0.9483,0.787242,0.056129,-0.585816,0.184170,1132772.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8502,0.0814,-0.7864,-0.9103,0.1767,-0.7918,-0.5564,0.3004,-0.9508,0.789258,0.053010,-0.582346,0.187442,1132790.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8506,0.0808,-0.7842,-0.9108,0.1760,-0.7893,-0.5567,0.3002,-0.9522,0.790041,0.051608,-0.580799,0.189326,1132808.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8506,0.0808,-0.7842,-0.9108,0.1760,-0.7891,-0.5571,0.3000,-0.9535,0.790750,0.050657,-0.579347,0.191065,1132826.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8509,0.0802,-0.7843,-0.9111,0.1755,-0.7889,-0.5574,0.2997,-0.9550,0.791371,0.049758,-0.577969,0.192895,1132844.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8513,0.0797,-0.7844,-0.9115,0.1749,-0.7889,-0.5577,0.2995,-0.9562,0.791664,0.049404,-0.577021,0.194616,1132863.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8513,0.0797,-0.7844,-0.9115,0.1749,-0.7888,-0.5581,0.2991,-0.9574,0.791852,0.049299,-0.576319,0.195952,1132881.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8517,0.0794,-0.7845,-0.9120,0.1747,-0.7887,-0.5583,0.2988,-0.9586,0.792033,0.049408,-0.575710,0.196979,1132900.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8517,0.0794,-0.7845,-0.9120,0.1747,-0.7887,-0.5587,0.2985,-0.9597,0.792153,0.049490,-0.575292,0.197694,1132916.00,,,,,,,,,,,,,,,,,,,,,,,,,
