kbPos,-0.8903,0.1796,-0.9374,kbRot,20.0000,273.7352,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h_x,h_y,h_z,p_z,p_y,p_z,head_x,head_y,head_z,head_q_w,head_q_w,head_q_x,head_q_z,t,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8878,0.0782,-0.9421,-0.9367,0.1735,-0.9775,-0.6025,0.2868,-0.9744,0.635033,0.197942,-0.744989,0.050446,1112002.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8886,0.0781,-0.9416,-0.9371,0.1733,-0.9776,-0.6028,0.2867,-0.9730,0.631154,0.197669,-0.748408,0.049574,1112020.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8886,0.0781,-0.9416,-0.9367,0.1733,-0.9781,-0.6031,0.2865,-0.9716,0.627184,0.198099,-0.751685,0.048659,1112038.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8881,0.0789,-0.9433,-0.9358,0.1741,-0.9803,-0.6034,0.2863,-0.9700,0.623095,0.198535,-0.755009,0.047929,1112053.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8881,0.0789,-0.9433,-0.9354,0.1741,-0.9808,-0.6038,0.2861,-0.9683,0.619115,0.199115,-0.758231,0.046209,1112075.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8880,0.0797,-0.9433,-0.9346,0.1749,-0.9818,-0.6047,0.2859,-0.9649,0.611562,0.200168,-0.764252,0.042951,1112092.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8883,0.0803,-0.9444,-0.9345,0.1755,-0.9834,-0.6051,0.2857,-0.9630,0.607918,0.201191,-0.766998,0.040898,1112110.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8883,0.0803,-0.9444,-0.9341,0.1755,-0.9838,-0.6055,0.2856,-0.9611,0.604340,0.202269,-0.769642,0.038875,1112126.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8875,0.0815,-0.9451,-0.9329,0.1768,-0.9849,-0.6059,0.2853,-0.9592,0.600987,0.203676,-0.771987,0.036970,1112145.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8875,0.0815,-0.9451,-0.9326,0.1768,-0.9852,-0.6062,0.2851,-0.9574,0.597933,0.205095,-0.774038,0.035752,1112163.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8870,0.0829,-0.9460,-0.9319,0.1781,-0.9865,-0.6065,0.2848,-0.9556,0.595526,0.206793,-0.775512,0.034162,1112182.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8870,0.0829,-0.9460,-0.9317,0.1781,-0.9867,-0.6068,0.2845,-0.9538,0.593549,0.207868,-0.776800,0.032752,1112202.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8870,0.0829,-0.9460,-0.9315,0.1781,-0.9869,-0.6071,0.2842,-0.9520,0.591417,0.209182,-0.778133,0.031255,1112220.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8886,0.0832,-0.9443,-0.9329,0.1785,-0.9855,-0.6075,0.2839,-0.9501,0.589499,0.211112,-0.779129,0.029688,1112240.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8886,0.0832,-0.9443,-0.9324,0.1785,-0.9859,-0.6083,0.2832,-0.9461,0.585471,0.214031,-0.781479,0.026532,1112257.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8886,0.0832,-0.9443,-0.9323,0.1785,-0.9861,-0.6088,0.2829,-0.9437,0.584502,0.215331,-0.781909,0.024680,1112276.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8884,0.0844,-0.9456,-0.9320,0.1797,-0.9874,-0.6093,0.2824,-0.9412,0.583788,0.216568,-0.782148,0.023135,1112295.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8863,0.0873,-0.9455,-0.9298,0.1826,-0.9874,-0.6099,0.2818,-0.9387,0.582579,0.218426,-0.782574,0.021677,1112314.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8863,0.0873,-0.9455,-0.9297,0.1826,-0.9875,-0.6103,0.2813,-0.9364,0.581646,0.220771,-0.782653,0.020041,1112333.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8865,0.0877,-0.9447,-0.9297,0.1830,-0.9868,-0.6108,0.2808,-0.9342,0.580872,0.222503,-0.782773,0.018613,1112352.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8864,0.0886,-0.9440,-0.9296,0.1838,-0.9863,-0.6112,0.2804,-0.9319,0.579935,0.223772,-0.783137,0.017286,1112372.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8864,0.0886,-0.9440,-0.9293,0.1838,-0.9866,-0.6121,0.2794,-0.9274,0.577532,0.226607,-0.784146,0.014875,1112391.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8857,0.0892,-0.9442,-0.9284,0.1845,-0.9870,-0.6126,0.2789,-0.9251,0.575787,0.228765,-0.784823,0.013785,1112410.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8857,0.0892,-0.9442,-0.9282,0.1845,-0.9872,-0.6130,0.2783,-0.9227,0.573948,0.231197,-0.785478,0.012510,1112429.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8867,0.0872,-0.9430,-0.9290,0.1825,-0.9861,-0.6136,0.2778,-0.9202,0.572184,0.233918,-0.785982,0.010959,1112448.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8867,0.0872,-0.9430,-0.9289,0.1825,-0.9863,-0.6142,0.2773,-0.9181,0.571057,0.235719,-0.786281,0.009692,1112468.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8873,0.0859,-0.9418,-0.9294,0.1811,-0.9851,-0.6147,0.2768,-0.9158,0.569935,0.237724,-0.786507,0.008305,1112489.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8875,0.0846,-0.9398,-0.9293,0.1799,-0.9835,-0.6158,0.2757,-0.9111,0.567165,0.242036,-0.787218,0.005587,1112508.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8875,0.0846,-0.9398,-0.9291,0.1799,-0.9836,-0.6163,0.2752,-0.9087,0.565713,0.244519,-0.787505,0.004012,1112525.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8884,0.0827,-0.9391,-0.9299,0.1780,-0.9830,-0.6169,0.2746,-0.9063,0.564244,0.247002,-0.787790,0.002458,1112544.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8896,0.0815,-0.9370,-0.9309,0.1767,-0.9811,-0.6176,0.2740,-0.9039,0.562930,0.249097,-0.788073,0.000532,1112564.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8896,0.0815,-0.9370,-0.9308,0.1767,-0.9812,-0.6183,0.2735,-0.9020,0.561837,0.250525,-0.788401,-0.001356,1112582.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8909,0.0805,-0.9359,-0.9319,0.1757,-0.9803,-0.6189,0.2730,-0.9000,0.560561,0.252222,-0.788764,-0.002819,1112602.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8909,0.0805,-0.9359,-0.9318,0.1757,-0.9804,-0.6195,0.2724,-0.8981,0.559023,0.254420,-0.789144,-0.004067,1112621.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8900,0.0817,-0.9363,-0.9305,0.1770,-0.9811,-0.6207,0.2712,-0.8941,0.555565,0.259304,-0.789976,-0.006894,1112640.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8900,0.0817,-0.9363,-0.9303,0.1770,-0.9813,-0.6215,0.2707,-0.8922,0.553521,0.261809,-0.790572,-0.008175,1112658.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8901,0.0826,-0.9344,-0.9301,0.1778,-0.9797,-0.6223,0.2701,-0.8906,0.551436,0.264173,-0.791226,-0.009598,1112679.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8898,0.0836,-0.9336,-0.9296,0.1789,-0.9791,-0.6231,0.2695,-0.8890,0.549082,0.265857,-0.792289,-0.010405,1112697.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8898,0.0836,-0.9336,-0.9294,0.1789,-0.9793,-0.6238,0.2690,-0.8879,0.546985,0.267478,-0.793179,-0.011367,1112715.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8895,0.0850,-0.9345,-0.9288,0.1802,-0.9804,-0.6244,0.2684,-0.8866,0.544694,0.269166,-0.794171,-0.012241,1112737.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8895,0.0850,-0.9345,-0.9286,0.1802,-0.9806,-0.6250,0.2679,-0.8852,0.542677,0.270913,-0.794940,-0.013351,1112756.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8894,0.0856,-0.9347,-0.9280,0.1809,-0.9812,-0.6265,0.2667,-0.8823,0.538400,0.274755,-0.796481,-0.015927,1112774.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8894,0.0856,-0.9347,-0.9278,0.1809,-0.9814,-0.6273,0.2662,-0.8808,0.536026,0.277079,-0.797234,-0.017930,1112792.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8895,0.0872,-0.9370,-0.9276,0.1824,-0.9838,-0.6281,0.2657,-0.8793,0.533896,0.278950,-0.797964,-0.019911,1112811.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8897,0.0880,-0.9366,-0.9276,0.1833,-0.9837,-0.6288,0.2652,-0.8778,0.531824,0.280675,-0.798684,-0.022099,1112830.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8897,0.0880,-0.9366,-0.9275,0.1833,-0.9838,-0.6296,0.2648,-0.8764,0.530141,0.282387,-0.799135,-0.024337,1112847.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8895,0.0896,-0.9376,-0.9271,0.1848,-0.9849,-0.6303,0.2644,-0.8749,0.528567,0.284161,-0.799486,-0.026320,1112867.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8895,0.0896,-0.9376,-0.9269,0.1848,-0.9850,-0.6311,0.2639,-0.8736,0.527048,0.286061,-0.799745,-0.028243,1112885.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8892,0.0913,-0.9389,-0.9265,0.1865,-0.9864,-0.6319,0.2634,-0.8724,0.525602,0.288433,-0.799775,-0.030158,1112904.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8892,0.0913,-0.9389,-0.9264,0.1865,-0.9865,-0.6326,0.2629,-0.8710,0.524206,0.290809,-0.799766,-0.031828,1112922.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8892,0.0913,-0.9389,-0.9261,0.1865,-0.9867,-0.6342,0.2618,-0.8680,0.521587,0.295213,-0.799727,-0.035124,1112939.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8892,0.0913,-0.9389,-0.9261,0.1865,-0.9868,-0.6351,0.2611,-0.8665,0.520921,0.296696,-0.799545,-0.036616,1112957.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8892,0.0913,-0.9389,-0.9260,0.1865,-0.9868,-0.6359,0.2606,-0.8649,0.520217,0.298358,-0.799309,-0.038252,1112972.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8892,0.0913,-0.9389,-0.9260,0.1865,-0.9868,-0.6369,0.2600,-0.8636,0.519971,0.300250,-0.798688,-0.039721,1112985.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8892,0.0913,-0.9389,-0.9260,0.1865,-0.9868,-0.6369,0.2599,-0.8636,0.520375,0.300209,-0.798452,-0.039471,1113000.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8892,0.0913,-0.9389,-0.9260,0.1865,-0.9868,-0.6378,0.2592,-0.8624,0.520009,0.301801,-0.798051,-0.040269,1113014.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8892,0.0913,-0.9389,-0.9260,0.1865,-0.9869,-0.6385,0.2586,-0.8611,0.519599,0.303364,-0.797680,-0.041148,1113029.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8892,0.0913,-0.9389,-0.9259,0.1865,-0.9869,-0.6392,0.2579,-0.8599,0.519291,0.305219,-0.797143,-0.041732,1113046.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8892,0.0913,-0.9389,-0.9259,0.1865,-0.9869,-0.6399,0.2573,-0.8587,0.518890,0.307395,-0.796538,-0.042294,1113062.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8892,0.0913,-0.9389,-0.9258,0.1865,-0.9870,-0.6407,0.2565,-0.8575,0.518511,0.309781,-0.795823,-0.042988,1113078.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8892,0.0913,-0.9389,-0.9258,0.1865,-0.9870,-0.6415,0.2556,-0.8563,0.518554,0.311629,-0.795058,-0.043269,1113095.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8892,0.0913,-0.9389,-0.9258,0.1865,-0.9870,-0.6423,0.2549,-0.8551,0.518587,0.313636,-0.794231,-0.043565,1113111.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8892,0.0913,-0.9389,-0.9258,0.1865,-0.9870,-0.6430,0.2542,-0.8539,0.518636,0.315760,-0.793333,-0.044000,1113128.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8892,0.0913,-0.9389,-0.9258,0.1865,-0.9869,-0.6437,0.2536,-0.8528,0.518842,0.317488,-0.792475,-0.044597,1113145.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8892,0.0913,-0.9389,-0.9259,0.1865,-0.9869,-0.6444,0.2530,-0.8518,0.519091,0.318967,-0.791689,-0.045089,1113161.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8892,0.0913,-0.9389,-0.9259,0.1865,-0.9869,-0.6452,0.2523,-0.8510,0.519091,0.320326,-0.791123,-0.045394,1113178.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8892,0.0913,-0.9389,-0.9258,0.1865,-0.9869,-0.6459,0.2517,-0.8503,0.519017,0.321645,-0.790634,-0.045432,1113196.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8892,0.0913,-0.9389,-0.9258,0.1865,-0.9870,-0.6464,0.2512,-0.8496,0.518806,0.323106,-0.790150,-0.045893,1113212.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8892,0.0913,-0.9389,-0.9258,0.1865,-0.9870,-0.6469,0.2508,-0.8489,0.518618,0.324316,-0.789755,-0.046276,1113229.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8892,0.0913,-0.9389,-0.9258,0.1865,-0.9870,-0.6474,0.2504,-0.8483,0.518430,0.325257,-0.789472,-0.046600,1113246.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8892,0.0913,-0.9389,-0.9258,0.1865,-0.9870,-0.6479,0.2500,-0.8477,0.518255,0.326354,-0.789119,-0.046864,1113262.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8892,0.0913,-0.9389,-0.9257,0.1865,-0.9870,-0.6484,0.2497,-0.8473,0.517991,0.327310,-0.788855,-0.047561,1113278.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8892,0.0913,-0.9389,-0.9257,0.1865,-0.9870,-0.6490,0.2495,-0.8468,0.517742,0.328137,-0.788625,-0.048370,1113295.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8892,0.0913,-0.9389,-0.9257,0.1865,-0.9871,-0.6494,0.2493,-0.8464,0.517364,0.329010,-0.788476,-0.048907,1113312.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8892,0.0913,-0.9389,-0.9256,0.1865,-0.9871,-0.6499,0.2490,-0.8459,0.516855,0.330081,-0.788326,-0.049495,1113329.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8892,0.0913,-0.9389,-0.9255,0.1865,-0.9872,-0.6502,0.2488,-0.8457,0.516107,0.330926,-0.788434,-0.049931,1113344.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8892,0.0913,-0.9389,-0.9255,0.1865,-0.9872,-0.6506,0.2486,-0.8456,0.515288,0.331363,-0.788771,-0.050184,1113362.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8892,0.0913,-0.9389,-0.9253,0.1865,-0.9873,-0.6510,0.2485,-0.8454,0.514280,0.331826,-0.789204,-0.050653,1113379.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8892,0.0913,-0.9389,-0.9252,0.1865,-0.9874,-0.6514,0.2483,-0.8453,0.513128,0.332657,-0.789556,-0.051376,1113395.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8892,0.0913,-0.9389,-0.9251,0.1865,-0.9875,-0.6518,0.2481,-0.8451,0.512162,0.333165,-0.789937,-0.051871,1113412.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8892,0.0913,-0.9389,-0.9250,0.1865,-0.9875,-0.6522,0.2479,-0.8448,0.511281,0.333385,-0.790390,-0.052239,1113428.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8892,0.0913,-0.9389,-0.9249,0.1865,-0.9876,-0.6526,0.2477,-0.8446,0.510380,0.333985,-0.790681,-0.052822,1113445.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8892,0.0913,-0.9389,-0.9248,0.1865,-0.9877,-0.6531,0.2475,-0.8444,0.509367,0.335220,-0.790755,-0.053668,1113462.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8892,0.0913,-0.9389,-0.9247,0.1865,-0.9878,-0.6535,0.2472,-0.8441,0.508407,0.336647,-0.790724,-0.054293,1113478.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8892,0.0913,-0.9389,-0.9246,0.1865,-0.9878,-0.6539,0.2469,-0.8439,0.507451,0.338070,-0.790695,-0.054796,1113495.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8892,0.0913,-0.9389,-0.9245,0.1865,-0.9879,-0.6543,0.2465,-0.8436,0.506669,0.338999,-0.790781,-0.055064,1113511.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8892,0.0913,-0.9389,-0.9244,0.1865,-0.9880,-0.6547,0.2460,-0.8432,0.505696,0.340336,-0.790795,-0.055562,1113528.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8892,0.0913,-0.9389,-0.9243,0.1865,-0.9881,-0.6551,0.2455,-0.8428,0.504803,0.342109,-0.790569,-0.056002,1113545.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8892,0.0913,-0.9389,-0.9242,0.1865,-0.9881,-0.6556,0.2449,-0.8424,0.504055,0.344098,-0.790155,-0.056394,1113561.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8892,0.0913,-0.9389,-0.9242,0.1865,-0.9882,-0.6560,0.2444,-0.8418,0.503576,0.345812,-0.789676,-0.056894,1113577.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8892,0.0913,-0.9389,-0.9242,0.1865,-0.9882,-0.6566,0.2438,-0.8413,0.503369,0.347573,-0.788969,-0.057803,1113594.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8892,0.0913,-0.9389,-0.9242,0.1865,-0.9882,-0.6570,0.2433,-0.8407,0.503362,0.349310,-0.788131,-0.058812,1113611.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8892,0.0913,-0.9389,-0.9242,0.1865,-0.9881,-0.6574,0.2428,-0.8400,0.503479,0.350861,-0.787295,-0.059773,1113627.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8892,0.0913,-0.9389,-0.9242,0.1865,-0.9881,-0.6579,0.2424,-0.8393,0.503528,0.352074,-0.786644,-0.060779,1113644.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8892,0.0913,-0.9389,-0.9242,0.1865,-0.9881,-0.6584,0.2420,-0.8388,0.503522,0.353103,-0.786124,-0.061596,1113661.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8892,0.0913,-0.9389,-0.9242,0.1865,-0.9881,-0.6587,0.2418,-0.8382,0.503436,0.354142,-0.785658,-0.062271,1113677.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8892,0.0913,-0.9389,-0.9242,0.1865,-0.9881,-0.6592,0.2415,-0.8378,0.503175,0.355125,-0.785328,-0.062939,1113694.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8892,0.0913,-0.9389,-0.9242,0.1865,-0.9882,-0.6595,0.2413,-0.8374,0.502824,0.356035,-0.785074,-0.063762,1113710.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8892,0.0913,-0.9389,-0.9242,0.1865,-0.9882,-0.6599,0.2411,-0.8370,0.502446,0.356728,-0.784941,-0.064505,1113727.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8892,0.0913,-0.9389,-0.9241,0.1865,-0.9882,-0.6602,0.2409,-0.8367,0.501799,0.357394,-0.784997,-0.065169,1113744.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8892,0.0913,-0.9389,-0.9240,0.1865,-0.9883,-0.6606,0.2407,-0.8365,0.501050,0.358185,-0.785061,-0.065823,1113760.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8892,0.0913,-0.9389,-0.9239,0.1865,-0.9883,-0.6608,0.2404,-0.8363,0.500173,0.359053,-0.785188,-0.066243,1113777.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8892,0.0913,-0.9389,-0.9238,0.1865,-0.9884,-0.6612,0.2401,-0.8362,-0.499333,-0.359653,0.785434,0.066403,1113794.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8892,0.0913,-0.9389,-0.9238,0.1865,-0.9884,-0.6615,0.2399,-0.8359,-0.498737,-0.360306,0.785476,0.066855,1113811.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8892,0.0913,-0.9389,-0.9237,0.1865,-0.9885,-0.6619,0.2397,-0.8356,-0.498299,-0.361115,0.785342,0.067324,1113828.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8892,0.0913,-0.9389,-0.9237,0.1865,-0.9885,-0.6622,0.2396,-0.8353,-0.498087,-0.361582,0.785252,0.067424,1113844.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8892,0.0913,-0.9389,-0.9237,0.1865,-0.9885,-0.6626,0.2394,-0.8351,-0.497994,-0.361677,0.785289,0.067177,1113861.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8892,0.0913,-0.9389,-0.9237,0.1865,-0.9885,-0.6629,0.2391,-0.8348,-0.497847,-0.361974,0.785271,0.066881,1113878.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8892,0.0913,-0.9389,-0.9236,0.1865,-0.9885,-0.6632,0.2388,-0.8346,-0.497723,-0.362490,0.785174,0.066137,1113894.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8892,0.0913,-0.9389,-0.9236,0.1865,-0.9886,-0.6635,0.2385,-0.8343,-0.497657,-0.363478,0.784774,0.065967,1113911.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8892,0.0913,-0.9389,-0.9236,0.1865,-0.9886,-0.6639,0.2383,-0.8340,-0.497626,-0.364097,0.784529,0.065700,1113928.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8892,0.0913,-0.9389,-0.9236,0.1865,-0.9886,-0.6642,0.2381,-0.8336,-0.497504,-0.364599,0.784378,0.065635,1113945.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8892,0.0913,-0.9389,-0.9235,0.1865,-0.9886,-0.6646,0.2378,-0.8335,-0.497244,-0.365053,0.784341,0.065533,1113961.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8892,0.0913,-0.9389,-0.9235,0.1865,-0.9886,-0.6649,0.2376,-0.8332,-0.496861,-0.365482,0.784391,0.065440,1113977.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8892,0.0913,-0.9389,-0.9234,0.1865,-0.9887,-0.6652,0.2374,-0.8330,-0.496384,-0.366173,0.784360,0.065570,1113994.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8892,0.0913,-0.9389,-0.9234,0.1865,-0.9887,-0.6655,0.2373,-0.8327,-0.495890,-0.366912,0.784309,0.065795,1114011.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8892,0.0913,-0.9389,-0.9233,0.1865,-0.9888,-0.6657,0.2371,-0.8324,-0.495211,-0.367677,0.784365,0.065973,1114028.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8892,0.0913,-0.9389,-0.9232,0.1865,-0.9888,-0.6660,0.2368,-0.8321,-0.494545,-0.368531,0.784353,0.066340,1114044.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8892,0.0913,-0.9389,-0.9232,0.1865,-0.9889,-0.6663,0.2366,-0.8320,-0.493906,-0.369057,0.784478,0.066692,1114061.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8892,0.0913,-0.9389,-0.9231,0.1865,-0.9889,-0.6666,0.2363,-0.8317,-0.493236,-0.369890,0.784448,0.067389,1114078.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8892,0.0913,-0.9389,-0.9230,0.1865,-0.9890,-0.6669,0.2360,-0.8316,-0.492549,-0.370652,0.784476,0.067900,1114094.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8892,0.0913,-0.9389,-0.9229,0.1865,-0.9890,-0.6672,0.2356,-0.8313,-0.491742,-0.371040,0.784792,0.067974,1114111.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8892,0.0913,-0.9389,-0.9228,0.1865,-0.9891,-0.6674,0.2353,-0.8310,-0.490826,-0.371289,0.785251,0.067934,1114127.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8892,0.0913,-0.9389,-0.9227,0.1865,-0.9892,-0.6677,0.2350,-0.8307,-0.489854,-0.372279,0.785343,0.068465,1114144.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8892,0.0913,-0.9389,-0.9226,0.1865,-0.9892,-0.6680,0.2347,-0.8306,-0.489027,-0.373438,0.785283,0.068756,1114161.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8892,0.0913,-0.9389,-0.9226,0.1865,-0.9893,-0.6683,0.2345,-0.8302,-0.488359,-0.374381,0.785236,0.068919,1114178.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8892,0.0913,-0.9389,-0.9225,0.1865,-0.9893,-0.6687,0.2343,-0.8300,-0.487886,-0.374601,0.785407,0.069118,1114194.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8892,0.0913,-0.9389,-0.9225,0.1865,-0.9893,-0.6690,0.2341,-0.8296,-0.487470,-0.374430,0.785735,0.069255,1114211.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8892,0.0913,-0.9389,-0.9224,0.1865,-0.9894,-0.6693,0.2340,-0.8293,-0.487034,-0.374676,0.785863,0.069538,1114228.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8892,0.0913,-0.9389,-0.9224,0.1865,-0.9894,-0.6695,0.2338,-0.8289,-0.486542,-0.375364,0.785807,0.069904,1114245.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8892,0.0913,-0.9389,-0.9223,0.1865,-0.9894,-0.6699,0.2336,-0.8288,-0.486190,-0.376291,0.785553,0.070223,1114261.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8892,0.0913,-0.9389,-0.9223,0.1865,-0.9894,-0.6700,0.2335,-0.8285,-0.486043,-0.376658,0.785456,0.070354,1114278.00,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8892,0.0913,-0.9389,-0.9223,0.1865,-0.9894,-0.6702,0.2334,-0.8284,-0.485888,-0.376847,0.785466,0.070304,1114294.00,,,,,,,,,,,,,,,,,,,,,,,,,
