# x_kb,y_kb,z_kb,qw_kb,qx_kb,qy_kb,qz_kb,x_hmd,y_hmd,z_hmd,qw_hmd,qx_hmd,qy_hmd,qz_hmd,x_ft,y_ft,z_ft,t_ms
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-8.0,379.0,1052.0,0.887755,0.458422,0.029394,-0.029615,48.0,492.0,706.0,60009
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-9.0,379.0,1052.0,0.887813,0.458315,0.029436,-0.029465,51.0,496.0,709.0,60021
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-9.0,379.0,1052.0,0.887798,0.458344,0.029582,-0.029346,54.0,499.0,711.0,60032
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-9.0,379.0,1052.0,0.887824,0.458275,0.029990,-0.029209,61.0,505.0,714.0,60043
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-9.0,379.0,1052.0,0.887923,0.458090,0.030252,-0.028821,64.0,508.0,715.0,60054
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-9.0,379.0,1052.0,0.888006,0.457908,0.030692,-0.028687,68.0,511.0,716.0,60065
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-9.0,379.0,1052.0,0.887956,0.458000,0.031030,-0.028404,74.0,517.0,718.0,60076
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-9.0,379.0,1052.0,0.887969,0.457947,0.031502,-0.028335,78.0,519.0,717.0,60087
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-9.0,379.0,1052.0,0.887875,0.458100,0.032239,-0.027999,81.0,522.0,716.0,60099
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-9.0,380.0,1052.0,0.887644,0.458490,0.033092,-0.027942,86.0,526.0,713.0,60110
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-10.0,380.0,1052.0,0.887662,0.458465,0.033038,-0.027833,88.0,528.0,710.0,60121
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-10.0,380.0,1052.0,0.887651,0.458471,0.033394,-0.027653,90.0,530.0,706.0,60132
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-10.0,380.0,1052.0,0.887559,0.458632,0.033892,-0.027322,93.0,531.0,698.0,60143
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-10.0,380.0,1052.0,0.887626,0.458506,0.034200,-0.026882,94.0,531.0,693.0,60154
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-10.0,380.0,1052.0,0.887515,0.458738,0.034360,-0.026385,95.0,531.0,688.0,60165
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-10.0,381.0,1051.0,0.887398,0.458959,0.034680,-0.026055,95.0,528.0,678.0,60176
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-10.0,381.0,1051.0,0.887409,0.458949,0.034766,-0.025727,95.0,527.0,674.0,60187
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-10.0,381.0,1052.0,0.887374,0.459021,0.034856,-0.025527,95.0,526.0,673.0,60199
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-10.0,381.0,1051.0,0.887315,0.459168,0.034608,-0.025281,95.0,526.0,673.0,60210
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-10.0,381.0,1050.0,0.887229,0.459365,0.034449,-0.024925,95.0,526.0,673.0,60221
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-10.0,382.0,1051.0,0.887112,0.459717,0.033529,-0.023834,94.0,525.0,673.0,60232
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-11.0,382.0,1051.0,0.886888,0.460235,0.032607,-0.023459,92.0,522.0,673.0,60243
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-11.0,382.0,1051.0,0.886646,0.460824,0.031290,-0.022833,91.0,521.0,674.0,60254
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-11.0,382.0,1050.0,0.886480,0.461202,0.030736,-0.022403,89.0,520.0,674.0,60265
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-11.0,383.0,1050.0,0.886269,0.461652,0.030004,-0.022447,87.0,518.0,676.0,60276
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-11.0,383.0,1050.0,0.886201,0.461808,0.029722,-0.022325,86.0,518.0,678.0,60287
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-11.0,383.0,1050.0,0.886094,0.462000,0.029721,-0.022579,86.0,517.0,680.0,60299
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-11.0,383.0,1051.0,0.886006,0.462167,0.029483,-0.022948,84.0,517.0,683.0,60310
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-11.0,383.0,1050.0,0.885993,0.462187,0.029556,-0.022950,83.0,517.0,685.0,60321
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-11.0,383.0,1050.0,0.885939,0.462281,0.029560,-0.023124,82.0,516.0,686.0,60332
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-11.0,383.0,1050.0,0.886022,0.462114,0.029747,-0.023055,80.0,516.0,689.0,60343
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-11.0,383.0,1050.0,0.886032,0.462087,0.029791,-0.023128,79.0,515.0,690.0,60354
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-11.0,383.0,1050.0,0.886036,0.462068,0.029938,-0.023163,78.0,515.0,691.0,60366
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-11.0,383.0,1050.0,0.886047,0.462043,0.029966,-0.023208,76.0,514.0,693.0,60376
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-11.0,383.0,1050.0,0.886123,0.461880,0.030252,-0.023207,75.0,514.0,694.0,60387
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-11.0,383.0,1050.0,0.886189,0.461730,0.030472,-0.023350,73.0,514.0,695.0,60399
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-11.0,383.0,1050.0,0.886445,0.461199,0.030919,-0.023551,71.0,514.0,696.0,60410
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-11.0,383.0,1050.0,0.886529,0.460982,0.031466,-0.023902,69.0,514.0,697.0,60421
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-11.0,382.0,1050.0,0.886695,0.460597,0.032051,-0.024411,68.0,514.0,698.0,60432
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-10.0,383.0,1051.0,0.886914,0.460127,0.032487,-0.024736,65.0,513.0,698.0,60443
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-10.0,382.0,1051.0,0.886946,0.459991,0.033155,-0.025211,64.0,513.0,699.0,60454
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-10.0,382.0,1051.0,0.887096,0.459636,0.033569,-0.025852,62.0,513.0,699.0,60465
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-10.0,382.0,1051.0,0.887104,0.459601,0.033578,-0.026200,60.0,513.0,699.0,60476
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-10.0,382.0,1051.0,0.887105,0.459531,0.034141,-0.026653,59.0,513.0,699.0,60487
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-9.0,382.0,1051.0,0.887180,0.459360,0.034035,-0.027217,58.0,514.0,699.0,60498
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-9.0,382.0,1051.0,0.887362,0.458946,0.034256,-0.028003,56.0,514.0,698.0,60510
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-9.0,382.0,1051.0,0.887389,0.458868,0.034576,-0.028035,55.0,514.0,697.0,60521
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-9.0,382.0,1051.0,0.887520,0.458560,0.034713,-0.028743,54.0,514.0,696.0,60532
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-9.0,381.0,1051.0,0.887658,0.458262,0.034750,-0.029184,53.0,515.0,693.0,60543
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-9.0,381.0,1052.0,0.887825,0.457915,0.034958,-0.029302,53.0,515.0,691.0,60554
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-9.0,381.0,1052.0,0.887969,0.457638,0.034815,-0.029433,53.0,515.0,689.0,60565
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-8.0,381.0,1052.0,0.887917,0.457744,0.034772,-0.029416,53.0,515.0,682.0,60576
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-8.0,381.0,1052.0,0.888053,0.457479,0.034631,-0.029607,53.0,515.0,679.0,60587
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-8.0,381.0,1051.0,0.888261,0.457102,0.034272,-0.029604,53.0,514.0,676.0,60598
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-8.0,381.0,1052.0,0.888397,0.456858,0.033892,-0.029712,52.0,514.0,673.0,60609
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-8.0,381.0,1052.0,0.888614,0.456496,0.033243,-0.029521,52.0,514.0,673.0,60621
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-8.0,381.0,1052.0,0.888675,0.456397,0.032986,-0.029511,52.0,514.0,673.0,60632
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-9.0,381.0,1052.0,0.888964,0.455911,0.032076,-0.029308,51.0,512.0,674.0,60643
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-9.0,381.0,1052.0,0.889001,0.455888,0.031495,-0.029177,51.0,511.0,675.0,60654
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-9.0,381.0,1052.0,0.889422,0.455228,0.029804,-0.028430,50.0,511.0,677.0,60665
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-9.0,381.0,1052.0,0.889355,0.455376,0.029598,-0.028370,49.0,509.0,681.0,60676
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-9.0,381.0,1052.0,0.889284,0.455606,0.028552,-0.027955,48.0,508.0,682.0,60687
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-9.0,381.0,1052.0,0.889270,0.455658,0.028423,-0.027686,47.0,507.0,684.0,60698
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-9.0,381.0,1052.0,0.889170,0.455901,0.027784,-0.027541,47.0,506.0,686.0,60710
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-9.0,380.0,1051.0,0.889145,0.455938,0.027915,-0.027610,46.0,505.0,688.0,60721
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-10.0,381.0,1052.0,0.889100,0.456028,0.027971,-0.027522,46.0,504.0,689.0,60732
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-10.0,381.0,1052.0,0.889127,0.455990,0.027874,-0.027380,45.0,503.0,690.0,60743
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-10.0,381.0,1052.0,0.889122,0.456018,0.027899,-0.027054,45.0,503.0,691.0,60754
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-10.0,381.0,1052.0,0.889144,0.455975,0.027915,-0.027041,45.0,502.0,691.0,60765
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-10.0,381.0,1052.0,0.889237,0.455807,0.028103,-0.026601,44.0,501.0,692.0,60776
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-10.0,380.0,1052.0,0.889267,0.455743,0.028271,-0.026527,44.0,501.0,692.0,60787
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-10.0,380.0,1051.0,0.889481,0.455317,0.028751,-0.026128,44.0,500.0,692.0,60799
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-10.0,380.0,1051.0,0.889623,0.455044,0.028884,-0.025928,44.0,499.0,691.0,60809
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-10.0,380.0,1051.0,0.889751,0.454782,0.029135,-0.025855,44.0,499.0,691.0,60821
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-10.0,380.0,1052.0,0.889896,0.454485,0.029424,-0.025739,44.0,498.0,691.0,60832
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-10.0,380.0,1052.0,0.890094,0.454096,0.029590,-0.025593,43.0,497.0,691.0,60843
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-10.0,380.0,1052.0,0.890250,0.453791,0.029750,-0.025388,43.0,497.0,691.0,60854
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-10.0,380.0,1052.0,0.890311,0.453641,0.030086,-0.025530,43.0,496.0,691.0,60865
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-10.0,380.0,1052.0,0.890497,0.453254,0.030413,-0.025499,42.0,495.0,691.0,60876
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-10.0,380.0,1053.0,0.890386,0.453481,0.030168,-0.025643,42.0,495.0,691.0,60887
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-10.0,380.0,1053.0,0.890499,0.453219,0.030641,-0.025782,42.0,494.0,690.0,60899
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-10.0,380.0,1053.0,0.890582,0.453051,0.030731,-0.025765,42.0,494.0,690.0,60910
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-10.0,380.0,1053.0,0.890557,0.453075,0.031002,-0.025871,42.0,494.0,690.0,60921
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-10.0,380.0,1053.0,0.890549,0.453074,0.031198,-0.025951,42.0,493.0,690.0,60932
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-10.0,380.0,1053.0,0.890440,0.453225,0.031882,-0.026222,42.0,493.0,690.0,60943
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-10.0,380.0,1053.0,0.890352,0.453395,0.032012,-0.026107,42.0,492.0,690.0,60954
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-10.0,380.0,1053.0,0.890273,0.453551,0.032004,-0.026100,41.0,492.0,690.0,60965
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-10.0,380.0,1052.0,0.890212,0.453663,0.032180,-0.026021,41.0,491.0,691.0,60976
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-10.0,380.0,1051.0,0.890157,0.453771,0.032168,-0.026045,41.0,491.0,691.0,60988
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-10.0,380.0,1051.0,0.890132,0.453825,0.032136,-0.025985,41.0,490.0,692.0,60998
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-10.0,381.0,1052.0,0.890021,0.454042,0.032064,-0.026073,40.0,490.0,692.0,61010
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-10.0,381.0,1052.0,0.889966,0.454148,0.032095,-0.026074,40.0,489.0,693.0,61021
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-10.0,381.0,1052.0,0.889921,0.454242,0.032019,-0.026071,40.0,489.0,693.0,61032
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-10.0,381.0,1052.0,0.889825,0.454432,0.031978,-0.026093,39.0,488.0,693.0,61043
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-10.0,381.0,1052.0,0.889740,0.454608,0.031741,-0.026226,39.0,488.0,693.0,61054
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-10.0,381.0,1052.0,0.889625,0.454846,0.031531,-0.026246,39.0,487.0,693.0,61065
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-10.0,381.0,1052.0,0.889623,0.454854,0.031532,-0.026173,38.0,486.0,693.0,61076
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-10.0,381.0,1052.0,0.889581,0.454948,0.031349,-0.026175,38.0,486.0,693.0,61087
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-10.0,381.0,1052.0,0.889610,0.454896,0.031211,-0.026244,37.0,485.0,693.0,61099
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-10.0,381.0,1052.0,0.889653,0.454820,0.031202,-0.026141,36.0,484.0,693.0,61110
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-10.0,381.0,1052.0,0.889655,0.454820,0.031135,-0.026138,36.0,483.0,693.0,61121
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-10.0,381.0,1052.0,0.889735,0.454657,0.031217,-0.026154,36.0,483.0,693.0,61132
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-10.0,381.0,1052.0,0.889917,0.454286,0.031373,-0.026230,35.0,481.0,693.0,61143
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-9.0,381.0,1052.0,0.890055,0.453971,0.032025,-0.026202,34.0,480.0,693.0,61154
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-9.0,381.0,1052.0,0.890165,0.453726,0.032356,-0.026321,34.0,480.0,693.0,61165
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-9.0,381.0,1052.0,0.890162,0.453673,0.033166,-0.026323,33.0,478.0,693.0,61176
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-9.0,380.0,1051.0,0.890025,0.453881,0.033854,-0.026479,32.0,478.0,693.0,61188
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-9.0,380.0,1051.0,0.889959,0.453965,0.034445,-0.026509,32.0,477.0,692.0,61199
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-9.0,380.0,1051.0,0.889844,0.454177,0.034633,-0.026472,31.0,476.0,692.0,61210
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-9.0,381.0,1052.0,0.889816,0.454217,0.034833,-0.026478,30.0,475.0,692.0,61221
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-9.0,381.0,1052.0,0.889771,0.454305,0.035007,-0.026256,30.0,474.0,691.0,61232
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-9.0,381.0,1052.0,0.889879,0.454093,0.035213,-0.025967,29.0,473.0,691.0,61243
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-9.0,381.0,1052.0,0.889950,0.453953,0.035275,-0.025910,28.0,472.0,691.0,61254
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-9.0,381.0,1052.0,0.890170,0.453510,0.035735,-0.025467,28.0,471.0,691.0,61265
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-9.0,381.0,1052.0,0.890396,0.453052,0.036148,-0.025144,27.0,470.0,690.0,61276
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-8.0,381.0,1052.0,0.890452,0.452917,0.036356,-0.025292,26.0,469.0,690.0,61287
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-8.0,381.0,1052.0,0.890519,0.452757,0.036681,-0.025343,25.0,468.0,690.0,61298
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-8.0,382.0,1052.0,0.890458,0.452824,0.037327,-0.025357,24.0,466.0,690.0,61310
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-8.0,382.0,1052.0,0.890383,0.452990,0.037116,-0.025290,24.0,465.0,690.0,61321
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-8.0,382.0,1052.0,0.890302,0.453138,0.037380,-0.025132,23.0,464.0,691.0,61332
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-8.0,382.0,1052.0,0.890181,0.453376,0.037433,-0.025023,22.0,462.0,691.0,61343
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-8.0,382.0,1051.0,0.890216,0.453311,0.037597,-0.024724,21.0,460.0,691.0,61354
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-8.0,382.0,1050.0,0.890337,0.453068,0.037546,-0.024904,21.0,459.0,691.0,61365
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-8.0,382.0,1050.0,0.890927,0.451896,0.037854,-0.024629,19.0,456.0,690.0,61376
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-8.0,383.0,1051.0,0.891746,0.450271,0.037937,-0.024620,19.0,455.0,690.0,61387
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-8.0,383.0,1051.0,0.892722,0.448323,0.038248,-0.024316,19.0,454.0,689.0,61399
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-8.0,384.0,1051.0,0.893422,0.446902,0.038467,-0.024410,18.0,452.0,687.0,61410
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-8.0,384.0,1051.0,0.894108,0.445487,0.038913,-0.024436,18.0,450.0,685.0,61421
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-8.0,384.0,1051.0,0.894798,0.444086,0.039180,-0.024261,18.0,449.0,683.0,61432
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-8.0,385.0,1051.0,0.895024,0.443606,0.039415,-0.024334,18.0,447.0,679.0,61443
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-8.0,385.0,1051.0,0.894106,0.445469,0.039251,-0.024309,18.0,447.0,676.0,61454
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-8.0,385.0,1051.0,0.893831,0.445994,0.039577,-0.024258,18.0,446.0,674.0,61465
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-8.0,385.0,1051.0,0.893853,0.445918,0.040056,-0.024065,18.0,446.0,672.0,61476
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-8.0,385.0,1051.0,0.894139,0.445262,0.041054,-0.023917,18.0,447.0,672.0,61488
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-7.0,385.0,1051.0,0.894667,0.444120,0.041892,-0.023948,18.0,447.0,672.0,61499
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-7.0,385.0,1051.0,0.895226,0.442863,0.043141,-0.024120,19.0,447.0,672.0,61510
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-7.0,385.0,1051.0,0.895530,0.442175,0.043666,-0.024498,20.0,448.0,672.0,61521
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-7.0,385.0,1051.0,0.895728,0.441729,0.044334,-0.024095,21.0,448.0,673.0,61532
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-7.0,385.0,1052.0,0.895683,0.441749,0.045032,-0.024130,22.0,450.0,676.0,61543
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-7.0,385.0,1052.0,0.895709,0.441697,0.045199,-0.023782,22.0,452.0,678.0,61554
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-7.0,385.0,1052.0,0.895580,0.441885,0.046009,-0.023606,23.0,454.0,681.0,61565
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-7.0,385.0,1052.0,0.895788,0.441384,0.046874,-0.023386,25.0,458.0,686.0,61576
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-7.0,385.0,1052.0,0.895647,0.441594,0.047551,-0.023465,27.0,460.0,688.0,61587
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-7.0,385.0,1052.0,0.895529,0.441777,0.048263,-0.023061,29.0,463.0,690.0,61598
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-6.0,385.0,1052.0,0.895304,0.442261,0.048100,-0.022879,34.0,468.0,694.0,61610
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-6.0,384.0,1052.0,0.894985,0.442835,0.048845,-0.022651,36.0,471.0,696.0,61621
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-6.0,384.0,1051.0,0.894948,0.442874,0.049136,-0.022708,39.0,473.0,697.0,61632
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-6.0,384.0,1051.0,0.894946,0.442785,0.050098,-0.022421,45.0,478.0,700.0,61643
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-6.0,384.0,1051.0,0.894796,0.443046,0.050371,-0.022650,48.0,481.0,700.0,61654
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-6.0,384.0,1051.0,0.894792,0.443019,0.050756,-0.022490,51.0,483.0,701.0,61665
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-6.0,384.0,1051.0,0.894611,0.443380,0.050806,-0.022458,57.0,487.0,702.0,61676
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-6.0,384.0,1051.0,0.894561,0.443445,0.051127,-0.022454,60.0,489.0,701.0,61687
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-6.0,384.0,1051.0,0.894401,0.443756,0.051233,-0.022413,63.0,490.0,700.0,61699
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-6.0,384.0,1052.0,0.894254,0.444028,0.051482,-0.022318,68.0,492.0,697.0,61710
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-6.0,384.0,1051.0,0.894010,0.444514,0.051548,-0.022279,70.0,493.0,695.0,61721
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-6.0,384.0,1051.0,0.893880,0.444815,0.051348,-0.021945,73.0,494.0,692.0,61732
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-6.0,384.0,1051.0,0.893761,0.445071,0.051254,-0.021828,76.0,494.0,685.0,61743
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-6.0,384.0,1050.0,0.893811,0.444995,0.051167,-0.021523,77.0,493.0,681.0,61754
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-6.0,384.0,1050.0,0.893726,0.445211,0.050899,-0.021235,78.0,492.0,676.0,61765
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-6.0,384.0,1050.0,0.893619,0.445483,0.050477,-0.021040,79.0,490.0,672.0,61776
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-6.0,384.0,1050.0,0.893543,0.445661,0.050352,-0.020792,79.0,490.0,672.0,61787
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-6.0,384.0,1050.0,0.893416,0.445961,0.049992,-0.020684,79.0,490.0,672.0,61798
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-6.0,384.0,1050.0,0.893217,0.446435,0.049259,-0.020799,78.0,490.0,673.0,61809
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-7.0,384.0,1050.0,0.893000,0.446938,0.048887,-0.020180,77.0,487.0,673.0,61821
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-7.0,384.0,1050.0,0.892827,0.447427,0.047851,-0.019450,76.0,486.0,673.0,61832
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-7.0,384.0,1050.0,0.892866,0.447390,0.047500,-0.019406,73.0,485.0,676.0,61843
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-7.0,384.0,1050.0,0.893050,0.447053,0.047304,-0.019169,72.0,485.0,678.0,61854
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-7.0,384.0,1049.0,0.892906,0.447354,0.047125,-0.019289,71.0,485.0,680.0,61865
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-7.0,384.0,1049.0,0.892399,0.448381,0.046936,-0.019387,69.0,485.0,684.0,61876
