# x_kb,y_kb,z_kb,qw_kb,qx_kb,qy_kb,qz_kb,x_hmd,y_hmd,z_hmd,qw_hmd,qx_hmd,qy_hmd,qz_hmd,x_ft,y_ft,z_ft,t_ms
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-17.0,379.0,1051.0,0.892329,0.450874,0.005597,-0.020759,117.0,530.0,713.0,65321
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-17.0,378.0,1051.0,0.892392,0.450750,0.005860,-0.020659,117.0,530.0,714.0,65332
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-17.0,378.0,1051.0,0.892378,0.450776,0.006010,-0.020675,117.0,530.0,715.0,65343
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-17.0,378.0,1051.0,0.892393,0.450745,0.006125,-0.020651,117.0,530.0,715.0,65354
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-17.0,378.0,1051.0,0.892479,0.450573,0.006852,-0.020444,117.0,530.0,715.0,65365
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-18.0,378.0,1051.0,0.892589,0.450350,0.007754,-0.020236,117.0,530.0,716.0,65376
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-18.0,377.0,1051.0,0.892758,0.450026,0.009042,-0.019435,117.0,530.0,716.0,65388
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-18.0,377.0,1051.0,0.892916,0.449696,0.009916,-0.019413,117.0,530.0,716.0,65399
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-18.0,377.0,1051.0,0.893168,0.449170,0.012167,-0.018703,118.0,531.0,717.0,65410
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-18.0,377.0,1051.0,0.893120,0.449249,0.012858,-0.018620,118.0,531.0,718.0,65421
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-18.0,377.0,1051.0,0.893128,0.449211,0.014246,-0.018128,118.0,530.0,718.0,65432
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-18.0,377.0,1052.0,0.893103,0.449255,0.015098,-0.017599,118.0,530.0,719.0,65443
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-18.0,377.0,1052.0,0.893050,0.449334,0.016583,-0.016923,118.0,530.0,719.0,65454
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-18.0,377.0,1052.0,0.893075,0.449247,0.017516,-0.016933,118.0,530.0,720.0,65465
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-18.0,377.0,1052.0,0.892894,0.449586,0.018327,-0.016659,118.0,530.0,721.0,65476
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-17.0,377.0,1052.0,0.892754,0.449809,0.019840,-0.016390,118.0,530.0,721.0,65488
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-17.0,377.0,1052.0,0.892660,0.449977,0.020581,-0.015984,118.0,530.0,722.0,65499
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-17.0,377.0,1052.0,0.892574,0.450103,0.021741,-0.015695,119.0,530.0,723.0,65510
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-17.0,376.0,1052.0,0.892570,0.450096,0.022341,-0.015289,119.0,530.0,724.0,65521
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-17.0,376.0,1052.0,0.892474,0.450253,0.023161,-0.015078,119.0,530.0,724.0,65532
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-17.0,376.0,1052.0,0.892448,0.450277,0.023747,-0.014945,119.0,530.0,724.0,65543
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-17.0,376.0,1052.0,0.892533,0.450111,0.023671,-0.014990,119.0,530.0,725.0,65554
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-17.0,376.0,1052.0,0.892452,0.450271,0.023780,-0.014861,119.0,530.0,725.0,65565
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-17.0,376.0,1052.0,0.892498,0.450169,0.024036,-0.014733,119.0,531.0,725.0,65576
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-17.0,376.0,1052.0,0.892516,0.450107,0.024615,-0.014584,119.0,531.0,726.0,65588
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-17.0,376.0,1052.0,0.892506,0.450130,0.024461,-0.014770,119.0,531.0,726.0,65599
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-17.0,376.0,1052.0,0.892550,0.450030,0.024639,-0.014822,120.0,531.0,727.0,65610
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-16.0,376.0,1052.0,0.892517,0.450094,0.024691,-0.014835,120.0,531.0,728.0,65621
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-16.0,376.0,1052.0,0.892506,0.450113,0.024635,-0.014991,120.0,531.0,728.0,65632
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-16.0,376.0,1052.0,0.892526,0.450074,0.024595,-0.015044,120.0,531.0,729.0,65643
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-16.0,376.0,1052.0,0.892537,0.450054,0.024471,-0.015172,120.0,531.0,729.0,65654
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-16.0,376.0,1052.0,0.892582,0.449969,0.024270,-0.015332,120.0,531.0,730.0,65665
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-16.0,376.0,1052.0,0.892623,0.449894,0.024170,-0.015325,120.0,531.0,730.0,65676
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-16.0,376.0,1052.0,0.892607,0.449926,0.024091,-0.015466,121.0,531.0,730.0,65688
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-16.0,376.0,1052.0,0.892617,0.449904,0.024016,-0.015657,121.0,531.0,731.0,65699
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-16.0,376.0,1052.0,0.892613,0.449920,0.023827,-0.015667,121.0,531.0,731.0,65710
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-16.0,376.0,1052.0,0.892583,0.449980,0.023827,-0.015682,121.0,531.0,732.0,65721
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-16.0,376.0,1052.0,0.892579,0.449989,0.023767,-0.015739,121.0,531.0,733.0,65732
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-16.0,376.0,1052.0,0.892552,0.450048,0.023720,-0.015666,121.0,530.0,734.0,65743
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-16.0,376.0,1052.0,0.892524,0.450095,0.023738,-0.015885,121.0,530.0,734.0,65754
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-16.0,376.0,1052.0,0.892459,0.450219,0.023822,-0.015892,121.0,530.0,734.0,65765
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-16.0,376.0,1052.0,0.892457,0.450220,0.023905,-0.015855,121.0,530.0,735.0,65776
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-16.0,376.0,1052.0,0.892399,0.450329,0.023997,-0.015860,121.0,530.0,736.0,65787
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-16.0,376.0,1052.0,0.892337,0.450450,0.024050,-0.015843,121.0,530.0,737.0,65799
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-15.0,376.0,1052.0,0.892222,0.450670,0.024255,-0.015743,122.0,529.0,737.0,65810
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-15.0,376.0,1051.0,0.892121,0.450868,0.024359,-0.015664,122.0,529.0,738.0,65821
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-15.0,376.0,1051.0,0.892039,0.451024,0.024377,-0.015787,122.0,529.0,739.0,65832
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-15.0,376.0,1051.0,0.892022,0.451052,0.024442,-0.015851,122.0,529.0,740.0,65843
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-15.0,377.0,1051.0,0.891899,0.451284,0.024541,-0.016016,122.0,528.0,740.0,65854
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-15.0,377.0,1051.0,0.891862,0.451358,0.024566,-0.015975,122.0,528.0,741.0,65865
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-15.0,377.0,1051.0,0.891840,0.451401,0.024566,-0.015960,122.0,527.0,742.0,65876
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-15.0,377.0,1051.0,0.891838,0.451409,0.024501,-0.015967,123.0,527.0,743.0,65887
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-15.0,377.0,1051.0,0.891823,0.451440,0.024448,-0.016006,123.0,527.0,744.0,65899
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-15.0,377.0,1051.0,0.891817,0.451454,0.024362,-0.016058,123.0,526.0,745.0,65910
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-15.0,377.0,1051.0,0.891789,0.451515,0.024194,-0.016146,123.0,526.0,746.0,65921
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-15.0,377.0,1051.0,0.891790,0.451519,0.024031,-0.016242,124.0,526.0,747.0,65932
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-15.0,377.0,1051.0,0.891802,0.451499,0.023836,-0.016414,124.0,525.0,749.0,65943
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-15.0,378.0,1051.0,0.891770,0.451561,0.023742,-0.016583,125.0,524.0,750.0,65954
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-15.0,378.0,1051.0,0.891793,0.451518,0.023526,-0.016830,125.0,524.0,751.0,65965
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-15.0,378.0,1051.0,0.891851,0.451401,0.023444,-0.017030,126.0,523.0,752.0,65976
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-15.0,378.0,1051.0,0.891882,0.451333,0.023376,-0.017315,126.0,523.0,753.0,65988
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-15.0,378.0,1051.0,0.891910,0.451270,0.023262,-0.017663,127.0,522.0,754.0,65999
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-14.0,378.0,1051.0,0.891850,0.451380,0.023122,-0.018030,127.0,522.0,754.0,66010
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-15.0,379.0,1052.0,0.891882,0.451307,0.023212,-0.018144,128.0,521.0,755.0,66021
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-14.0,379.0,1051.0,0.891799,0.451454,0.023231,-0.018550,129.0,520.0,755.0,66032
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-14.0,379.0,1051.0,0.891776,0.451487,0.023253,-0.018832,129.0,519.0,755.0,66043
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-14.0,379.0,1051.0,0.891696,0.451628,0.023383,-0.019062,130.0,518.0,756.0,66054
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-14.0,379.0,1051.0,0.891534,0.451923,0.023699,-0.019249,130.0,517.0,756.0,66066
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-14.0,379.0,1051.0,0.891374,0.452227,0.023727,-0.019497,130.0,515.0,757.0,66076
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-14.0,379.0,1051.0,0.891196,0.452550,0.024130,-0.019644,131.0,514.0,757.0,66088
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-14.0,379.0,1051.0,0.891184,0.452585,0.023990,-0.019550,131.0,514.0,757.0,66099
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-14.0,379.0,1051.0,0.890912,0.453095,0.024358,-0.019673,132.0,512.0,757.0,66110
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-13.0,380.0,1051.0,0.890689,0.453507,0.024798,-0.019739,132.0,511.0,757.0,66121
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-13.0,380.0,1051.0,0.890600,0.453665,0.025094,-0.019777,132.0,511.0,758.0,66132
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-13.0,380.0,1050.0,0.890125,0.454553,0.025602,-0.020075,133.0,510.0,758.0,66143
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-13.0,380.0,1050.0,0.889780,0.455204,0.026094,-0.019983,134.0,509.0,758.0,66154
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-13.0,380.0,1050.0,0.889507,0.455716,0.026388,-0.020107,135.0,509.0,758.0,66165
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-13.0,380.0,1050.0,0.889282,0.456129,0.026843,-0.020087,136.0,508.0,759.0,66176
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-13.0,380.0,1049.0,0.889053,0.456560,0.027208,-0.019945,136.0,508.0,760.0,66188
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-12.0,379.0,1049.0,0.889105,0.456432,0.027590,-0.020034,136.0,508.0,760.0,66199
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-12.0,379.0,1049.0,0.888914,0.456780,0.028148,-0.019792,136.0,508.0,761.0,66210
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-12.0,379.0,1049.0,0.888735,0.457065,0.029052,-0.019956,137.0,508.0,762.0,66221
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-12.0,379.0,1049.0,0.888653,0.457202,0.029514,-0.019806,137.0,508.0,762.0,66232
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-12.0,379.0,1049.0,0.888615,0.457254,0.029898,-0.019703,137.0,508.0,763.0,66243
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-12.0,379.0,1049.0,0.888541,0.457350,0.030554,-0.019826,137.0,508.0,763.0,66254
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-11.0,379.0,1049.0,0.888505,0.457365,0.031375,-0.019805,137.0,508.0,764.0,66266
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-11.0,379.0,1049.0,0.888453,0.457413,0.032309,-0.019535,138.0,508.0,764.0,66276
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-11.0,379.0,1048.0,0.888486,0.457332,0.032524,-0.019533,138.0,509.0,765.0,66288
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-11.0,379.0,1050.0,0.888545,0.457188,0.033139,-0.019210,138.0,509.0,765.0,66299
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-11.0,379.0,1050.0,0.888536,0.457167,0.033758,-0.019038,138.0,509.0,765.0,66310
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-11.0,378.0,1049.0,0.888600,0.457021,0.034210,-0.018749,138.0,509.0,766.0,66321
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-11.0,379.0,1050.0,0.888477,0.457207,0.034844,-0.018882,138.0,509.0,766.0,66332
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-11.0,379.0,1050.0,0.888558,0.457011,0.035391,-0.018786,138.0,510.0,766.0,66343
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-10.0,378.0,1049.0,0.888401,0.457254,0.036280,-0.018585,138.0,510.0,766.0,66354
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-10.0,378.0,1049.0,0.888454,0.457127,0.036508,-0.018762,138.0,510.0,766.0,66365
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-10.0,378.0,1049.0,0.888399,0.457191,0.036970,-0.018892,138.0,511.0,766.0,66376
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-10.0,378.0,1050.0,0.888425,0.457104,0.037590,-0.018565,138.0,511.0,766.0,66388
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-10.0,378.0,1050.0,0.888425,0.457085,0.037722,-0.018759,138.0,511.0,766.0,66399
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-10.0,378.0,1050.0,0.888459,0.457013,0.037883,-0.018567,138.0,512.0,767.0,66410
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-10.0,378.0,1050.0,0.888467,0.456957,0.038270,-0.018755,138.0,512.0,767.0,66421
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-10.0,377.0,1049.0,0.888457,0.456866,0.039524,-0.018842,138.0,512.0,767.0,66432
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-10.0,377.0,1049.0,0.888493,0.456792,0.039465,-0.019102,138.0,512.0,767.0,66443
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-10.0,377.0,1050.0,0.888551,0.456641,0.039831,-0.019220,138.0,513.0,767.0,66454
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-10.0,377.0,1050.0,0.888590,0.456544,0.040033,-0.019318,138.0,513.0,767.0,66465
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-10.0,377.0,1050.0,0.888695,0.456299,0.040463,-0.019349,138.0,513.0,767.0,66476
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-10.0,377.0,1050.0,0.888801,0.456035,0.041048,-0.019483,138.0,513.0,767.0,66487
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-10.0,377.0,1050.0,0.888905,0.455805,0.041431,-0.019319,138.0,513.0,767.0,66499
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-10.0,376.0,1049.0,0.888974,0.455643,0.041607,-0.019584,138.0,513.0,768.0,66510
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-10.0,376.0,1049.0,0.889022,0.455549,0.041623,-0.019547,138.0,513.0,768.0,66521
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-10.0,375.0,1049.0,0.889116,0.455356,0.041724,-0.019556,138.0,513.0,768.0,66532
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-10.0,375.0,1049.0,0.889184,0.455212,0.041855,-0.019546,137.0,513.0,768.0,66543
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-10.0,375.0,1050.0,0.889367,0.454859,0.041845,-0.019464,137.0,513.0,768.0,66554
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-10.0,375.0,1050.0,0.889521,0.454556,0.041894,-0.019413,137.0,513.0,768.0,66565
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-10.0,375.0,1050.0,0.889595,0.454422,0.041779,-0.019372,137.0,513.0,768.0,66576
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-10.0,375.0,1050.0,0.889827,0.453969,0.041817,-0.019280,137.0,513.0,768.0,66587
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-10.0,375.0,1050.0,0.890050,0.453529,0.041763,-0.019453,137.0,513.0,768.0,66599
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-11.0,375.0,1050.0,0.890165,0.453304,0.041796,-0.019353,137.0,513.0,768.0,66610
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-11.0,375.0,1050.0,0.890644,0.452366,0.041864,-0.019107,137.0,513.0,768.0,66621
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-11.0,375.0,1050.0,0.890747,0.452143,0.042119,-0.019042,137.0,513.0,768.0,66632
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-11.0,375.0,1050.0,0.890950,0.451764,0.042021,-0.018772,137.0,513.0,768.0,66643
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-11.0,376.0,1050.0,0.891052,0.451589,0.041946,-0.018290,138.0,513.0,768.0,66654
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-11.0,376.0,1050.0,0.891443,0.450826,0.042204,-0.017462,138.0,513.0,769.0,66665
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-11.0,376.0,1050.0,0.891562,0.450592,0.042376,-0.016984,138.0,513.0,769.0,66677
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-11.0,376.0,1050.0,0.891909,0.449934,0.042360,-0.016253,138.0,513.0,769.0,66688
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-11.0,376.0,1050.0,0.892009,0.449745,0.042333,-0.016036,138.0,513.0,769.0,66699
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-12.0,376.0,1050.0,0.892476,0.448819,0.042556,-0.015378,138.0,513.0,769.0,66710
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-12.0,376.0,1050.0,0.892663,0.448444,0.042724,-0.015001,138.0,513.0,769.0,66721
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-12.0,376.0,1050.0,0.892997,0.447802,0.042615,-0.014593,138.0,513.0,769.0,66732
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-12.0,376.0,1050.0,0.893196,0.447417,0.042641,-0.014171,138.0,513.0,769.0,66743
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-12.0,376.0,1050.0,0.893275,0.447269,0.042587,-0.014019,138.0,513.0,769.0,66754
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-12.0,376.0,1050.0,0.893361,0.447123,0.042305,-0.014032,138.0,513.0,769.0,66765
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-12.0,376.0,1050.0,0.893435,0.446988,0.042207,-0.013985,138.0,514.0,769.0,66776
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-12.0,376.0,1050.0,0.893645,0.446595,0.042012,-0.013696,138.0,514.0,769.0,66788
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-12.0,377.0,1050.0,0.893695,0.446498,0.041948,-0.013732,138.0,514.0,769.0,66799
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-12.0,377.0,1050.0,0.893974,0.445967,0.041722,-0.013537,138.0,514.0,769.0,66810
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-13.0,377.0,1050.0,0.893974,0.445997,0.041426,-0.013490,138.0,514.0,769.0,66821
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-13.0,377.0,1051.0,0.894109,0.445746,0.041157,-0.013654,138.0,514.0,769.0,66832
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-13.0,377.0,1051.0,0.894174,0.445628,0.041051,-0.013553,138.0,515.0,769.0,66843
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-13.0,377.0,1051.0,0.894260,0.445465,0.040962,-0.013520,138.0,515.0,769.0,66854
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-13.0,377.0,1051.0,0.894387,0.445223,0.040800,-0.013573,138.0,515.0,769.0,66866
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-13.0,377.0,1051.0,0.894489,0.445027,0.040680,-0.013600,138.0,516.0,769.0,66876
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-13.0,377.0,1051.0,0.894481,0.445070,0.040390,-0.013617,138.0,516.0,769.0,66888
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-13.0,377.0,1051.0,0.894364,0.445319,0.040241,-0.013609,139.0,516.0,769.0,66899
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-13.0,377.0,1051.0,0.894377,0.445308,0.040024,-0.013756,139.0,516.0,769.0,66910
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-13.0,377.0,1051.0,0.894423,0.445216,0.039983,-0.013853,139.0,517.0,769.0,66921
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-13.0,377.0,1051.0,0.894595,0.444870,0.039764,-0.014498,139.0,517.0,769.0,66932
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-13.0,377.0,1051.0,0.894758,0.444537,0.039607,-0.015025,140.0,517.0,769.0,66943
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-13.0,377.0,1051.0,0.895039,0.443973,0.039314,-0.015743,140.0,517.0,769.0,66954
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-13.0,378.0,1051.0,0.895057,0.443934,0.039446,-0.015486,140.0,517.0,768.0,66965
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-13.0,378.0,1051.0,0.895083,0.443883,0.039418,-0.015527,140.0,517.0,768.0,66976
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-13.0,378.0,1051.0,0.895214,0.443619,0.039299,-0.015805,141.0,517.0,769.0,66988
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-13.0,378.0,1051.0,0.895248,0.443542,0.039373,-0.015892,141.0,517.0,769.0,66999
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-13.0,378.0,1051.0,0.895481,0.443050,0.039458,-0.016240,141.0,517.0,768.0,67010
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-13.0,378.0,1051.0,0.895546,0.442912,0.039520,-0.016286,141.0,518.0,768.0,67021
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-13.0,378.0,1051.0,0.895575,0.442835,0.039641,-0.016445,142.0,518.0,768.0,67033
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-13.0,378.0,1051.0,0.895600,0.442787,0.039648,-0.016403,142.0,518.0,768.0,67043
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-13.0,378.0,1051.0,0.895617,0.442742,0.039749,-0.016396,142.0,518.0,767.0,67054
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-13.0,378.0,1051.0,0.895831,0.442294,0.039896,-0.016486,142.0,518.0,767.0,67065
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-13.0,378.0,1051.0,0.896054,0.441826,0.040061,-0.016529,142.0,518.0,767.0,67076
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-14.0,378.0,1051.0,0.896095,0.441753,0.039880,-0.016658,142.0,518.0,767.0,67087
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-14.0,378.0,1051.0,0.896224,0.441468,0.040018,-0.016915,142.0,518.0,767.0,67099
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-14.0,378.0,1051.0,0.896361,0.441188,0.040000,-0.017058,143.0,519.0,766.0,67110
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-14.0,378.0,1051.0,0.896509,0.440906,0.039746,-0.017129,143.0,519.0,766.0,67121
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-14.0,378.0,1051.0,0.896519,0.440881,0.039734,-0.017310,143.0,519.0,766.0,67132
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-14.0,378.0,1051.0,0.896501,0.440960,0.039099,-0.017640,144.0,519.0,766.0,67143
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-14.0,378.0,1051.0,0.896525,0.440889,0.039309,-0.017726,144.0,519.0,766.0,67154
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-14.0,378.0,1052.0,0.896616,0.440730,0.038947,-0.017896,144.0,519.0,766.0,67165
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-14.0,378.0,1051.0,0.896680,0.440626,0.038603,-0.018003,144.0,519.0,766.0,67176
0.0,500.0,670.0,0.707107,0.707107,0.000000,0.000000,-14.0,378.0,1051.0,0.896588,0.440861,0.038033,-0.018038,145.0,519.0,766.0,67187
