Format Version,1.23,Take Name,dummy_trace,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2019-10-28 06.12.22.333 PM,Total Frames in Take,2108,Total Exported Frames,2108,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,lh_rb_v2,lh_rb_v2,lh_rb_v2,lh_rb_v2,lh_rb_v2,lh_rb_v2,lh_rb_v2,Unlabeled 1060,Unlabeled 1060,Unlabeled 1060,lh_rb_v2:Marker1,lh_rb_v2:Marker1,lh_rb_v2:Marker1,lh_rb_v2:Marker2,lh_rb_v2:Marker2,lh_rb_v2:Marker2,lh_rb_v2:Marker3,lh_rb_v2:Marker3,lh_rb_v2:Marker3,lh_rb_v2:Marker4,lh_rb_v2:Marker4,lh_rb_v2:Marker4
,ID,"89F1026118DC11E97DA3F75ED5E0708A","89F1026118DC11E97DA3F75ED5E0708A","89F1026118DC11E97DA3F75ED5E0708A","89F1026118DC11E97DA3F75ED5E0708A","89F1026118DC11E97DA3F75ED5E0708A","89F1026118DC11E97DA3F75ED5E0708A","89F1026118DC11E97DA3F75ED5E0708A","C4D80","C4D80","C4D80","C4DC0","C4DC0","C4DC0","C4CF0","C4CF0","C4CF0","C4E00","C4E00","C4E00","C5170","C5170","C5170"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,-0.155807,0.061624,-0.038863,-0.985097,0.012998,1.220060,0.308124,0.018777,0.619096,0.598679,-0.039304,1.234804,0.304374,0.008345,1.208880,0.341920,0.009513,1.253301,0.318523,0.052317,1.229495,0.314412
1,0.008333,-0.155739,0.061561,-0.038804,-0.985114,0.012978,1.220070,0.308116,0.018776,0.619128,0.598694,-0.039325,1.234823,0.304371,0.008330,1.208895,0.341915,0.009496,1.253310,0.318510,0.052300,1.229503,0.314399
2,0.016667,,,,,,,,0.018760,0.619158,0.598706,-0.039344,1.234836,0.304357,0.008314,1.208908,0.341909,0.009477,1.253322,0.318501,0.052274,1.229526,0.314397
3,0.025000,-0.155740,0.061592,-0.038875,-0.985109,0.012939,1.220093,0.308104,0.018741,0.619210,0.598725,-0.039367,1.234843,0.304353,0.008295,1.208914,0.341904,0.009458,1.253327,0.318493,0.052251,1.229535,0.314392
4,0.033333,-0.155730,0.061566,-0.038861,-0.985113,0.012918,1.220098,0.308101,0.018733,0.619262,0.598738,-0.039388,1.234848,0.304351,0.008279,1.208920,0.341903,0.009436,1.253334,0.318491,0.052232,1.229537,0.314386
5,0.041667,-0.155704,0.061557,-0.038901,-0.985116,0.012896,1.220096,0.308101,0.018729,0.619279,0.598740,-0.039414,1.234843,0.304350,0.008259,1.208921,0.341903,0.009413,1.253332,0.318489,0.052209,1.229539,0.314387
6,0.050000,-0.155644,0.061483,-0.038892,-0.985131,0.012870,1.220084,0.308101,0.018735,0.619277,0.598734,-0.039439,1.234839,0.304355,0.008242,1.208916,0.341904,0.009380,1.253307,0.318483,0.052186,1.229530,0.314382
7,0.058333,-0.155703,0.061519,-0.038969,-0.985116,0.012849,1.220081,0.308107,0.018741,0.619260,0.598721,-0.039463,1.234824,0.304355,0.008223,1.208908,0.341911,0.009353,1.253311,0.318497,0.052160,1.229526,0.314391
8,0.066667,-0.155591,0.061455,-0.038971,-0.985137,0.012820,1.220062,0.308108,0.018739,0.619269,0.598718,-0.039490,1.234816,0.304365,0.008200,1.208896,0.341912,0.009317,1.253279,0.318478,0.052136,1.229517,0.314393
9,0.075000,-0.155698,0.061447,-0.038977,-0.985121,0.012794,1.220061,0.308116,0.018736,0.619277,0.598719,-0.039516,1.234810,0.304374,0.008179,1.208888,0.341918,0.009289,1.253284,0.318499,0.052108,1.229508,0.314400
10,0.083333,-0.155650,0.061379,-0.038998,-0.985132,0.012768,1.220051,0.308130,0.018742,0.619274,0.598712,-0.039539,1.234793,0.304397,0.008155,1.208883,0.341928,0.009263,1.253277,0.318508,0.052078,1.229500,0.314410
